id_interne_plant,date,longueur,largeur,superficie,note
2427,2017-06-15,67.72,199.03,13478.3116,Rien à signaler.
2427,2017-07-15,135.54,184.75,25041.0150,Condition normale pour la saison.
2427,2017-08-15,52.74,156.53,8255.3922,Condition normale pour la saison.
2427,2017-09-15,129.92,92.65,12037.0880,Légère variabilité observée.
2427,2017-10-15,121.87,169.19,20619.1853,Rien à signaler.
2145,2017-05-15,87.85,151.70,13326.8450,Condition normale pour la saison.
2145,2017-06-15,156.80,167.31,26234.2080,Rien à signaler.
2145,2017-07-15,67.37,123.93,8349.1641,Condition normale pour la saison.
2145,2017-08-15,133.53,184.68,24660.3204,Condition normale pour la saison.
2145,2017-09-15,82.98,164.94,13686.7212,Condition normale pour la saison.
2145,2017-10-15,101.22,93.93,9507.5946,Condition normale pour la saison.
2389,2017-05-15,78.59,101.41,7969.8119,Légère variabilité observée.
2389,2017-06-15,108.57,164.02,17807.6514,Légère variabilité observée.
2389,2017-07-15,197.54,141.52,27955.8608,Légère variabilité observée.
2389,2017-08-15,188.97,59.30,11205.9210,Condition normale pour la saison.
2389,2017-09-15,69.12,67.91,4693.9392,Rien à signaler.
2389,2017-10-15,90.05,195.25,17582.2625,Rien à signaler.
2590,2017-05-15,99.76,95.20,9497.1520,Légère variabilité observée.
2590,2017-06-15,71.82,172.99,12424.1418,Condition normale pour la saison.
2590,2017-07-15,102.22,123.02,12575.1044,Condition normale pour la saison.
2590,2017-08-15,181.52,96.92,17592.9184,Condition normale pour la saison.
2590,2017-09-15,171.86,96.97,16665.2642,Condition normale pour la saison.
2590,2017-10-15,140.74,105.48,14845.2552,Condition normale pour la saison.
2489,2017-05-15,133.40,199.17,26569.2780,Condition normale pour la saison.
2489,2017-06-15,68.56,106.28,7286.5568,Légère variabilité observée.
2489,2017-07-15,107.10,112.03,11998.4130,Condition normale pour la saison.
2489,2017-08-15,125.82,75.71,9525.8322,Rien à signaler.
2489,2017-09-15,131.07,180.52,23660.7564,Condition normale pour la saison.
2489,2017-10-15,192.80,126.52,24393.0560,Condition normale pour la saison.
2275,2017-05-15,61.39,159.38,9784.3382,Rien à signaler.
2275,2017-06-15,135.28,109.04,14750.9312,Condition normale pour la saison.
2275,2017-07-15,119.59,98.28,11753.3052,Rien à signaler.
2275,2017-08-15,132.38,122.28,16187.4264,Condition normale pour la saison.
2275,2017-09-15,158.71,92.49,14679.0879,Condition normale pour la saison.
2275,2017-10-15,61.24,198.86,12178.1864,Légère variabilité observée.
2100,2017-05-15,88.85,94.47,8393.6595,Condition normale pour la saison.
2100,2017-06-15,75.65,152.14,11509.3910,Condition normale pour la saison.
2100,2017-07-15,182.39,149.31,27232.6509,Légère variabilité observée.
2100,2017-08-15,199.52,131.24,26185.0048,Condition normale pour la saison.
2100,2017-09-15,64.75,194.61,12600.9975,Condition normale pour la saison.
2100,2017-10-15,198.42,63.20,12540.1440,Légère variabilité observée.
2086,2017-05-15,78.90,162.21,12798.3690,Condition normale pour la saison.
2086,2017-06-15,191.41,121.76,23306.0816,Rien à signaler.
2086,2017-07-15,171.30,72.98,12501.4740,Rien à signaler.
2086,2017-08-15,153.81,64.74,9957.6594,Rien à signaler.
2086,2017-09-15,126.88,111.73,14176.3024,Condition normale pour la saison.
2086,2017-10-15,182.68,170.44,31135.9792,Rien à signaler.
2434,2017-05-15,75.74,87.13,6599.2262,Condition normale pour la saison.
2434,2017-06-15,107.15,177.32,18999.8380,Condition normale pour la saison.
2434,2017-07-15,110.90,93.00,10313.7000,Condition normale pour la saison.
2434,2017-08-15,71.56,103.14,7380.6984,Condition normale pour la saison.
2434,2017-09-15,132.45,100.45,13304.6025,Légère variabilité observée.
2434,2017-10-15,110.16,158.16,17422.9056,Légère variabilité observée.
2307,2017-05-15,198.04,135.41,26816.5964,Légère variabilité observée.
2307,2017-06-15,178.69,96.12,17175.6828,Condition normale pour la saison.
2307,2017-07-15,181.65,68.64,12468.4560,Rien à signaler.
2307,2017-08-15,68.71,127.84,8783.8864,Rien à signaler.
2307,2017-09-15,153.85,151.79,23352.8915,Légère variabilité observée.
2307,2017-10-15,170.70,69.74,11904.6180,Condition normale pour la saison.
1831,2017-05-15,106.16,140.25,14888.9400,Condition normale pour la saison.
1831,2017-06-15,180.75,95.06,17182.0950,Condition normale pour la saison.
1831,2017-07-15,61.16,180.94,11066.2904,Condition normale pour la saison.
1831,2017-08-15,166.32,187.98,31264.8336,Rien à signaler.
1831,2017-09-15,62.59,104.48,6539.4032,Légère variabilité observée.
1831,2017-10-15,126.94,85.69,10877.4886,Légère variabilité observée.
2497,2017-05-15,121.64,67.54,8215.5656,Condition normale pour la saison.
2497,2017-06-15,182.98,68.86,12600.0028,Condition normale pour la saison.
2497,2017-07-15,107.44,125.14,13445.0416,Condition normale pour la saison.
2497,2017-08-15,87.05,149.81,13040.9605,Rien à signaler.
2497,2017-09-15,178.56,82.93,14807.9808,Rien à signaler.
2497,2017-10-15,51.32,186.97,9595.3004,Condition normale pour la saison.
2475,2017-05-15,132.49,109.77,14543.4273,Légère variabilité observée.
2475,2017-06-15,65.70,157.12,10322.7840,Légère variabilité observée.
2475,2017-07-15,119.72,102.03,12215.0316,Condition normale pour la saison.
2475,2017-08-15,194.21,173.63,33720.6823,Condition normale pour la saison.
2475,2017-09-15,158.79,61.76,9806.8704,Rien à signaler.
2475,2017-10-15,111.63,195.55,21829.2465,Rien à signaler.
2240,2017-05-15,187.22,86.16,16130.8752,Condition normale pour la saison.
2240,2017-06-15,139.30,129.84,18086.7120,Condition normale pour la saison.
2240,2017-07-15,156.27,114.18,17842.9086,Légère variabilité observée.
2240,2017-08-15,142.91,129.09,18448.2519,Condition normale pour la saison.
2240,2017-09-15,184.92,50.57,9351.4044,Condition normale pour la saison.
2240,2017-10-15,127.55,104.30,13303.4650,Rien à signaler.
1804,2017-05-15,146.97,175.15,25741.7955,Rien à signaler.
1804,2017-06-15,108.34,109.41,11853.4794,Condition normale pour la saison.
1804,2017-07-15,187.88,160.22,30102.1336,Condition normale pour la saison.
1804,2017-08-15,129.03,111.54,14392.0062,Légère variabilité observée.
1804,2017-09-15,109.53,176.99,19385.7147,Rien à signaler.
1804,2017-10-15,105.29,145.30,15298.6370,Condition normale pour la saison.
2518,2017-05-15,147.04,175.10,25746.7040,Légère variabilité observée.
2518,2017-06-15,91.62,70.93,6498.6066,Rien à signaler.
2518,2017-07-15,179.66,199.15,35779.2890,Condition normale pour la saison.
2518,2017-08-15,73.72,135.17,9964.7324,Condition normale pour la saison.
2518,2017-09-15,143.74,198.63,28551.0762,Rien à signaler.
2518,2017-10-15,152.49,172.61,26321.2989,Condition normale pour la saison.
2084,2017-05-15,54.00,191.20,10324.8000,Condition normale pour la saison.
2084,2017-06-15,193.06,118.65,22906.5690,Condition normale pour la saison.
2084,2017-07-15,127.64,92.25,11774.7900,Rien à signaler.
2084,2017-08-15,152.58,149.65,22833.5970,Légère variabilité observée.
2084,2017-09-15,116.17,119.63,13897.4171,Condition normale pour la saison.
2084,2017-10-15,91.40,70.57,6450.0980,Condition normale pour la saison.
1918,2017-05-15,184.89,110.95,20513.5455,Rien à signaler.
1918,2017-06-15,156.90,158.98,24943.9620,Rien à signaler.
1918,2017-07-15,198.72,188.06,37371.2832,Condition normale pour la saison.
1918,2017-08-15,184.88,194.06,35877.8128,Condition normale pour la saison.
1918,2017-09-15,198.18,177.77,35230.4586,Rien à signaler.
1918,2017-10-15,92.14,147.22,13564.8508,Condition normale pour la saison.
2029,2017-05-15,177.71,80.07,14229.2397,Légère variabilité observée.
2029,2017-06-15,68.76,78.02,5364.6552,Légère variabilité observée.
2029,2017-07-15,161.58,119.33,19281.3414,Rien à signaler.
2029,2017-08-15,186.50,73.84,13771.1600,Rien à signaler.
2029,2017-09-15,60.36,188.09,11353.1124,Condition normale pour la saison.
2029,2017-10-15,175.05,112.39,19673.8695,Condition normale pour la saison.
2526,2017-05-15,86.23,196.24,16921.7752,Condition normale pour la saison.
2526,2017-06-15,69.25,183.61,12714.9925,Légère variabilité observée.
2526,2017-07-15,85.78,88.23,7568.3694,Condition normale pour la saison.
2526,2017-08-15,56.16,185.66,10426.6656,Rien à signaler.
2526,2017-09-15,92.30,199.46,18410.1580,Rien à signaler.
2526,2017-10-15,186.51,148.33,27665.0283,Rien à signaler.
2163,2017-05-15,137.50,110.14,15144.2500,Légère variabilité observée.
2163,2017-06-15,112.17,146.09,16386.9153,Rien à signaler.
2163,2017-07-15,183.82,170.76,31389.1032,Rien à signaler.
2163,2017-08-15,182.62,198.92,36326.7704,Rien à signaler.
2163,2017-09-15,138.32,114.70,15865.3040,Condition normale pour la saison.
2163,2017-10-15,192.82,193.77,37362.7314,Condition normale pour la saison.
2208,2017-05-15,162.24,183.67,29798.6208,Condition normale pour la saison.
2208,2017-06-15,161.35,106.76,17225.7260,Condition normale pour la saison.
2208,2017-07-15,151.06,160.60,24260.2360,Légère variabilité observée.
2208,2017-08-15,98.93,161.24,15951.4732,Rien à signaler.
2208,2017-09-15,91.00,96.80,8808.8000,Rien à signaler.
2208,2017-10-15,167.82,68.70,11529.2340,Rien à signaler.
2554,2017-05-15,96.14,110.52,10625.3928,Condition normale pour la saison.
2554,2017-06-15,189.52,165.51,31367.4552,Rien à signaler.
2554,2017-07-15,169.29,88.60,14999.0940,Condition normale pour la saison.
2554,2017-08-15,89.97,158.92,14298.0324,Rien à signaler.
2554,2017-09-15,159.54,124.95,19934.5230,Rien à signaler.
2554,2017-10-15,127.33,198.28,25246.9924,Légère variabilité observée.
2162,2017-05-15,171.77,66.80,11474.2360,Rien à signaler.
2162,2017-06-15,53.72,191.21,10271.8012,Condition normale pour la saison.
2162,2017-07-15,122.66,84.99,10424.8734,Condition normale pour la saison.
2162,2017-08-15,76.87,79.94,6144.9878,Condition normale pour la saison.
2162,2017-09-15,70.77,107.83,7631.1291,Légère variabilité observée.
2162,2017-10-15,184.11,68.71,12650.1981,Condition normale pour la saison.
2285,2017-05-15,149.13,110.83,16528.0779,Condition normale pour la saison.
2285,2017-06-15,56.08,85.45,4792.0360,Rien à signaler.
2285,2017-07-15,197.25,79.12,15606.4200,Condition normale pour la saison.
2285,2017-08-15,158.66,87.26,13844.6716,Condition normale pour la saison.
2285,2017-09-15,119.77,140.20,16791.7540,Condition normale pour la saison.
2285,2017-10-15,57.53,85.45,4915.9385,Condition normale pour la saison.
1874,2017-05-15,135.62,129.04,17500.4048,Condition normale pour la saison.
1874,2017-06-15,51.95,89.80,4665.1100,Légère variabilité observée.
1874,2017-07-15,165.84,109.29,18124.6536,Condition normale pour la saison.
1874,2017-08-15,75.85,166.35,12617.6475,Condition normale pour la saison.
1874,2017-09-15,146.67,152.13,22312.9071,Rien à signaler.
1874,2017-10-15,130.93,125.75,16464.4475,Condition normale pour la saison.
1923,2017-05-15,164.37,53.56,8803.6572,Légère variabilité observée.
1923,2017-06-15,83.07,139.47,11585.7729,Légère variabilité observée.
1923,2017-07-15,103.26,105.47,10890.8322,Rien à signaler.
1923,2017-08-15,103.47,132.99,13760.4753,Condition normale pour la saison.
1923,2017-09-15,104.53,164.60,17205.6380,Condition normale pour la saison.
1923,2017-10-15,163.34,190.17,31062.3678,Condition normale pour la saison.
2236,2017-05-15,67.21,124.28,8352.8588,Légère variabilité observée.
2236,2017-06-15,186.67,152.55,28476.5085,Condition normale pour la saison.
2236,2017-07-15,65.16,133.58,8704.0728,Condition normale pour la saison.
2236,2017-08-15,115.91,122.93,14248.8163,Condition normale pour la saison.
2236,2017-09-15,132.36,53.86,7128.9096,Rien à signaler.
2236,2017-10-15,95.27,199.47,19003.5069,Légère variabilité observée.
2088,2017-05-15,141.72,166.87,23648.8164,Condition normale pour la saison.
2088,2017-06-15,178.63,128.52,22957.5276,Condition normale pour la saison.
2088,2017-07-15,91.42,62.30,5695.4660,Condition normale pour la saison.
2088,2017-08-15,144.71,193.73,28034.6683,Condition normale pour la saison.
2088,2017-09-15,74.60,57.48,4288.0080,Condition normale pour la saison.
2088,2017-10-15,76.82,93.78,7204.1796,Légère variabilité observée.
1965,2017-05-15,153.89,124.77,19200.8553,Condition normale pour la saison.
1965,2017-06-15,133.46,148.58,19829.4868,Légère variabilité observée.
1965,2017-07-15,143.97,88.73,12774.4581,Rien à signaler.
1965,2017-08-15,120.54,112.06,13507.7124,Condition normale pour la saison.
1965,2017-09-15,101.89,182.26,18570.4714,Légère variabilité observée.
1965,2017-10-15,77.77,51.02,3967.8254,Condition normale pour la saison.
1959,2017-05-15,96.13,96.32,9259.2416,Condition normale pour la saison.
1959,2017-06-15,159.73,163.90,26179.7470,Condition normale pour la saison.
1959,2017-07-15,167.73,83.19,13953.4587,Condition normale pour la saison.
1959,2017-08-15,51.77,76.79,3975.4183,Condition normale pour la saison.
1959,2017-09-15,142.39,121.97,17367.3083,Légère variabilité observée.
1959,2017-10-15,161.81,59.54,9634.1674,Légère variabilité observée.
2412,2017-05-15,99.46,157.01,15616.2146,Condition normale pour la saison.
2412,2017-06-15,82.21,191.39,15734.1719,Condition normale pour la saison.
2412,2017-07-15,103.12,87.58,9031.2496,Condition normale pour la saison.
2412,2017-08-15,129.36,59.29,7669.7544,Condition normale pour la saison.
2412,2017-09-15,68.38,186.23,12734.4074,Condition normale pour la saison.
2412,2017-10-15,79.85,74.45,5944.8325,Légère variabilité observée.
2188,2017-05-15,182.90,157.82,28865.2780,Condition normale pour la saison.
2188,2017-06-15,158.61,99.17,15729.3537,Condition normale pour la saison.
2188,2017-07-15,154.82,56.68,8775.1976,Condition normale pour la saison.
2188,2017-08-15,133.78,198.02,26491.1156,Condition normale pour la saison.
2188,2017-09-15,159.54,96.05,15323.8170,Légère variabilité observée.
2188,2017-10-15,118.94,148.97,17718.4918,Condition normale pour la saison.
1833,2017-05-15,167.67,118.31,19837.0377,Condition normale pour la saison.
1833,2017-06-15,78.80,140.13,11042.2440,Condition normale pour la saison.
1833,2017-07-15,99.70,154.66,15419.6020,Rien à signaler.
1833,2017-08-15,121.74,87.54,10657.1196,Légère variabilité observée.
1833,2017-09-15,133.03,110.59,14711.7877,Condition normale pour la saison.
1833,2017-10-15,168.95,130.56,22058.1120,Rien à signaler.
2465,2017-05-15,113.80,194.92,22181.8960,Légère variabilité observée.
2465,2017-06-15,179.33,51.79,9287.5007,Rien à signaler.
2465,2017-07-15,126.20,77.40,9767.8800,Rien à signaler.
2465,2017-08-15,186.53,161.79,30178.6887,Légère variabilité observée.
2465,2017-09-15,50.79,56.69,2879.2851,Rien à signaler.
2465,2017-10-15,157.56,183.29,28879.1724,Rien à signaler.
2500,2017-05-15,67.17,171.67,11531.0739,Légère variabilité observée.
2500,2017-06-15,164.87,183.45,30245.4015,Condition normale pour la saison.
2500,2017-07-15,175.07,148.95,26076.6765,Condition normale pour la saison.
2500,2017-08-15,155.30,171.80,26680.5400,Légère variabilité observée.
2500,2017-09-15,144.31,148.80,21473.3280,Condition normale pour la saison.
2500,2017-10-15,198.22,56.33,11165.7326,Condition normale pour la saison.
2274,2017-05-15,198.38,172.53,34226.5014,Condition normale pour la saison.
2274,2017-06-15,104.97,73.92,7759.3824,Légère variabilité observée.
2274,2017-07-15,91.26,89.85,8199.7110,Légère variabilité observée.
2274,2017-08-15,168.86,107.79,18201.4194,Condition normale pour la saison.
2274,2017-09-15,77.00,141.38,10886.2600,Rien à signaler.
2274,2017-10-15,60.45,121.01,7315.0545,Condition normale pour la saison.
1915,2017-05-15,101.92,92.59,9436.7728,Condition normale pour la saison.
1915,2017-06-15,91.91,122.43,11252.5413,Condition normale pour la saison.
1915,2017-07-15,152.68,144.05,21993.5540,Rien à signaler.
1915,2017-08-15,152.98,110.08,16840.0384,Condition normale pour la saison.
1915,2017-09-15,183.64,115.19,21153.4916,Condition normale pour la saison.
1915,2017-10-15,187.72,116.71,21908.8012,Rien à signaler.
2272,2017-05-15,61.71,182.31,11250.3501,Condition normale pour la saison.
2272,2017-06-15,129.51,54.51,7059.5901,Condition normale pour la saison.
2272,2017-07-15,150.06,111.10,16671.6660,Condition normale pour la saison.
2272,2017-08-15,149.85,72.96,10933.0560,Condition normale pour la saison.
2272,2017-09-15,123.27,194.31,23952.5937,Condition normale pour la saison.
2272,2017-10-15,131.68,163.76,21563.9168,Condition normale pour la saison.
1836,2017-05-15,56.21,168.90,9493.8690,Condition normale pour la saison.
1836,2017-06-15,80.34,156.76,12594.0984,Rien à signaler.
1836,2017-07-15,195.19,155.84,30418.4096,Condition normale pour la saison.
1836,2017-08-15,92.90,180.25,16745.2250,Condition normale pour la saison.
1836,2017-09-15,176.76,160.14,28306.3464,Condition normale pour la saison.
1836,2017-10-15,98.85,81.35,8041.4475,Rien à signaler.
2405,2017-05-15,68.99,71.57,4937.6143,Condition normale pour la saison.
2405,2017-06-15,129.63,98.89,12819.1107,Condition normale pour la saison.
2405,2017-07-15,87.71,149.86,13144.2206,Condition normale pour la saison.
2405,2017-08-15,65.33,54.19,3540.2327,Condition normale pour la saison.
2405,2017-09-15,90.19,67.52,6089.6288,Condition normale pour la saison.
2405,2017-10-15,82.24,100.69,8280.7456,Légère variabilité observée.
2015,2017-05-15,149.42,131.85,19701.0270,Condition normale pour la saison.
2015,2017-06-15,52.13,75.01,3910.2713,Rien à signaler.
2015,2017-07-15,167.73,147.84,24797.2032,Condition normale pour la saison.
2015,2017-08-15,106.56,76.12,8111.3472,Rien à signaler.
2015,2017-09-15,59.08,194.32,11480.4256,Légère variabilité observée.
2015,2017-10-15,94.90,116.11,11018.8390,Condition normale pour la saison.
2530,2017-05-15,90.57,73.17,6627.0069,Condition normale pour la saison.
2530,2017-06-15,77.38,137.46,10636.6548,Rien à signaler.
2530,2017-07-15,66.80,82.01,5478.2680,Condition normale pour la saison.
2530,2017-08-15,100.27,56.86,5701.3522,Légère variabilité observée.
2530,2017-09-15,84.94,103.83,8819.3202,Rien à signaler.
2530,2017-10-15,167.16,135.48,22646.8368,Rien à signaler.
2533,2017-05-15,58.10,190.81,11086.0610,Condition normale pour la saison.
