id_interne_plant,date,etat,note
2452,2017-07-15,O,Condition normale pour la saison.
2029,2017-07-15,O,Légère variabilité observée.
2420,2017-07-15,O,Légère variabilité observée.
2526,2017-07-15,O,Condition normale pour la saison.
2217,2017-07-15,O,Rien à signaler.
2163,2017-07-15,O,Condition normale pour la saison.
1846,2017-07-15,O,Condition normale pour la saison.
2208,2017-07-15,O,Rien à signaler.
2104,2017-07-15,O,Légère variabilité observée.
2554,2017-07-15,O,Condition normale pour la saison.
2455,2017-07-15,O,Condition normale pour la saison.
2162,2017-07-15,O,Rien à signaler.
2197,2017-07-15,O,Légère variabilité observée.
2285,2017-07-15,O,Rien à signaler.
2327,2017-07-15,O,Légère variabilité observée.
1874,2017-07-15,O,Rien à signaler.
2224,2017-07-15,O,Légère variabilité observée.
1923,2017-07-15,O,Légère variabilité observée.
2462,2017-07-15,O,Rien à signaler.
2236,2017-07-15,O,Légère variabilité observée.
2027,2017-07-15,O,Légère variabilité observée.
2088,2017-07-15,O,Rien à signaler.
1799,2017-07-15,O,Rien à signaler.
1965,2017-07-15,O,Condition normale pour la saison.
2038,2017-07-15,O,Légère variabilité observée.
1959,2017-07-15,O,Légère variabilité observée.
1813,2017-07-15,O,Légère variabilité observée.
2412,2017-07-15,O,Légère variabilité observée.
2227,2017-07-15,O,Condition normale pour la saison.
2188,2017-07-15,O,Rien à signaler.
2209,2017-07-15,O,Condition normale pour la saison.
1833,2017-07-15,O,Condition normale pour la saison.
1820,2017-07-15,O,Légère variabilité observée.
2465,2017-07-15,O,Condition normale pour la saison.
2317,2017-07-15,O,Rien à signaler.
2500,2017-07-15,O,Condition normale pour la saison.
2300,2017-07-15,O,Légère variabilité observée.
2274,2017-07-15,O,Condition normale pour la saison.
2315,2017-07-15,O,Légère variabilité observée.
1915,2017-07-15,O,Légère variabilité observée.
2457,2017-07-15,O,Condition normale pour la saison.
2272,2017-07-15,O,Rien à signaler.
2531,2017-07-15,O,Rien à signaler.
1836,2017-07-15,O,Rien à signaler.
2576,2017-07-15,O,Rien à signaler.
2405,2017-07-15,O,Légère variabilité observée.
2207,2017-07-15,O,Condition normale pour la saison.
2015,2017-07-15,O,Condition normale pour la saison.
2568,2017-07-15,O,Rien à signaler.
2530,2017-07-15,O,Rien à signaler.
2512,2017-07-15,O,Condition normale pour la saison.
2533,2017-07-15,O,Condition normale pour la saison.
1926,2017-07-15,O,Légère variabilité observée.
2534,2017-07-15,O,Légère variabilité observée.
2446,2017-07-15,O,Condition normale pour la saison.
2311,2017-07-15,O,Condition normale pour la saison.
2284,2017-07-15,O,Rien à signaler.
2353,2017-07-15,O,Condition normale pour la saison.
2582,2017-07-15,O,Condition normale pour la saison.
2178,2017-07-15,O,Condition normale pour la saison.
2166,2017-07-15,O,Condition normale pour la saison.
2143,2017-07-15,O,Légère variabilité observée.
2527,2017-07-15,O,Rien à signaler.
1949,2017-07-15,O,Condition normale pour la saison.
1818,2017-07-15,O,Rien à signaler.
2555,2017-07-15,O,Condition normale pour la saison.
2493,2017-07-15,O,Légère variabilité observée.
2045,2017-07-15,O,Rien à signaler.
2247,2017-07-15,O,Condition normale pour la saison.
2426,2017-07-15,O,Condition normale pour la saison.
1981,2017-07-15,O,Condition normale pour la saison.
2432,2017-07-15,O,Rien à signaler.
2451,2017-07-15,O,Condition normale pour la saison.
2121,2017-07-15,O,Rien à signaler.
1828,2017-07-15,O,Rien à signaler.
1968,2017-07-15,O,Condition normale pour la saison.
2314,2017-07-15,O,Légère variabilité observée.
2546,2017-07-15,O,Légère variabilité observée.
1849,2017-07-15,O,Condition normale pour la saison.
2523,2017-07-15,O,Condition normale pour la saison.
1814,2017-07-15,O,Rien à signaler.
2226,2017-07-15,O,Condition normale pour la saison.
2152,2017-07-15,O,Rien à signaler.
2066,2017-07-15,O,Condition normale pour la saison.
2456,2017-07-15,O,Condition normale pour la saison.
2054,2017-07-15,O,Rien à signaler.
2388,2017-07-15,O,Condition normale pour la saison.
2380,2017-07-15,O,Condition normale pour la saison.
2099,2017-07-15,O,Condition normale pour la saison.
2129,2017-07-15,O,Condition normale pour la saison.
2566,2017-07-15,O,Condition normale pour la saison.
2033,2017-07-15,O,Condition normale pour la saison.
2495,2017-07-15,O,Condition normale pour la saison.
2165,2017-07-15,O,Légère variabilité observée.
2559,2017-07-15,O,Légère variabilité observée.
2072,2017-07-15,O,Condition normale pour la saison.
2496,2017-07-15,O,Condition normale pour la saison.
2357,2017-07-15,O,Légère variabilité observée.
2156,2017-07-15,O,Condition normale pour la saison.
2255,2017-07-15,O,Rien à signaler.
2331,2017-07-15,O,Condition normale pour la saison.
2256,2017-07-15,O,Condition normale pour la saison.
2153,2017-07-15,O,Condition normale pour la saison.
1967,2017-07-15,O,Rien à signaler.
1862,2017-07-15,O,Condition normale pour la saison.
2334,2017-07-15,O,Rien à signaler.
1860,2017-07-15,O,Condition normale pour la saison.
2424,2017-07-15,O,Rien à signaler.
2243,2017-07-15,O,Rien à signaler.
2068,2017-07-15,O,Condition normale pour la saison.
2097,2017-07-15,O,Condition normale pour la saison.
2149,2017-07-15,O,Condition normale pour la saison.
2177,2017-07-15,O,Légère variabilité observée.
2477,2017-07-15,O,Condition normale pour la saison.
1807,2017-07-15,O,Condition normale pour la saison.
1841,2017-07-15,O,Légère variabilité observée.
1928,2017-07-15,O,Rien à signaler.
1819,2017-07-15,O,Légère variabilité observée.
2002,2017-07-15,O,Condition normale pour la saison.
2022,2017-07-15,O,Condition normale pour la saison.
2488,2017-07-15,O,Légère variabilité observée.
2328,2017-07-15,O,Légère variabilité observée.
2501,2017-07-15,O,Légère variabilité observée.
2355,2017-07-15,O,Condition normale pour la saison.
2120,2017-07-15,O,Rien à signaler.
2508,2017-07-15,O,Condition normale pour la saison.
2443,2017-07-15,O,Condition normale pour la saison.
2233,2017-07-15,O,Rien à signaler.
2241,2017-07-15,O,Légère variabilité observée.
1946,2017-07-15,O,Condition normale pour la saison.
2167,2017-07-15,O,Condition normale pour la saison.
2393,2017-07-15,O,Rien à signaler.
2174,2017-07-15,O,Condition normale pour la saison.
2137,2017-07-15,O,Légère variabilité observée.
2298,2017-07-15,O,Condition normale pour la saison.
2251,2017-07-15,O,Légère variabilité observée.
2360,2017-07-15,O,Condition normale pour la saison.
2387,2017-07-15,O,Condition normale pour la saison.
2034,2017-07-15,O,Condition normale pour la saison.
1885,2017-07-15,O,Condition normale pour la saison.
2309,2017-07-15,O,Rien à signaler.
2185,2017-07-15,O,Légère variabilité observée.
2471,2017-07-15,O,Condition normale pour la saison.
2080,2017-07-15,O,Condition normale pour la saison.
2142,2017-07-15,O,Condition normale pour la saison.
1938,2017-07-15,O,Condition normale pour la saison.
2000,2017-07-15,O,Condition normale pour la saison.
2479,2017-07-15,O,Rien à signaler.
2463,2017-07-15,O,Légère variabilité observée.
2579,2017-07-15,O,Condition normale pour la saison.
2361,2017-07-15,O,Légère variabilité observée.
1800,2017-07-15,O,Légère variabilité observée.
2037,2017-07-15,O,Condition normale pour la saison.
1957,2017-07-15,O,Condition normale pour la saison.
1835,2017-07-15,O,Légère variabilité observée.
2319,2017-07-15,O,Légère variabilité observée.
2356,2017-07-15,O,Condition normale pour la saison.
2299,2017-07-15,O,Légère variabilité observée.
2085,2017-07-15,O,Légère variabilité observée.
2051,2017-07-15,O,Condition normale pour la saison.
2077,2017-07-15,O,Condition normale pour la saison.
1803,2017-07-15,O,Rien à signaler.
2067,2017-07-15,O,Rien à signaler.
1905,2017-07-15,O,Condition normale pour la saison.
1961,2017-07-15,O,Légère variabilité observée.
2323,2017-07-15,O,Légère variabilité observée.
2339,2017-07-15,O,Rien à signaler.
2189,2017-07-15,O,Condition normale pour la saison.
2267,2017-07-15,O,Légère variabilité observée.
1911,2017-07-15,O,Condition normale pour la saison.
2346,2017-07-15,O,Condition normale pour la saison.
1871,2017-07-15,O,Condition normale pour la saison.
2519,2017-07-15,O,Rien à signaler.
1882,2017-07-15,O,Légère variabilité observée.
2398,2017-07-15,O,Rien à signaler.
1898,2017-07-15,O,Condition normale pour la saison.
2363,2017-07-15,O,Rien à signaler.
2262,2017-07-15,O,Légère variabilité observée.
2438,2017-07-15,O,Condition normale pour la saison.
2216,2017-07-15,O,Condition normale pour la saison.
2348,2017-07-15,O,Condition normale pour la saison.
2458,2017-07-15,O,Condition normale pour la saison.
2223,2017-07-15,O,Condition normale pour la saison.
2248,2017-07-15,O,Légère variabilité observée.
2589,2017-07-15,O,Condition normale pour la saison.
2544,2017-07-15,O,Condition normale pour la saison.
1986,2017-07-15,O,Légère variabilité observée.
1811,2017-07-15,O,Condition normale pour la saison.
2070,2017-07-15,O,Condition normale pour la saison.
1857,2017-07-15,O,Rien à signaler.
2575,2017-07-15,O,Rien à signaler.
2509,2017-07-15,O,Légère variabilité observée.
2186,2017-07-15,O,Condition normale pour la saison.
2096,2017-07-15,O,Légère variabilité observée.
1922,2017-07-15,O,Légère variabilité observée.
2312,2017-07-15,O,Rien à signaler.
2332,2017-07-15,O,Condition normale pour la saison.
2584,2017-07-15,O,Condition normale pour la saison.
1809,2017-07-15,O,Rien à signaler.
1988,2017-07-15,O,Rien à signaler.
2058,2017-07-15,O,Légère variabilité observée.
2288,2017-07-15,O,Condition normale pour la saison.
2130,2017-07-15,O,Rien à signaler.
2164,2017-07-15,O,Légère variabilité observée.
2020,2017-07-15,O,Condition normale pour la saison.
2032,2017-07-15,O,Condition normale pour la saison.
1878,2017-07-15,O,Légère variabilité observée.
1974,2017-07-15,O,Condition normale pour la saison.
1797,2017-07-15,O,Condition normale pour la saison.
2541,2017-07-15,O,Condition normale pour la saison.
2091,2017-07-15,O,Rien à signaler.
1899,2017-07-15,O,Condition normale pour la saison.
2110,2017-07-15,O,Condition normale pour la saison.
2176,2017-07-15,O,Rien à signaler.
2560,2017-07-15,O,Rien à signaler.
2146,2017-07-15,O,Légère variabilité observée.
2381,2017-07-15,O,Condition normale pour la saison.
2510,2017-07-15,O,Légère variabilité observée.
2524,2017-07-15,O,Légère variabilité observée.
2404,2017-07-15,O,Rien à signaler.
1941,2017-07-15,O,Condition normale pour la saison.
2595,2017-07-15,O,Condition normale pour la saison.
2416,2017-07-15,O,Condition normale pour la saison.
2271,2017-07-15,O,Légère variabilité observée.
2191,2017-07-15,O,Condition normale pour la saison.
2362,2017-07-15,O,Condition normale pour la saison.
2514,2017-07-15,O,Légère variabilité observée.
2154,2017-07-15,O,Condition normale pour la saison.
2190,2017-07-15,O,Légère variabilité observée.
1984,2017-07-15,O,Condition normale pour la saison.
2131,2017-07-15,O,Rien à signaler.
2585,2017-07-15,O,Rien à signaler.
1796,2017-07-15,O,Légère variabilité observée.
2367,2017-07-15,O,Condition normale pour la saison.
1992,2017-07-15,O,Rien à signaler.
2326,2017-07-15,O,Condition normale pour la saison.
2336,2017-07-15,O,Condition normale pour la saison.
1963,2017-07-15,O,Légère variabilité observée.
2194,2017-07-15,O,Condition normale pour la saison.
2273,2017-07-15,O,Légère variabilité observée.
2396,2017-07-15,O,Rien à signaler.
2464,2017-07-15,O,Condition normale pour la saison.
2220,2017-07-15,O,Légère variabilité observée.
1848,2017-07-15,O,Rien à signaler.
2450,2017-07-15,O,Condition normale pour la saison.
1980,2017-07-15,O,Condition normale pour la saison.
1950,2017-07-15,O,Condition normale pour la saison.
2010,2017-07-15,O,Rien à signaler.
2313,2017-07-15,O,Condition normale pour la saison.
2011,2017-07-15,O,Condition normale pour la saison.
2232,2017-07-15,O,Condition normale pour la saison.
2333,2017-07-15,O,Condition normale pour la saison.
2324,2017-07-15,O,Rien à signaler.
2049,2017-07-15,O,Condition normale pour la saison.
1865,2017-07-15,O,Légère variabilité observée.
1994,2017-07-15,O,Légère variabilité observée.
2460,2017-07-15,O,Condition normale pour la saison.
2540,2017-07-15,O,Légère variabilité observée.
2487,2017-07-15,O,Rien à signaler.
2366,2017-07-15,O,Condition normale pour la saison.
2295,2017-07-15,O,Légère variabilité observée.
2254,2017-07-15,O,Condition normale pour la saison.
1806,2017-07-15,O,Rien à signaler.
2180,2017-07-15,O,Condition normale pour la saison.
2370,2017-07-15,O,Condition normale pour la saison.
1979,2017-07-15,O,Rien à signaler.
1873,2017-07-15,O,Condition normale pour la saison.
1812,2017-07-15,O,Rien à signaler.
2550,2017-07-15,O,Légère variabilité observée.
2572,2017-07-15,O,Rien à signaler.
2292,2017-07-15,O,Légère variabilité observée.
2019,2017-07-15,O,Légère variabilité observée.
2459,2017-07-15,O,Condition normale pour la saison.
2397,2017-07-15,O,Condition normale pour la saison.
2371,2017-07-15,O,Légère variabilité observée.
1924,2017-07-15,O,Légère variabilité observée.
2372,2017-07-15,O,Légère variabilité observée.
2392,2017-07-15,O,Légère variabilité observée.
2304,2017-07-15,O,Condition normale pour la saison.
2075,2017-07-15,O,Légère variabilité observée.
1977,2017-07-15,O,Condition normale pour la saison.
2047,2017-07-15,O,Condition normale pour la saison.
2268,2017-07-15,O,Rien à signaler.
2316,2017-07-15,O,Légère variabilité observée.
2423,2017-07-15,O,Légère variabilité observée.
2453,2017-07-15,O,Condition normale pour la saison.
1927,2017-07-15,O,Légère variabilité observée.
2418,2017-07-15,O,Condition normale pour la saison.
2537,2017-07-15,O,Condition normale pour la saison.
1853,2017-07-15,O,Condition normale pour la saison.
1916,2017-07-15,O,Condition normale pour la saison.
1943,2017-07-15,O,Légère variabilité observée.
1913,2017-07-15,O,Condition normale pour la saison.
1821,2017-07-15,O,Rien à signaler.
2383,2017-07-15,O,Légère variabilité observée.
2466,2017-07-15,O,Légère variabilité observée.
2454,2017-07-15,O,Légère variabilité observée.
2196,2017-07-15,O,Légère variabilité observée.
2498,2017-07-15,O,Condition normale pour la saison.
1858,2017-07-15,O,Condition normale pour la saison.
2238,2017-07-15,O,Légère variabilité observée.
2294,2017-07-15,O,Rien à signaler.
2061,2017-07-15,O,Légère variabilité observée.
1995,2017-07-15,O,Condition normale pour la saison.
1879,2017-07-15,O,Condition normale pour la saison.
2147,2017-07-15,O,Condition normale pour la saison.
1801,2017-07-15,O,Condition normale pour la saison.
2365,2017-07-15,O,Condition normale pour la saison.
2253,2017-07-15,O,Légère variabilité observée.
2378,2017-07-15,O,Légère variabilité observée.
1900,2017-07-15,O,Rien à signaler.
2538,2017-07-15,O,Condition normale pour la saison.
1940,2017-07-15,O,Condition normale pour la saison.
2364,2017-07-15,O,Légère variabilité observée.
2200,2017-07-15,O,Condition normale pour la saison.
2265,2017-07-15,O,Légère variabilité observée.
1952,2017-07-15,O,Rien à signaler.
2525,2017-07-15,O,Rien à signaler.
1890,2017-07-15,O,Condition normale pour la saison.
1944,2017-07-15,O,Condition normale pour la saison.
2337,2017-07-15,O,Condition normale pour la saison.
2161,2017-07-15,O,Rien à signaler.
2406,2017-07-15,O,Légère variabilité observée.
2486,2017-07-15,O,Rien à signaler.
2042,2017-07-15,O,Condition normale pour la saison.
2060,2017-07-15,O,Condition normale pour la saison.
2219,2017-07-15,O,Condition normale pour la saison.
2150,2017-07-15,O,Condition normale pour la saison.
1951,2017-07-15,O,Condition normale pour la saison.
2282,2017-07-15,O,Rien à signaler.
2211,2017-07-15,O,Condition normale pour la saison.
2113,2017-07-15,O,Rien à signaler.
1947,2017-07-15,O,Rien à signaler.
2064,2017-07-15,O,Condition normale pour la saison.
2408,2017-07-15,O,Rien à signaler.
2286,2017-07-15,O,Condition normale pour la saison.
2513,2017-07-15,O,Condition normale pour la saison.
1877,2017-07-15,O,Condition normale pour la saison.
2482,2017-07-15,O,Condition normale pour la saison.
1985,2017-07-15,O,Condition normale pour la saison.
2529,2017-07-15,O,Légère variabilité observée.
2115,2017-07-15,O,Rien à signaler.
2136,2017-07-15,O,Condition normale pour la saison.
1823,2017-07-15,O,Condition normale pour la saison.
2413,2017-07-15,O,Rien à signaler.
2222,2017-07-15,O,Rien à signaler.
2133,2017-07-15,O,Condition normale pour la saison.
2574,2017-07-15,O,Condition normale pour la saison.
2056,2017-07-15,O,Rien à signaler.
2347,2017-07-15,O,Condition normale pour la saison.
2409,2017-07-15,O,Légère variabilité observée.
2569,2017-07-15,O,Condition normale pour la saison.
2330,2017-07-15,O,Condition normale pour la saison.
2414,2017-07-15,O,Rien à signaler.
1902,2017-07-15,O,Légère variabilité observée.
1962,2017-07-15,O,Condition normale pour la saison.
2444,2017-07-15,O,Rien à signaler.
1936,2017-07-15,O,Légère variabilité observée.
2173,2017-07-15,O,Légère variabilité observée.
2369,2017-07-15,O,Rien à signaler.
2181,2017-07-15,O,Légère variabilité observée.
2151,2017-07-15,O,Condition normale pour la saison.
1798,2017-07-15,O,Condition normale pour la saison.
2202,2017-07-15,O,Condition normale pour la saison.
2193,2017-07-15,O,Condition normale pour la saison.
2359,2017-07-15,O,Condition normale pour la saison.
2007,2017-07-15,O,Condition normale pour la saison.
1909,2017-07-15,O,Condition normale pour la saison.
2128,2017-07-15,O,Légère variabilité observée.
2108,2017-07-15,O,Condition normale pour la saison.
2494,2017-07-15,O,Condition normale pour la saison.
2310,2017-07-15,O,Légère variabilité observée.
2078,2017-07-15,O,Condition normale pour la saison.
1990,2017-07-15,O,Condition normale pour la saison.
2204,2017-07-15,O,Condition normale pour la saison.
1891,2017-07-15,O,Condition normale pour la saison.
1881,2017-07-15,O,Condition normale pour la saison.
1983,2017-07-15,O,Condition normale pour la saison.
2515,2017-07-15,O,Rien à signaler.
2229,2017-07-15,O,Légère variabilité observée.
2234,2017-07-15,O,Condition normale pour la saison.
2492,2017-07-15,O,Légère variabilité observée.
1934,2017-07-15,O,Condition normale pour la saison.
2329,2017-07-15,O,Condition normale pour la saison.
1855,2017-07-15,O,Condition normale pour la saison.
2043,2017-07-15,O,Légère variabilité observée.
1868,2017-07-15,O,Légère variabilité observée.
2093,2017-07-15,O,Légère variabilité observée.
2182,2017-07-15,O,Condition normale pour la saison.
1993,2017-07-15,O,Condition normale pour la saison.
2491,2017-07-15,O,Condition normale pour la saison.
2004,2017-07-15,O,Condition normale pour la saison.
2561,2017-07-15,O,Condition normale pour la saison.
2214,2017-07-15,O,Légère variabilité observée.
2089,2017-07-15,O,Condition normale pour la saison.
2026,2017-07-15,O,Rien à signaler.
2062,2017-07-15,O,Rien à signaler.
1904,2017-07-15,O,Rien à signaler.
2028,2017-07-15,O,Condition normale pour la saison.
2325,2017-07-15,O,Rien à signaler.
2468,2017-07-15,O,Rien à signaler.
2504,2017-07-15,O,Légère variabilité observée.
2422,2017-07-15,O,Condition normale pour la saison.
1834,2017-07-15,O,Rien à signaler.
2306,2017-07-15,O,Condition normale pour la saison.
2127,2017-07-15,O,Légère variabilité observée.
1942,2017-07-15,O,Rien à signaler.
2065,2017-07-15,O,Condition normale pour la saison.
1892,2017-07-15,O,Condition normale pour la saison.
2160,2017-07-15,O,Condition normale pour la saison.
1888,2017-07-15,O,Condition normale pour la saison.
1864,2017-07-15,O,Condition normale pour la saison.
2008,2017-07-15,O,Condition normale pour la saison.
2023,2017-07-15,O,Condition normale pour la saison.
2281,2017-07-15,O,Rien à signaler.
2490,2017-07-15,O,Rien à signaler.
2184,2017-07-15,O,Rien à signaler.
1945,2017-07-15,O,Condition normale pour la saison.
2411,2017-07-15,O,Légère variabilité observée.
2382,2017-07-15,O,Rien à signaler.
1930,2017-07-15,O,Condition normale pour la saison.
2134,2017-07-15,O,Légère variabilité observée.
2345,2017-07-15,O,Condition normale pour la saison.
2301,2017-07-15,O,Rien à signaler.
2395,2017-07-15,O,Légère variabilité observée.
1889,2017-07-15,O,Condition normale pour la saison.
1976,2017-07-15,O,Légère variabilité observée.
1929,2017-07-15,O,Condition normale pour la saison.
2119,2017-07-15,O,Condition normale pour la saison.
2031,2017-07-15,O,Légère variabilité observée.
2578,2017-07-15,O,Légère variabilité observée.
2558,2017-07-15,O,Condition normale pour la saison.
2218,2017-07-15,O,Condition normale pour la saison.
2277,2017-07-15,O,Condition normale pour la saison.
2467,2017-07-15,O,Légère variabilité observée.
2025,2017-07-15,O,Légère variabilité observée.
1933,2017-07-15,O,Rien à signaler.
1867,2017-07-15,O,Condition normale pour la saison.
2521,2017-07-15,O,Rien à signaler.
1893,2017-07-15,O,Condition normale pour la saison.
2565,2017-07-15,O,Légère variabilité observée.
2117,2017-07-15,O,Légère variabilité observée.
1998,2017-07-15,O,Légère variabilité observée.
2591,2017-07-15,O,Légère variabilité observée.
2005,2017-07-15,O,Condition normale pour la saison.
2050,2017-07-15,O,Condition normale pour la saison.
2485,2017-07-15,O,Légère variabilité observée.
2087,2017-07-15,O,Rien à signaler.
2246,2017-07-15,O,Condition normale pour la saison.
1917,2017-07-15,O,Légère variabilité observée.
2126,2017-07-15,O,Légère variabilité observée.
2447,2017-07-15,O,Condition normale pour la saison.
2400,2017-07-15,O,Légère variabilité observée.
1824,2017-07-15,O,Rien à signaler.
2592,2017-07-15,O,Condition normale pour la saison.
2059,2017-07-15,O,Légère variabilité observée.
2517,2017-07-15,O,Rien à signaler.
1953,2017-07-15,O,Condition normale pour la saison.
2484,2017-07-15,O,Légère variabilité observée.
1997,2017-07-15,O,Condition normale pour la saison.
2431,2017-07-15,O,Condition normale pour la saison.
1830,2017-07-15,O,Condition normale pour la saison.
2470,2017-07-15,O,Rien à signaler.
1996,2017-07-15,O,Légère variabilité observée.
2588,2017-07-15,O,Légère variabilité observée.
2139,2017-07-15,O,Rien à signaler.
2103,2017-07-15,O,Légère variabilité observée.
2179,2017-07-15,O,Condition normale pour la saison.
2440,2017-07-15,O,Condition normale pour la saison.
2046,2017-07-15,O,Condition normale pour la saison.
2340,2017-07-15,O,Condition normale pour la saison.
2074,2017-07-15,O,Condition normale pour la saison.
2384,2017-07-15,O,Légère variabilité observée.
1999,2017-07-15,O,Rien à signaler.
1935,2017-07-15,O,Rien à signaler.
2410,2017-07-15,O,Rien à signaler.
2266,2017-07-15,O,Légère variabilité observée.
2081,2017-07-15,O,Condition normale pour la saison.
2098,2017-07-15,O,Condition normale pour la saison.
2522,2017-07-15,O,Condition normale pour la saison.
1883,2017-07-15,O,Condition normale pour la saison.
2441,2017-07-15,O,Rien à signaler.
1912,2017-07-15,O,Condition normale pour la saison.
2507,2017-07-15,O,Rien à signaler.
2155,2017-07-15,O,Légère variabilité observée.
1887,2017-07-15,O,Rien à signaler.
2279,2017-07-15,O,Rien à signaler.
2210,2017-07-15,O,Condition normale pour la saison.
2083,2017-07-15,O,Rien à signaler.
2006,2017-07-15,O,Rien à signaler.
2535,2017-07-15,O,Légère variabilité observée.
2481,2017-07-15,O,Condition normale pour la saison.
2350,2017-07-15,O,Rien à signaler.
2593,2017-07-15,O,Condition normale pour la saison.
2140,2017-07-15,O,Rien à signaler.
2435,2017-07-15,O,Légère variabilité observée.
2225,2017-07-15,O,Rien à signaler.
2092,2017-07-15,O,Rien à signaler.
2132,2017-07-15,O,Condition normale pour la saison.
1921,2017-07-15,O,Condition normale pour la saison.
1808,2017-07-15,O,Rien à signaler.
2276,2017-07-15,O,Légère variabilité observée.
2483,2017-07-15,O,Condition normale pour la saison.
1861,2017-07-15,O,Légère variabilité observée.
2469,2017-07-15,O,Condition normale pour la saison.
2169,2017-07-15,O,Rien à signaler.
1896,2017-07-15,O,Rien à signaler.
2376,2017-07-15,O,Condition normale pour la saison.
1854,2017-07-15,O,Condition normale pour la saison.
1840,2017-07-15,O,Condition normale pour la saison.
2401,2017-07-15,O,Légère variabilité observée.
1975,2017-07-15,O,Légère variabilité observée.
1903,2017-07-15,O,Légère variabilité observée.
2270,2017-07-15,O,Condition normale pour la saison.
2014,2017-07-15,O,Légère variabilité observée.
2187,2017-07-15,O,Légère variabilité observée.
2571,2017-07-15,O,Légère variabilité observée.
2073,2017-07-15,O,Condition normale pour la saison.
2373,2017-07-15,O,Condition normale pour la saison.
2583,2017-07-15,O,Condition normale pour la saison.
2385,2017-07-15,O,Condition normale pour la saison.
2287,2017-07-15,O,Condition normale pour la saison.
1973,2017-07-15,O,Légère variabilité observée.
2476,2017-07-15,O,Condition normale pour la saison.
1843,2017-07-15,O,Légère variabilité observée.
