id_interne_zone,date,prec_tot,prec_nature,note
7,2017-09-01,3.08,P,Variations mineures.
7,2017-09-02,12.88,P,Variations mineures.
7,2017-09-03,4.55,P,Variations mineures.
7,2017-09-04,14.08,P,Variations mineures.
7,2017-09-05,1.62,P,Variations mineures.
7,2017-09-06,4.12,P,Journée représentative.
7,2017-09-07,5.31,P,Journée représentative.
7,2017-09-08,6.16,P,Variations mineures.
7,2017-09-09,4.45,P,Variations mineures.
7,2017-09-10,12.44,P,Journée représentative.
7,2017-09-11,6.39,P,Variations mineures.
7,2017-09-12,9.08,P,Conditions stables.
7,2017-09-13,0.48,P,Variations mineures.
7,2017-09-14,4.73,P,Conditions stables.
7,2017-09-15,1.57,P,Conditions stables.
7,2017-09-16,13.39,P,Variations mineures.
7,2017-09-17,0.05,P,Variations mineures.
7,2017-09-18,12.75,P,Journée représentative.
7,2017-09-19,0.11,P,Journée représentative.
7,2017-09-20,9.04,P,Variations mineures.
7,2017-09-21,4.21,P,Conditions stables.
7,2017-09-22,2.78,P,Variations mineures.
7,2017-09-23,14.90,P,Variations mineures.
7,2017-09-24,11.91,P,Variations mineures.
7,2017-09-25,14.62,P,Conditions stables.
7,2017-09-26,2.12,P,Variations mineures.
7,2017-09-27,13.28,P,Variations mineures.
7,2017-09-28,4.41,P,Variations mineures.
7,2017-09-29,11.25,P,Journée représentative.
7,2017-09-30,6.35,P,Journée représentative.
7,2017-10-01,11.91,P,Conditions stables.
7,2017-10-02,13.05,P,Variations mineures.
7,2017-10-03,9.20,P,Variations mineures.
7,2017-10-04,7.03,P,Conditions stables.
7,2017-10-05,5.84,P,Variations mineures.
7,2017-10-06,11.49,P,Variations mineures.
7,2017-10-07,14.34,P,Variations mineures.
7,2017-10-08,7.74,P,Journée représentative.
7,2017-10-09,5.75,P,Conditions stables.
7,2017-10-10,1.97,P,Variations mineures.
7,2017-10-11,3.85,P,Conditions stables.
7,2017-10-12,7.73,P,Conditions stables.
7,2017-10-13,11.93,P,Variations mineures.
7,2017-10-14,12.96,P,Conditions stables.
7,2017-10-15,8.65,P,Variations mineures.
7,2017-10-16,6.55,P,Conditions stables.
7,2017-10-17,7.57,P,Variations mineures.
7,2017-10-18,7.41,P,Conditions stables.
7,2017-10-19,14.75,P,Variations mineures.
7,2017-10-20,14.68,P,Conditions stables.
7,2017-10-21,10.04,P,Variations mineures.
7,2017-10-22,5.28,P,Variations mineures.
7,2017-10-23,4.24,P,Conditions stables.
7,2017-10-24,11.54,P,Variations mineures.
7,2017-10-25,13.05,P,Variations mineures.
7,2017-10-26,8.72,P,Conditions stables.
7,2017-10-27,5.74,P,Journée représentative.
7,2017-10-28,9.36,P,Variations mineures.
7,2017-10-29,12.21,P,Variations mineures.
7,2017-10-30,7.83,P,Journée représentative.
7,2017-10-31,1.42,P,Conditions stables.
6,2017-05-01,1.04,P,Journée représentative.
6,2017-05-02,5.64,P,Variations mineures.
6,2017-05-03,12.05,P,Journée représentative.
6,2017-05-04,14.16,P,Journée représentative.
6,2017-05-05,14.31,P,Variations mineures.
6,2017-05-06,7.37,P,Conditions stables.
6,2017-05-07,5.69,P,Variations mineures.
6,2017-05-08,3.11,P,Journée représentative.
6,2017-05-09,0.39,P,Journée représentative.
6,2017-05-10,14.78,P,Conditions stables.
6,2017-05-11,12.98,P,Journée représentative.
6,2017-05-12,3.19,P,Variations mineures.
6,2017-05-13,7.63,P,Variations mineures.
6,2017-05-14,4.50,P,Journée représentative.
6,2017-05-15,7.80,P,Journée représentative.
6,2017-05-16,13.07,P,Variations mineures.
6,2017-05-17,14.85,P,Journée représentative.
6,2017-05-18,14.07,P,Journée représentative.
6,2017-05-19,13.18,P,Conditions stables.
6,2017-05-20,6.35,P,Conditions stables.
6,2017-05-21,9.09,P,Variations mineures.
6,2017-05-22,2.36,P,Conditions stables.
6,2017-05-23,8.86,P,Conditions stables.
6,2017-05-24,10.62,P,Journée représentative.
6,2017-05-25,8.86,P,Variations mineures.
6,2017-05-26,3.49,P,Journée représentative.
6,2017-05-27,10.00,P,Variations mineures.
6,2017-05-28,6.62,P,Conditions stables.
6,2017-05-29,14.50,P,Variations mineures.
6,2017-05-30,11.63,P,Variations mineures.
6,2017-05-31,2.32,P,Variations mineures.
6,2017-06-01,6.87,P,Conditions stables.
6,2017-06-02,5.26,P,Conditions stables.
6,2017-06-03,10.66,P,Conditions stables.
6,2017-06-04,0.50,P,Journée représentative.
6,2017-06-05,8.24,P,Journée représentative.
6,2017-06-06,4.89,P,Variations mineures.
6,2017-06-07,10.11,P,Conditions stables.
6,2017-06-08,5.91,P,Journée représentative.
6,2017-06-09,8.04,P,Journée représentative.
6,2017-06-10,1.84,P,Journée représentative.
6,2017-06-11,10.59,P,Conditions stables.
6,2017-06-12,10.84,P,Variations mineures.
6,2017-06-13,13.38,P,Variations mineures.
6,2017-06-14,13.99,P,Variations mineures.
6,2017-06-15,3.89,P,Conditions stables.
6,2017-06-16,1.90,P,Conditions stables.
6,2017-06-17,5.25,P,Journée représentative.
6,2017-06-18,11.53,P,Variations mineures.
6,2017-06-19,10.72,P,Variations mineures.
6,2017-06-20,10.41,P,Variations mineures.
6,2017-06-21,9.17,P,Variations mineures.
6,2017-06-22,12.82,P,Conditions stables.
6,2017-06-23,9.52,P,Conditions stables.
6,2017-06-24,12.00,P,Variations mineures.
6,2017-06-25,5.29,P,Variations mineures.
6,2017-06-26,13.21,P,Conditions stables.
6,2017-06-27,8.78,P,Conditions stables.
6,2017-06-28,0.49,P,Variations mineures.
6,2017-06-29,12.96,P,Variations mineures.
6,2017-06-30,1.94,P,Variations mineures.
6,2017-07-01,3.66,P,Variations mineures.
6,2017-07-02,12.90,P,Variations mineures.
6,2017-07-03,2.97,P,Conditions stables.
6,2017-07-04,4.18,P,Variations mineures.
6,2017-07-05,6.53,P,Variations mineures.
6,2017-07-06,7.54,P,Variations mineures.
6,2017-07-07,12.94,P,Variations mineures.
6,2017-07-08,7.96,P,Conditions stables.
6,2017-07-09,14.75,P,Journée représentative.
6,2017-07-10,3.81,P,Conditions stables.
6,2017-07-11,1.57,P,Variations mineures.
6,2017-07-12,6.26,P,Variations mineures.
6,2017-07-13,9.21,P,Variations mineures.
6,2017-07-14,2.38,P,Conditions stables.
6,2017-07-15,8.09,P,Variations mineures.
6,2017-07-16,9.44,P,Conditions stables.
6,2017-07-17,2.71,P,Conditions stables.
6,2017-07-18,4.64,P,Journée représentative.
6,2017-07-19,9.25,P,Variations mineures.
6,2017-07-20,0.61,P,Variations mineures.
6,2017-07-21,5.02,P,Variations mineures.
6,2017-07-22,7.10,P,Conditions stables.
6,2017-07-23,14.59,P,Variations mineures.
6,2017-07-24,0.12,P,Variations mineures.
6,2017-07-25,2.34,P,Variations mineures.
6,2017-07-26,13.54,P,Journée représentative.
6,2017-07-27,12.57,P,Variations mineures.
6,2017-07-28,9.17,P,Journée représentative.
6,2017-07-29,8.80,P,Variations mineures.
6,2017-07-30,6.55,P,Variations mineures.
6,2017-07-31,14.33,P,Conditions stables.
6,2017-08-01,4.27,P,Variations mineures.
6,2017-08-02,13.43,P,Conditions stables.
6,2017-08-03,7.70,P,Journée représentative.
6,2017-08-04,12.78,P,Journée représentative.
6,2017-08-05,14.86,P,Variations mineures.
6,2017-08-06,3.66,P,Variations mineures.
6,2017-08-07,0.19,P,Journée représentative.
6,2017-08-08,7.27,P,Variations mineures.
6,2017-08-09,10.74,P,Variations mineures.
6,2017-08-10,4.21,P,Variations mineures.
6,2017-08-11,9.81,P,Variations mineures.
6,2017-08-12,8.31,P,Variations mineures.
6,2017-08-13,14.82,P,Conditions stables.
6,2017-08-14,4.79,P,Variations mineures.
6,2017-08-15,7.63,P,Conditions stables.
6,2017-08-16,5.26,P,Journée représentative.
6,2017-08-17,10.33,P,Variations mineures.
6,2017-08-18,10.89,P,Variations mineures.
6,2017-08-19,4.46,P,Conditions stables.
6,2017-08-20,7.67,P,Conditions stables.
6,2017-08-21,10.70,P,Journée représentative.
6,2017-08-22,5.63,P,Variations mineures.
6,2017-08-23,13.58,P,Journée représentative.
6,2017-08-24,3.87,P,Variations mineures.
6,2017-08-25,7.93,P,Journée représentative.
6,2017-08-26,4.46,P,Conditions stables.
6,2017-08-27,3.63,P,Variations mineures.
6,2017-08-28,14.11,P,Conditions stables.
6,2017-08-29,7.44,P,Journée représentative.
6,2017-08-30,11.22,P,Variations mineures.
6,2017-08-31,6.67,P,Journée représentative.
6,2017-09-01,13.25,P,Conditions stables.
6,2017-09-02,2.33,P,Conditions stables.
6,2017-09-03,9.99,P,Journée représentative.
6,2017-09-04,4.23,P,Conditions stables.
6,2017-09-05,3.39,P,Journée représentative.
6,2017-09-06,9.96,P,Variations mineures.
6,2017-09-07,4.72,P,Variations mineures.
6,2017-09-08,10.42,P,Variations mineures.
6,2017-09-09,6.42,P,Conditions stables.
6,2017-09-10,6.35,P,Journée représentative.
6,2017-09-11,9.22,P,Conditions stables.
6,2017-09-12,7.14,P,Variations mineures.
6,2017-09-13,12.34,P,Journée représentative.
6,2017-09-14,0.65,P,Conditions stables.
6,2017-09-15,4.86,P,Variations mineures.
6,2017-09-16,9.67,P,Variations mineures.
6,2017-09-17,4.31,P,Variations mineures.
6,2017-09-18,1.71,P,Journée représentative.
6,2017-09-19,1.73,P,Variations mineures.
6,2017-09-20,10.47,P,Variations mineures.
6,2017-09-21,8.80,P,Variations mineures.
6,2017-09-22,1.73,P,Variations mineures.
6,2017-09-23,8.73,P,Journée représentative.
6,2017-09-24,1.70,P,Conditions stables.
6,2017-09-25,4.67,P,Variations mineures.
6,2017-09-26,4.09,P,Variations mineures.
6,2017-09-27,3.70,P,Journée représentative.
6,2017-09-28,6.39,P,Variations mineures.
6,2017-09-29,1.49,P,Variations mineures.
6,2017-09-30,3.37,P,Variations mineures.
6,2017-10-01,7.73,P,Variations mineures.
6,2017-10-02,9.66,P,Variations mineures.
6,2017-10-03,12.94,P,Variations mineures.
6,2017-10-04,6.09,P,Variations mineures.
6,2017-10-05,6.90,P,Variations mineures.
6,2017-10-06,6.52,P,Variations mineures.
6,2017-10-07,11.32,P,Conditions stables.
6,2017-10-08,10.53,P,Conditions stables.
6,2017-10-09,0.22,P,Conditions stables.
6,2017-10-10,8.79,P,Variations mineures.
6,2017-10-11,9.99,P,Conditions stables.
6,2017-10-12,0.73,P,Variations mineures.
6,2017-10-13,1.59,P,Journée représentative.
6,2017-10-14,7.62,P,Variations mineures.
6,2017-10-15,3.24,P,Journée représentative.
6,2017-10-16,1.50,P,Variations mineures.
6,2017-10-17,0.33,P,Journée représentative.
6,2017-10-18,4.42,P,Variations mineures.
6,2017-10-19,3.70,P,Journée représentative.
6,2017-10-20,9.09,P,Variations mineures.
6,2017-10-21,12.20,P,Conditions stables.
6,2017-10-22,6.31,P,Variations mineures.
6,2017-10-23,0.73,P,Variations mineures.
6,2017-10-24,1.16,P,Variations mineures.
6,2017-10-25,5.69,P,Journée représentative.
6,2017-10-26,6.24,P,Variations mineures.
6,2017-10-27,12.41,P,Journée représentative.
6,2017-10-28,14.11,P,Variations mineures.
6,2017-10-29,13.75,P,Variations mineures.
6,2017-10-30,2.31,P,Variations mineures.
6,2017-10-31,9.39,P,Journée représentative.
