id_interne_zone,date,hum_min,hum_max,temp_moyenne,variation,note
7,2017-10-05,52.95,80.10,,27.15,Journée représentative.
7,2017-10-06,59.15,76.47,,17.32,Variations mineures.
7,2017-10-07,51.86,83.19,,31.33,Variations mineures.
7,2017-10-08,56.42,85.20,,28.78,Variations mineures.
7,2017-10-09,51.02,71.31,,20.29,Journée représentative.
7,2017-10-10,44.16,72.64,,28.48,Variations mineures.
7,2017-10-11,50.02,84.24,,34.22,Variations mineures.
7,2017-10-12,33.50,89.57,,56.07,Variations mineures.
7,2017-10-13,40.89,77.72,,36.83,Variations mineures.
7,2017-10-14,34.18,87.90,,53.72,Conditions stables.
7,2017-10-15,33.94,84.01,,50.07,Journée représentative.
7,2017-10-16,35.09,83.76,,48.67,Conditions stables.
7,2017-10-17,41.49,78.61,,37.12,Variations mineures.
7,2017-10-18,30.51,83.14,,52.63,Variations mineures.
7,2017-10-19,48.19,78.56,,30.37,Journée représentative.
7,2017-10-20,31.46,71.33,,39.87,Journée représentative.
7,2017-10-21,58.97,81.55,,22.58,Journée représentative.
7,2017-10-22,57.66,80.31,,22.65,Conditions stables.
7,2017-10-23,44.56,84.88,,40.32,Variations mineures.
7,2017-10-24,36.65,74.09,,37.44,Variations mineures.
7,2017-10-25,30.41,84.71,,54.30,Variations mineures.
7,2017-10-26,49.51,80.42,,30.91,Journée représentative.
7,2017-10-27,52.33,71.73,,19.40,Journée représentative.
7,2017-10-28,43.06,85.11,,42.05,Conditions stables.
7,2017-10-29,50.58,83.32,,32.74,Variations mineures.
7,2017-10-30,47.56,74.02,,26.46,Variations mineures.
7,2017-10-31,36.52,83.97,,47.45,Journée représentative.
6,2017-05-01,30.13,85.17,,55.04,Variations mineures.
6,2017-05-02,46.51,88.89,,42.38,Variations mineures.
6,2017-05-03,43.36,83.82,,40.46,Variations mineures.
6,2017-05-04,36.44,74.23,,37.79,Journée représentative.
6,2017-05-05,46.90,84.06,,37.16,Variations mineures.
6,2017-05-06,52.52,74.84,,22.32,Conditions stables.
6,2017-05-07,54.39,84.27,,29.88,Conditions stables.
6,2017-05-08,48.12,86.23,,38.11,Journée représentative.
6,2017-05-09,33.73,74.94,,41.21,Conditions stables.
6,2017-05-10,53.49,78.33,,24.84,Conditions stables.
6,2017-05-11,48.37,78.59,,30.22,Variations mineures.
6,2017-05-12,30.71,89.13,,58.42,Variations mineures.
6,2017-05-13,33.27,70.11,,36.84,Conditions stables.
6,2017-05-14,37.48,84.00,,46.52,Journée représentative.
6,2017-05-15,35.68,83.07,,47.39,Variations mineures.
6,2017-05-16,34.45,89.71,,55.26,Conditions stables.
6,2017-05-17,56.26,88.80,,32.54,Conditions stables.
6,2017-05-18,58.71,85.15,,26.44,Variations mineures.
6,2017-05-19,33.33,76.14,,42.81,Variations mineures.
6,2017-05-20,50.51,75.65,,25.14,Journée représentative.
6,2017-05-21,33.08,70.59,,37.51,Variations mineures.
6,2017-05-22,33.11,71.54,,38.43,Journée représentative.
6,2017-05-23,54.06,76.08,,22.02,Conditions stables.
6,2017-05-24,52.33,76.90,,24.57,Journée représentative.
6,2017-05-25,30.22,84.05,,53.83,Variations mineures.
6,2017-05-26,38.78,83.59,,44.81,Variations mineures.
6,2017-05-27,50.86,87.41,,36.55,Variations mineures.
6,2017-05-28,33.27,77.44,,44.17,Conditions stables.
6,2017-05-29,47.43,79.39,,31.96,Journée représentative.
6,2017-05-30,35.90,76.76,,40.86,Variations mineures.
6,2017-05-31,32.61,84.40,,51.79,Conditions stables.
6,2017-06-01,59.02,87.37,,28.35,Variations mineures.
6,2017-06-02,54.27,71.75,,17.48,Journée représentative.
6,2017-06-03,31.17,73.26,,42.09,Journée représentative.
6,2017-06-04,39.02,73.16,,34.14,Variations mineures.
6,2017-06-05,49.59,74.19,,24.60,Journée représentative.
6,2017-06-06,52.08,79.51,,27.43,Conditions stables.
6,2017-06-07,42.82,83.00,,40.18,Variations mineures.
6,2017-06-08,46.93,89.10,,42.17,Variations mineures.
6,2017-06-09,58.44,82.29,,23.85,Variations mineures.
6,2017-06-10,59.26,75.55,,16.29,Variations mineures.
6,2017-06-11,45.09,75.53,,30.44,Journée représentative.
6,2017-06-12,33.09,73.66,,40.57,Variations mineures.
6,2017-06-13,53.24,89.51,,36.27,Variations mineures.
6,2017-06-14,45.57,74.35,,28.78,Journée représentative.
6,2017-06-15,56.73,75.65,,18.92,Journée représentative.
6,2017-06-16,43.06,72.23,,29.17,Variations mineures.
6,2017-06-17,52.21,76.56,,24.35,Variations mineures.
6,2017-06-18,45.92,74.79,,28.87,Journée représentative.
6,2017-06-19,32.76,82.58,,49.82,Variations mineures.
6,2017-06-20,39.05,78.43,,39.38,Journée représentative.
6,2017-06-21,32.83,74.92,,42.09,Conditions stables.
6,2017-06-22,59.20,71.64,,12.44,Variations mineures.
6,2017-06-23,36.50,72.44,,35.94,Journée représentative.
6,2017-06-24,32.05,84.98,,52.93,Conditions stables.
6,2017-06-25,49.68,85.53,,35.85,Variations mineures.
6,2017-06-26,33.87,76.66,,42.79,Variations mineures.
6,2017-06-27,31.75,75.72,,43.97,Variations mineures.
6,2017-06-28,50.34,77.61,,27.27,Conditions stables.
6,2017-06-29,42.14,70.23,,28.09,Conditions stables.
6,2017-06-30,54.52,81.62,,27.10,Variations mineures.
6,2017-07-01,50.22,88.76,,38.54,Variations mineures.
6,2017-07-02,45.73,71.57,,25.84,Variations mineures.
6,2017-07-03,37.39,80.04,,42.65,Variations mineures.
6,2017-07-04,43.18,89.20,,46.02,Journée représentative.
6,2017-07-05,48.43,71.12,,22.69,Variations mineures.
6,2017-07-06,32.74,73.41,,40.67,Conditions stables.
6,2017-07-07,55.66,76.66,,21.00,Conditions stables.
6,2017-07-08,55.72,83.87,,28.15,Variations mineures.
6,2017-07-09,58.99,88.17,,29.18,Variations mineures.
6,2017-07-10,53.99,78.53,,24.54,Conditions stables.
6,2017-07-11,30.35,86.71,,56.36,Conditions stables.
6,2017-07-12,59.86,70.08,,10.22,Variations mineures.
6,2017-07-13,33.36,80.19,,46.83,Conditions stables.
6,2017-07-14,52.07,71.25,,19.18,Journée représentative.
6,2017-07-15,51.95,70.95,,19.00,Journée représentative.
6,2017-07-16,50.47,72.64,,22.17,Journée représentative.
6,2017-07-17,46.48,78.18,,31.70,Journée représentative.
6,2017-07-18,31.60,86.70,,55.10,Journée représentative.
6,2017-07-19,54.37,79.01,,24.64,Variations mineures.
6,2017-07-20,31.77,89.44,,57.67,Variations mineures.
6,2017-07-21,45.94,88.55,,42.61,Variations mineures.
6,2017-07-22,58.12,84.35,,26.23,Variations mineures.
6,2017-07-23,47.44,88.85,,41.41,Variations mineures.
6,2017-07-24,48.74,80.73,,31.99,Journée représentative.
6,2017-07-25,32.74,80.96,,48.22,Variations mineures.
6,2017-07-26,36.79,88.43,,51.64,Variations mineures.
6,2017-07-27,37.34,89.77,,52.43,Variations mineures.
6,2017-07-28,59.88,82.64,,22.76,Variations mineures.
6,2017-07-29,57.55,77.78,,20.23,Variations mineures.
6,2017-07-30,42.02,81.55,,39.53,Variations mineures.
6,2017-07-31,46.18,72.08,,25.90,Variations mineures.
6,2017-08-01,58.68,80.62,,21.94,Journée représentative.
6,2017-08-02,40.68,80.88,,40.20,Conditions stables.
6,2017-08-03,59.49,75.43,,15.94,Journée représentative.
6,2017-08-04,53.65,87.75,,34.10,Variations mineures.
6,2017-08-05,30.09,73.07,,42.98,Journée représentative.
6,2017-08-06,58.65,79.60,,20.95,Conditions stables.
6,2017-08-07,59.04,75.31,,16.27,Conditions stables.
6,2017-08-08,41.38,80.16,,38.78,Journée représentative.
6,2017-08-09,59.85,70.52,,10.67,Variations mineures.
6,2017-08-10,48.13,86.04,,37.91,Variations mineures.
6,2017-08-11,34.88,83.31,,48.43,Variations mineures.
6,2017-08-12,51.27,81.88,,30.61,Journée représentative.
6,2017-08-13,44.74,71.32,,26.58,Variations mineures.
6,2017-08-14,35.96,71.85,,35.89,Variations mineures.
6,2017-08-15,52.41,81.61,,29.20,Conditions stables.
6,2017-08-16,42.01,81.59,,39.58,Journée représentative.
6,2017-08-17,30.55,75.32,,44.77,Conditions stables.
6,2017-08-18,31.88,88.53,,56.65,Journée représentative.
6,2017-08-19,42.03,79.79,,37.76,Variations mineures.
6,2017-08-20,58.38,88.62,,30.24,Journée représentative.
6,2017-08-21,48.64,84.36,,35.72,Variations mineures.
6,2017-08-22,57.17,85.91,,28.74,Conditions stables.
6,2017-08-23,35.04,76.84,,41.80,Variations mineures.
6,2017-08-24,39.69,85.37,,45.68,Variations mineures.
6,2017-08-25,41.57,78.45,,36.88,Conditions stables.
6,2017-08-26,54.65,73.79,,19.14,Variations mineures.
6,2017-08-27,57.83,76.70,,18.87,Conditions stables.
6,2017-08-28,40.49,82.61,,42.12,Conditions stables.
6,2017-08-29,30.32,71.84,,41.52,Journée représentative.
6,2017-08-30,54.04,87.49,,33.45,Journée représentative.
6,2017-08-31,32.65,79.19,,46.54,Variations mineures.
6,2017-09-01,31.55,79.87,,48.32,Journée représentative.
6,2017-09-02,55.98,89.67,,33.69,Conditions stables.
6,2017-09-03,50.21,80.12,,29.91,Journée représentative.
6,2017-09-04,44.90,83.60,,38.70,Journée représentative.
6,2017-09-05,56.62,77.29,,20.67,Conditions stables.
6,2017-09-06,30.14,86.78,,56.64,Conditions stables.
6,2017-09-07,44.11,72.39,,28.28,Variations mineures.
6,2017-09-08,48.75,73.99,,25.24,Journée représentative.
6,2017-09-09,56.59,81.52,,24.93,Variations mineures.
6,2017-09-10,57.44,77.36,,19.92,Variations mineures.
6,2017-09-11,31.15,83.83,,52.68,Journée représentative.
6,2017-09-12,44.38,84.64,,40.26,Variations mineures.
6,2017-09-13,37.64,71.06,,33.42,Journée représentative.
6,2017-09-14,50.85,81.07,,30.22,Variations mineures.
6,2017-09-15,30.35,76.81,,46.46,Variations mineures.
6,2017-09-16,33.35,82.31,,48.96,Variations mineures.
6,2017-09-17,42.52,71.86,,29.34,Variations mineures.
6,2017-09-18,58.47,85.33,,26.86,Variations mineures.
6,2017-09-19,58.45,78.36,,19.91,Variations mineures.
6,2017-09-20,32.96,70.04,,37.08,Variations mineures.
6,2017-09-21,40.23,73.34,,33.11,Journée représentative.
6,2017-09-22,55.45,86.07,,30.62,Journée représentative.
6,2017-09-23,41.16,81.24,,40.08,Variations mineures.
6,2017-09-24,37.27,74.74,,37.47,Variations mineures.
6,2017-09-25,47.05,70.88,,23.83,Journée représentative.
6,2017-09-26,42.21,80.27,,38.06,Journée représentative.
6,2017-09-27,54.51,82.95,,28.44,Variations mineures.
6,2017-09-28,47.42,88.91,,41.49,Conditions stables.
6,2017-09-29,56.01,86.55,,30.54,Variations mineures.
6,2017-09-30,32.87,73.59,,40.72,Journée représentative.
6,2017-10-01,49.68,83.94,,34.26,Conditions stables.
6,2017-10-02,43.10,76.08,,32.98,Conditions stables.
6,2017-10-03,43.14,88.05,,44.91,Variations mineures.
6,2017-10-04,38.55,76.17,,37.62,Variations mineures.
6,2017-10-05,54.85,84.59,,29.74,Conditions stables.
6,2017-10-06,33.00,84.94,,51.94,Journée représentative.
6,2017-10-07,39.92,77.14,,37.22,Conditions stables.
6,2017-10-08,39.19,83.44,,44.25,Variations mineures.
6,2017-10-09,34.77,78.12,,43.35,Journée représentative.
6,2017-10-10,43.91,71.93,,28.02,Variations mineures.
6,2017-10-11,31.87,84.84,,52.97,Variations mineures.
6,2017-10-12,45.11,72.75,,27.64,Journée représentative.
6,2017-10-13,54.73,85.06,,30.33,Conditions stables.
6,2017-10-14,54.37,73.91,,19.54,Variations mineures.
6,2017-10-15,56.20,85.39,,29.19,Conditions stables.
6,2017-10-16,48.61,72.40,,23.79,Journée représentative.
6,2017-10-17,43.76,82.81,,39.05,Journée représentative.
6,2017-10-18,44.43,72.85,,28.42,Variations mineures.
6,2017-10-19,52.26,83.54,,31.28,Variations mineures.
6,2017-10-20,55.46,86.91,,31.45,Variations mineures.
6,2017-10-21,36.51,83.82,,47.31,Variations mineures.
6,2017-10-22,33.28,74.29,,41.01,Conditions stables.
6,2017-10-23,40.96,88.02,,47.06,Conditions stables.
6,2017-10-24,48.63,80.89,,32.26,Conditions stables.
6,2017-10-25,32.62,70.58,,37.96,Variations mineures.
6,2017-10-26,56.99,73.81,,16.82,Variations mineures.
6,2017-10-27,58.56,80.80,,22.24,Variations mineures.
6,2017-10-28,30.14,88.23,,58.09,Journée représentative.
6,2017-10-29,48.11,87.10,,38.99,Variations mineures.
6,2017-10-30,47.66,85.70,,38.04,Variations mineures.
6,2017-10-31,37.87,88.34,,50.47,Conditions stables.
