id_interne_zone,date,vent_min,vent_max,vent_moyenne,variation,note
7,2017-06-16,3.46,11.71,7.5850000000000000,8.25,Conditions stables.
7,2017-06-17,0.14,18.76,9.4500000000000000,18.62,Conditions stables.
7,2017-06-18,0.60,16.21,8.4050000000000000,15.61,Variations mineures.
7,2017-06-19,4.41,10.83,7.6200000000000000,6.42,Variations mineures.
7,2017-06-20,4.65,14.24,9.4450000000000000,9.59,Conditions stables.
7,2017-06-21,3.05,23.99,13.5200000000000000,20.94,Conditions stables.
7,2017-06-22,3.94,16.05,9.9950000000000000,12.11,Journée représentative.
7,2017-06-23,4.40,14.61,9.5050000000000000,10.21,Variations mineures.
7,2017-06-24,4.18,10.75,7.4650000000000000,6.57,Conditions stables.
7,2017-06-25,4.65,19.08,11.8650000000000000,14.43,Journée représentative.
7,2017-06-26,0.23,29.48,14.8550000000000000,29.25,Journée représentative.
7,2017-06-27,3.67,11.64,7.6550000000000000,7.97,Conditions stables.
7,2017-06-28,4.77,10.64,7.7050000000000000,5.87,Variations mineures.
7,2017-06-29,0.03,10.60,5.3150000000000000,10.57,Journée représentative.
7,2017-06-30,4.39,25.51,14.9500000000000000,21.12,Conditions stables.
7,2017-07-01,0.84,13.94,7.3900000000000000,13.10,Journée représentative.
7,2017-07-02,2.62,14.37,8.4950000000000000,11.75,Journée représentative.
7,2017-07-03,1.00,17.53,9.2650000000000000,16.53,Variations mineures.
7,2017-07-04,3.26,15.63,9.4450000000000000,12.37,Journée représentative.
7,2017-07-05,1.84,11.86,6.8500000000000000,10.02,Journée représentative.
7,2017-07-06,0.10,28.41,14.2550000000000000,28.31,Variations mineures.
7,2017-07-07,0.94,12.41,6.6750000000000000,11.47,Variations mineures.
7,2017-07-08,0.80,17.09,8.9450000000000000,16.29,Journée représentative.
7,2017-07-09,4.14,24.85,14.4950000000000000,20.71,Variations mineures.
7,2017-07-10,1.77,25.01,13.3900000000000000,23.24,Variations mineures.
7,2017-07-11,0.11,15.58,7.8450000000000000,15.47,Journée représentative.
7,2017-07-12,1.40,15.48,8.4400000000000000,14.08,Conditions stables.
7,2017-07-13,3.37,24.95,14.1600000000000000,21.58,Variations mineures.
7,2017-07-14,3.93,17.93,10.9300000000000000,14.00,Conditions stables.
7,2017-07-15,0.82,11.03,5.9250000000000000,10.21,Variations mineures.
7,2017-07-16,0.49,19.51,10.0000000000000000,19.02,Conditions stables.
7,2017-07-17,1.85,12.80,7.3250000000000000,10.95,Variations mineures.
7,2017-07-18,1.45,15.65,8.5500000000000000,14.20,Variations mineures.
7,2017-07-19,3.59,24.62,14.1050000000000000,21.03,Conditions stables.
7,2017-07-20,4.84,28.42,16.6300000000000000,23.58,Journée représentative.
7,2017-07-21,0.25,25.59,12.9200000000000000,25.34,Variations mineures.
7,2017-07-22,0.46,29.21,14.8350000000000000,28.75,Variations mineures.
7,2017-07-23,1.25,27.34,14.2950000000000000,26.09,Conditions stables.
7,2017-07-24,2.67,18.59,10.6300000000000000,15.92,Variations mineures.
7,2017-07-25,3.28,20.07,11.6750000000000000,16.79,Journée représentative.
7,2017-07-26,0.22,28.44,14.3300000000000000,28.22,Variations mineures.
7,2017-07-27,1.90,22.79,12.3450000000000000,20.89,Variations mineures.
7,2017-07-28,1.44,26.19,13.8150000000000000,24.75,Conditions stables.
7,2017-07-29,2.87,24.53,13.7000000000000000,21.66,Variations mineures.
7,2017-07-30,1.30,12.14,6.7200000000000000,10.84,Conditions stables.
7,2017-07-31,4.01,29.00,16.5050000000000000,24.99,Variations mineures.
7,2017-08-01,0.38,28.53,14.4550000000000000,28.15,Variations mineures.
7,2017-08-02,0.28,27.43,13.8550000000000000,27.15,Conditions stables.
7,2017-08-03,0.10,14.36,7.2300000000000000,14.26,Journée représentative.
7,2017-08-04,2.11,25.26,13.6850000000000000,23.15,Variations mineures.
7,2017-08-05,0.74,10.41,5.5750000000000000,9.67,Variations mineures.
7,2017-08-06,2.97,19.85,11.4100000000000000,16.88,Variations mineures.
7,2017-08-07,1.84,16.94,9.3900000000000000,15.10,Variations mineures.
7,2017-08-08,3.04,24.14,13.5900000000000000,21.10,Conditions stables.
7,2017-08-09,2.00,21.23,11.6150000000000000,19.23,Journée représentative.
7,2017-08-10,2.05,12.97,7.5100000000000000,10.92,Conditions stables.
7,2017-08-11,1.54,12.76,7.1500000000000000,11.22,Journée représentative.
7,2017-08-12,3.42,18.26,10.8400000000000000,14.84,Conditions stables.
7,2017-08-13,3.97,29.17,16.5700000000000000,25.20,Variations mineures.
7,2017-08-14,4.81,24.61,14.7100000000000000,19.80,Variations mineures.
7,2017-08-15,1.14,20.48,10.8100000000000000,19.34,Journée représentative.
7,2017-08-16,0.20,23.39,11.7950000000000000,23.19,Variations mineures.
7,2017-08-17,3.20,14.41,8.8050000000000000,11.21,Journée représentative.
7,2017-08-18,4.98,19.57,12.2750000000000000,14.59,Variations mineures.
7,2017-08-19,4.44,13.65,9.0450000000000000,9.21,Variations mineures.
7,2017-08-20,2.39,21.18,11.7850000000000000,18.79,Variations mineures.
7,2017-08-21,1.10,21.73,11.4150000000000000,20.63,Variations mineures.
7,2017-08-22,2.15,13.74,7.9450000000000000,11.59,Variations mineures.
7,2017-08-23,0.17,26.17,13.1700000000000000,26.00,Variations mineures.
7,2017-08-24,4.14,27.53,15.8350000000000000,23.39,Variations mineures.
7,2017-08-25,3.69,11.93,7.8100000000000000,8.24,Variations mineures.
7,2017-08-26,2.15,10.90,6.5250000000000000,8.75,Variations mineures.
7,2017-08-27,4.95,13.71,9.3300000000000000,8.76,Variations mineures.
7,2017-08-28,0.31,14.60,7.4550000000000000,14.29,Variations mineures.
7,2017-08-29,3.79,10.94,7.3650000000000000,7.15,Conditions stables.
7,2017-08-30,4.01,25.80,14.9050000000000000,21.79,Variations mineures.
7,2017-08-31,4.02,17.68,10.8500000000000000,13.66,Variations mineures.
7,2017-09-01,0.69,20.17,10.4300000000000000,19.48,Variations mineures.
7,2017-09-02,0.30,19.34,9.8200000000000000,19.04,Journée représentative.
7,2017-09-03,2.47,29.97,16.2200000000000000,27.50,Conditions stables.
7,2017-09-04,2.50,11.52,7.0100000000000000,9.02,Conditions stables.
7,2017-09-05,0.02,23.66,11.8400000000000000,23.64,Variations mineures.
7,2017-09-06,1.62,18.05,9.8350000000000000,16.43,Journée représentative.
7,2017-09-07,3.79,21.63,12.7100000000000000,17.84,Journée représentative.
7,2017-09-08,4.74,26.95,15.8450000000000000,22.21,Conditions stables.
7,2017-09-09,1.89,19.03,10.4600000000000000,17.14,Conditions stables.
7,2017-09-10,4.71,29.34,17.0250000000000000,24.63,Variations mineures.
7,2017-09-11,0.45,23.66,12.0550000000000000,23.21,Variations mineures.
7,2017-09-12,4.26,16.55,10.4050000000000000,12.29,Variations mineures.
7,2017-09-13,1.85,28.67,15.2600000000000000,26.82,Variations mineures.
7,2017-09-14,4.53,13.70,9.1150000000000000,9.17,Variations mineures.
7,2017-09-15,1.81,29.67,15.7400000000000000,27.86,Variations mineures.
7,2017-09-16,3.52,15.50,9.5100000000000000,11.98,Conditions stables.
7,2017-09-17,3.68,10.83,7.2550000000000000,7.15,Variations mineures.
7,2017-09-18,0.58,21.87,11.2250000000000000,21.29,Variations mineures.
7,2017-09-19,4.59,23.31,13.9500000000000000,18.72,Journée représentative.
7,2017-09-20,4.14,28.67,16.4050000000000000,24.53,Variations mineures.
7,2017-09-21,4.60,11.72,8.1600000000000000,7.12,Variations mineures.
7,2017-09-22,4.21,24.01,14.1100000000000000,19.80,Variations mineures.
7,2017-09-23,1.29,27.90,14.5950000000000000,26.61,Variations mineures.
7,2017-09-24,3.34,15.46,9.4000000000000000,12.12,Variations mineures.
7,2017-09-25,2.37,22.64,12.5050000000000000,20.27,Variations mineures.
7,2017-09-26,4.23,19.13,11.6800000000000000,14.90,Journée représentative.
7,2017-09-27,2.33,25.69,14.0100000000000000,23.36,Variations mineures.
7,2017-09-28,2.13,27.69,14.9100000000000000,25.56,Conditions stables.
7,2017-09-29,1.36,26.91,14.1350000000000000,25.55,Variations mineures.
7,2017-09-30,2.47,16.09,9.2800000000000000,13.62,Journée représentative.
7,2017-10-01,3.23,14.98,9.1050000000000000,11.75,Conditions stables.
7,2017-10-02,1.00,20.86,10.9300000000000000,19.86,Journée représentative.
7,2017-10-03,1.81,12.76,7.2850000000000000,10.95,Variations mineures.
7,2017-10-04,3.39,23.60,13.4950000000000000,20.21,Conditions stables.
7,2017-10-05,0.04,12.09,6.0650000000000000,12.05,Journée représentative.
7,2017-10-06,3.69,28.03,15.8600000000000000,24.34,Conditions stables.
7,2017-10-07,0.08,22.94,11.5100000000000000,22.86,Conditions stables.
7,2017-10-08,4.30,17.87,11.0850000000000000,13.57,Variations mineures.
7,2017-10-09,1.56,19.99,10.7750000000000000,18.43,Variations mineures.
7,2017-10-10,3.31,13.19,8.2500000000000000,9.88,Variations mineures.
7,2017-10-11,1.24,23.20,12.2200000000000000,21.96,Conditions stables.
7,2017-10-12,0.74,23.05,11.8950000000000000,22.31,Journée représentative.
7,2017-10-13,0.30,22.83,11.5650000000000000,22.53,Variations mineures.
7,2017-10-14,4.83,24.20,14.5150000000000000,19.37,Variations mineures.
7,2017-10-15,2.53,29.71,16.1200000000000000,27.18,Journée représentative.
7,2017-10-16,3.42,26.64,15.0300000000000000,23.22,Variations mineures.
7,2017-10-17,1.39,10.09,5.7400000000000000,8.70,Journée représentative.
7,2017-10-18,4.47,28.76,16.6150000000000000,24.29,Conditions stables.
7,2017-10-19,2.77,27.23,15.0000000000000000,24.46,Variations mineures.
7,2017-10-20,0.67,12.89,6.7800000000000000,12.22,Conditions stables.
7,2017-10-21,1.29,20.97,11.1300000000000000,19.68,Journée représentative.
7,2017-10-22,0.60,26.48,13.5400000000000000,25.88,Journée représentative.
7,2017-10-23,4.25,29.29,16.7700000000000000,25.04,Variations mineures.
7,2017-10-24,3.07,16.14,9.6050000000000000,13.07,Journée représentative.
7,2017-10-25,1.88,11.44,6.6600000000000000,9.56,Variations mineures.
7,2017-10-26,1.15,22.72,11.9350000000000000,21.57,Journée représentative.
7,2017-10-27,2.84,11.74,7.2900000000000000,8.90,Variations mineures.
7,2017-10-28,4.59,12.61,8.6000000000000000,8.02,Variations mineures.
7,2017-10-29,2.13,21.96,12.0450000000000000,19.83,Conditions stables.
7,2017-10-30,2.58,29.87,16.2250000000000000,27.29,Variations mineures.
7,2017-10-31,4.67,16.29,10.4800000000000000,11.62,Conditions stables.
6,2017-05-01,3.11,21.32,12.2150000000000000,18.21,Variations mineures.
6,2017-05-02,0.65,27.53,14.0900000000000000,26.88,Conditions stables.
6,2017-05-03,4.86,23.91,14.3850000000000000,19.05,Conditions stables.
6,2017-05-04,2.81,17.19,10.0000000000000000,14.38,Journée représentative.
6,2017-05-05,4.99,23.88,14.4350000000000000,18.89,Variations mineures.
6,2017-05-06,4.44,21.69,13.0650000000000000,17.25,Variations mineures.
6,2017-05-07,3.98,21.56,12.7700000000000000,17.58,Variations mineures.
6,2017-05-08,0.08,17.72,8.9000000000000000,17.64,Journée représentative.
6,2017-05-09,1.41,28.61,15.0100000000000000,27.20,Variations mineures.
6,2017-05-10,1.91,17.11,9.5100000000000000,15.20,Conditions stables.
6,2017-05-11,1.28,20.71,10.9950000000000000,19.43,Conditions stables.
6,2017-05-12,1.27,16.68,8.9750000000000000,15.41,Conditions stables.
6,2017-05-13,0.57,15.19,7.8800000000000000,14.62,Variations mineures.
6,2017-05-14,2.53,14.16,8.3450000000000000,11.63,Conditions stables.
6,2017-05-15,3.14,17.99,10.5650000000000000,14.85,Variations mineures.
6,2017-05-16,1.50,20.60,11.0500000000000000,19.10,Conditions stables.
6,2017-05-17,3.84,18.00,10.9200000000000000,14.16,Variations mineures.
6,2017-05-18,1.75,12.18,6.9650000000000000,10.43,Conditions stables.
6,2017-05-19,2.82,14.36,8.5900000000000000,11.54,Journée représentative.
6,2017-05-20,0.82,29.49,15.1550000000000000,28.67,Variations mineures.
6,2017-05-21,1.68,21.09,11.3850000000000000,19.41,Conditions stables.
6,2017-05-22,2.06,26.17,14.1150000000000000,24.11,Journée représentative.
6,2017-05-23,4.39,11.61,8.0000000000000000,7.22,Variations mineures.
6,2017-05-24,2.32,27.96,15.1400000000000000,25.64,Conditions stables.
6,2017-05-25,4.31,11.04,7.6750000000000000,6.73,Conditions stables.
6,2017-05-26,4.08,27.58,15.8300000000000000,23.50,Conditions stables.
6,2017-05-27,3.32,12.24,7.7800000000000000,8.92,Variations mineures.
6,2017-05-28,3.52,14.96,9.2400000000000000,11.44,Conditions stables.
6,2017-05-29,3.40,12.26,7.8300000000000000,8.86,Conditions stables.
6,2017-05-30,2.31,12.98,7.6450000000000000,10.67,Conditions stables.
6,2017-05-31,1.20,18.19,9.6950000000000000,16.99,Journée représentative.
6,2017-06-01,0.98,23.73,12.3550000000000000,22.75,Conditions stables.
6,2017-06-02,3.15,13.56,8.3550000000000000,10.41,Journée représentative.
6,2017-06-03,1.45,12.00,6.7250000000000000,10.55,Variations mineures.
6,2017-06-04,4.71,13.91,9.3100000000000000,9.20,Journée représentative.
6,2017-06-05,3.11,24.48,13.7950000000000000,21.37,Conditions stables.
6,2017-06-06,2.16,27.71,14.9350000000000000,25.55,Journée représentative.
6,2017-06-07,2.64,16.96,9.8000000000000000,14.32,Conditions stables.
6,2017-06-08,0.04,19.60,9.8200000000000000,19.56,Variations mineures.
6,2017-06-09,0.18,12.80,6.4900000000000000,12.62,Journée représentative.
6,2017-06-10,3.58,28.45,16.0150000000000000,24.87,Variations mineures.
6,2017-06-11,1.19,25.70,13.4450000000000000,24.51,Variations mineures.
6,2017-06-12,2.56,24.30,13.4300000000000000,21.74,Conditions stables.
6,2017-06-13,1.92,16.51,9.2150000000000000,14.59,Journée représentative.
6,2017-06-14,2.82,22.24,12.5300000000000000,19.42,Conditions stables.
6,2017-06-15,1.93,29.05,15.4900000000000000,27.12,Conditions stables.
6,2017-06-16,0.59,29.10,14.8450000000000000,28.51,Variations mineures.
6,2017-06-17,2.54,12.21,7.3750000000000000,9.67,Variations mineures.
6,2017-06-18,1.75,22.56,12.1550000000000000,20.81,Variations mineures.
6,2017-06-19,3.53,18.93,11.2300000000000000,15.40,Variations mineures.
6,2017-06-20,4.00,26.56,15.2800000000000000,22.56,Conditions stables.
6,2017-06-21,3.89,18.97,11.4300000000000000,15.08,Conditions stables.
6,2017-06-22,4.89,26.84,15.8650000000000000,21.95,Variations mineures.
6,2017-06-23,0.73,21.58,11.1550000000000000,20.85,Variations mineures.
6,2017-06-24,1.33,20.56,10.9450000000000000,19.23,Variations mineures.
6,2017-06-25,2.06,21.05,11.5550000000000000,18.99,Variations mineures.
6,2017-06-26,3.38,18.91,11.1450000000000000,15.53,Conditions stables.
6,2017-06-27,4.87,15.31,10.0900000000000000,10.44,Variations mineures.
6,2017-06-28,1.34,23.05,12.1950000000000000,21.71,Variations mineures.
6,2017-06-29,0.36,15.12,7.7400000000000000,14.76,Conditions stables.
6,2017-06-30,2.26,11.39,6.8250000000000000,9.13,Conditions stables.
6,2017-07-01,4.52,22.23,13.3750000000000000,17.71,Variations mineures.
6,2017-07-02,3.89,10.18,7.0350000000000000,6.29,Conditions stables.
6,2017-07-03,0.75,19.94,10.3450000000000000,19.19,Variations mineures.
6,2017-07-04,0.11,17.47,8.7900000000000000,17.36,Conditions stables.
6,2017-07-05,4.15,14.02,9.0850000000000000,9.87,Variations mineures.
6,2017-07-06,2.30,22.43,12.3650000000000000,20.13,Conditions stables.
6,2017-07-07,2.83,12.18,7.5050000000000000,9.35,Journée représentative.
6,2017-07-08,4.75,15.34,10.0450000000000000,10.59,Journée représentative.
6,2017-07-09,3.30,21.66,12.4800000000000000,18.36,Journée représentative.
6,2017-07-10,2.20,21.25,11.7250000000000000,19.05,Journée représentative.
6,2017-07-11,2.66,29.61,16.1350000000000000,26.95,Variations mineures.
6,2017-07-12,4.48,16.29,10.3850000000000000,11.81,Journée représentative.
6,2017-07-13,4.41,27.77,16.0900000000000000,23.36,Variations mineures.
6,2017-07-14,1.20,24.81,13.0050000000000000,23.61,Variations mineures.
6,2017-07-15,3.68,14.22,8.9500000000000000,10.54,Variations mineures.
6,2017-07-16,1.57,21.55,11.5600000000000000,19.98,Variations mineures.
6,2017-07-17,4.06,22.70,13.3800000000000000,18.64,Journée représentative.
6,2017-07-18,3.99,14.73,9.3600000000000000,10.74,Variations mineures.
6,2017-07-19,2.80,15.76,9.2800000000000000,12.96,Variations mineures.
6,2017-07-20,4.15,29.73,16.9400000000000000,25.58,Variations mineures.
6,2017-07-21,0.66,23.80,12.2300000000000000,23.14,Variations mineures.
6,2017-07-22,2.89,22.86,12.8750000000000000,19.97,Conditions stables.
6,2017-07-23,2.44,12.21,7.3250000000000000,9.77,Journée représentative.
6,2017-07-24,1.10,10.48,5.7900000000000000,9.38,Conditions stables.
6,2017-07-25,0.79,12.16,6.4750000000000000,11.37,Journée représentative.
6,2017-07-26,1.67,10.18,5.9250000000000000,8.51,Variations mineures.
6,2017-07-27,2.48,22.37,12.4250000000000000,19.89,Variations mineures.
6,2017-07-28,1.40,12.82,7.1100000000000000,11.42,Conditions stables.
6,2017-07-29,3.13,26.17,14.6500000000000000,23.04,Variations mineures.
6,2017-07-30,3.51,17.82,10.6650000000000000,14.31,Journée représentative.
6,2017-07-31,4.44,27.13,15.7850000000000000,22.69,Conditions stables.
6,2017-08-01,3.43,25.13,14.2800000000000000,21.70,Variations mineures.
6,2017-08-02,4.62,16.84,10.7300000000000000,12.22,Variations mineures.
6,2017-08-03,3.51,14.79,9.1500000000000000,11.28,Conditions stables.
6,2017-08-04,1.54,26.26,13.9000000000000000,24.72,Conditions stables.
6,2017-08-05,2.73,11.95,7.3400000000000000,9.22,Conditions stables.
6,2017-08-06,1.08,20.12,10.6000000000000000,19.04,Variations mineures.
6,2017-08-07,0.01,25.74,12.8750000000000000,25.73,Variations mineures.
6,2017-08-08,3.45,12.94,8.1950000000000000,9.49,Conditions stables.
6,2017-08-09,3.37,20.48,11.9250000000000000,17.11,Conditions stables.
6,2017-08-10,1.11,26.56,13.8350000000000000,25.45,Variations mineures.
6,2017-08-11,1.00,22.94,11.9700000000000000,21.94,Variations mineures.
6,2017-08-12,4.28,12.52,8.4000000000000000,8.24,Variations mineures.
6,2017-08-13,1.06,13.98,7.5200000000000000,12.92,Journée représentative.
6,2017-08-14,3.96,23.82,13.8900000000000000,19.86,Variations mineures.
6,2017-08-15,1.05,16.12,8.5850000000000000,15.07,Journée représentative.
6,2017-08-16,2.58,18.99,10.7850000000000000,16.41,Variations mineures.
6,2017-08-17,0.10,27.07,13.5850000000000000,26.97,Variations mineures.
6,2017-08-18,0.03,22.32,11.1750000000000000,22.29,Conditions stables.
6,2017-08-19,3.84,22.83,13.3350000000000000,18.99,Variations mineures.
6,2017-08-20,0.39,11.79,6.0900000000000000,11.40,Journée représentative.
6,2017-08-21,0.48,18.89,9.6850000000000000,18.41,Journée représentative.
6,2017-08-22,2.37,12.02,7.1950000000000000,9.65,Conditions stables.
6,2017-08-23,0.58,22.21,11.3950000000000000,21.63,Journée représentative.
6,2017-08-24,2.30,16.76,9.5300000000000000,14.46,Variations mineures.
6,2017-08-25,1.39,18.24,9.8150000000000000,16.85,Variations mineures.
6,2017-08-26,1.54,21.04,11.2900000000000000,19.50,Variations mineures.
6,2017-08-27,3.61,13.12,8.3650000000000000,9.51,Variations mineures.
6,2017-08-28,0.50,29.49,14.9950000000000000,28.99,Variations mineures.
6,2017-08-29,1.97,20.86,11.4150000000000000,18.89,Journée représentative.
6,2017-08-30,0.87,10.86,5.8650000000000000,9.99,Journée représentative.
6,2017-08-31,0.76,13.35,7.0550000000000000,12.59,Variations mineures.
6,2017-09-01,0.59,29.97,15.2800000000000000,29.38,Variations mineures.
6,2017-09-02,2.16,27.12,14.6400000000000000,24.96,Variations mineures.
6,2017-09-03,2.02,18.47,10.2450000000000000,16.45,Journée représentative.
6,2017-09-04,3.18,19.45,11.3150000000000000,16.27,Variations mineures.
6,2017-09-05,1.70,10.61,6.1550000000000000,8.91,Conditions stables.
6,2017-09-06,3.46,19.27,11.3650000000000000,15.81,Variations mineures.
6,2017-09-07,2.19,19.12,10.6550000000000000,16.93,Conditions stables.
6,2017-09-08,2.74,10.19,6.4650000000000000,7.45,Variations mineures.
6,2017-09-09,3.26,21.38,12.3200000000000000,18.12,Variations mineures.
6,2017-09-10,0.06,28.45,14.2550000000000000,28.39,Conditions stables.
6,2017-09-11,3.17,10.88,7.0250000000000000,7.71,Journée représentative.
6,2017-09-12,1.99,23.00,12.4950000000000000,21.01,Conditions stables.
6,2017-09-13,0.71,14.73,7.7200000000000000,14.02,Variations mineures.
6,2017-09-14,2.33,14.19,8.2600000000000000,11.86,Variations mineures.
6,2017-09-15,3.49,23.36,13.4250000000000000,19.87,Journée représentative.
6,2017-09-16,1.81,29.27,15.5400000000000000,27.46,Variations mineures.
6,2017-09-17,4.67,23.87,14.2700000000000000,19.20,Variations mineures.
6,2017-09-18,0.82,14.26,7.5400000000000000,13.44,Variations mineures.
6,2017-09-19,1.52,27.62,14.5700000000000000,26.10,Variations mineures.
6,2017-09-20,2.39,29.68,16.0350000000000000,27.29,Variations mineures.
6,2017-09-21,1.84,18.54,10.1900000000000000,16.70,Variations mineures.
6,2017-09-22,2.30,28.62,15.4600000000000000,26.32,Conditions stables.
6,2017-09-23,3.16,23.44,13.3000000000000000,20.28,Variations mineures.
6,2017-09-24,3.45,20.06,11.7550000000000000,16.61,Variations mineures.
6,2017-09-25,3.07,13.64,8.3550000000000000,10.57,Variations mineures.
6,2017-09-26,2.02,29.69,15.8550000000000000,27.67,Conditions stables.
6,2017-09-27,3.88,14.21,9.0450000000000000,10.33,Conditions stables.
6,2017-09-28,2.97,23.30,13.1350000000000000,20.33,Variations mineures.
6,2017-09-29,4.38,22.39,13.3850000000000000,18.01,Journée représentative.
6,2017-09-30,1.50,25.11,13.3050000000000000,23.61,Variations mineures.
6,2017-10-01,1.09,20.91,11.0000000000000000,19.82,Conditions stables.
6,2017-10-02,4.79,23.50,14.1450000000000000,18.71,Variations mineures.
6,2017-10-03,0.11,15.54,7.8250000000000000,15.43,Variations mineures.
6,2017-10-04,1.70,19.06,10.3800000000000000,17.36,Journée représentative.
6,2017-10-05,2.65,13.52,8.0850000000000000,10.87,Conditions stables.
6,2017-10-06,0.37,21.52,10.9450000000000000,21.15,Variations mineures.
6,2017-10-07,4.72,27.23,15.9750000000000000,22.51,Conditions stables.
6,2017-10-08,0.30,21.12,10.7100000000000000,20.82,Variations mineures.
6,2017-10-09,3.92,16.99,10.4550000000000000,13.07,Journée représentative.
6,2017-10-10,3.48,21.53,12.5050000000000000,18.05,Journée représentative.
6,2017-10-11,4.09,21.19,12.6400000000000000,17.10,Journée représentative.
6,2017-10-12,1.03,19.89,10.4600000000000000,18.86,Variations mineures.
6,2017-10-13,0.10,26.13,13.1150000000000000,26.03,Variations mineures.
6,2017-10-14,2.48,21.37,11.9250000000000000,18.89,Journée représentative.
6,2017-10-15,0.09,10.44,5.2650000000000000,10.35,Variations mineures.
6,2017-10-16,0.22,29.79,15.0050000000000000,29.57,Journée représentative.
6,2017-10-17,2.78,26.44,14.6100000000000000,23.66,Variations mineures.
6,2017-10-18,1.40,24.17,12.7850000000000000,22.77,Journée représentative.
6,2017-10-19,3.36,19.65,11.5050000000000000,16.29,Variations mineures.
6,2017-10-20,4.54,28.28,16.4100000000000000,23.74,Variations mineures.
6,2017-10-21,1.12,24.19,12.6550000000000000,23.07,Variations mineures.
6,2017-10-22,3.00,12.93,7.9650000000000000,9.93,Variations mineures.
6,2017-10-23,0.30,11.26,5.7800000000000000,10.96,Conditions stables.
6,2017-10-24,1.90,22.03,11.9650000000000000,20.13,Conditions stables.
6,2017-10-25,3.90,16.23,10.0650000000000000,12.33,Conditions stables.
6,2017-10-26,3.24,17.16,10.2000000000000000,13.92,Conditions stables.
6,2017-10-27,4.05,22.19,13.1200000000000000,18.14,Journée représentative.
6,2017-10-28,0.87,17.85,9.3600000000000000,16.98,Variations mineures.
6,2017-10-29,3.55,22.30,12.9250000000000000,18.75,Journée représentative.
