id_interne_zone,date,pres_min,pres_max,pres_moyenne,variation,note
7,2017-06-03,1005.63,1025.75,1015.6900000000000000,20.12,Variations mineures.
7,2017-06-04,995.53,1021.74,1008.6350000000000000,26.21,Conditions stables.
7,2017-06-05,1004.67,1024.84,1014.7550000000000000,20.17,Journée représentative.
7,2017-06-06,1007.10,1021.48,1014.2900000000000000,14.38,Conditions stables.
7,2017-06-07,1007.45,1022.50,1014.9750000000000000,15.05,Variations mineures.
7,2017-06-08,1009.00,1027.05,1018.0250000000000000,18.05,Journée représentative.
7,2017-06-09,1001.03,1012.09,1006.5600000000000000,11.06,Conditions stables.
7,2017-06-10,999.87,1021.37,1010.6200000000000000,21.50,Conditions stables.
7,2017-06-11,1006.32,1015.18,1010.7500000000000000,8.86,Journée représentative.
7,2017-06-12,1008.40,1016.52,1012.4600000000000000,8.12,Journée représentative.
7,2017-06-13,990.57,1014.22,1002.3950000000000000,23.65,Variations mineures.
7,2017-06-14,1002.49,1021.22,1011.8550000000000000,18.73,Variations mineures.
7,2017-06-15,1006.90,1018.32,1012.6100000000000000,11.42,Conditions stables.
7,2017-06-16,1008.55,1020.68,1014.6150000000000000,12.13,Conditions stables.
7,2017-06-17,994.86,1014.75,1004.8050000000000000,19.89,Variations mineures.
7,2017-06-18,1004.45,1024.26,1014.3550000000000000,19.81,Variations mineures.
7,2017-06-19,1009.50,1028.63,1019.0650000000000000,19.13,Variations mineures.
7,2017-06-20,1004.66,1021.03,1012.8450000000000000,16.37,Variations mineures.
7,2017-06-21,1002.74,1027.38,1015.0600000000000000,24.64,Conditions stables.
7,2017-06-22,1008.24,1028.85,1018.5450000000000000,20.61,Variations mineures.
7,2017-06-23,992.22,1013.72,1002.9700000000000000,21.50,Journée représentative.
7,2017-06-24,998.46,1016.44,1007.4500000000000000,17.98,Variations mineures.
7,2017-06-25,1003.03,1022.26,1012.6450000000000000,19.23,Variations mineures.
7,2017-06-26,1003.01,1011.91,1007.4600000000000000,8.90,Journée représentative.
7,2017-06-27,999.33,1024.20,1011.7650000000000000,24.87,Variations mineures.
7,2017-06-28,1006.35,1013.01,1009.6800000000000000,6.66,Variations mineures.
7,2017-06-29,998.57,1017.91,1008.2400000000000000,19.34,Journée représentative.
7,2017-06-30,1003.36,1010.33,1006.8450000000000000,6.97,Conditions stables.
7,2017-07-01,991.76,1029.85,1010.8050000000000000,38.09,Journée représentative.
7,2017-07-02,995.74,1015.80,1005.7700000000000000,20.06,Variations mineures.
7,2017-07-03,992.73,1020.77,1006.7500000000000000,28.04,Variations mineures.
7,2017-07-04,994.74,1028.37,1011.5550000000000000,33.63,Variations mineures.
7,2017-07-05,996.66,1027.33,1011.9950000000000000,30.67,Variations mineures.
7,2017-07-06,1008.30,1029.63,1018.9650000000000000,21.33,Conditions stables.
7,2017-07-07,1007.20,1012.35,1009.7750000000000000,5.15,Variations mineures.
7,2017-07-08,997.08,1011.83,1004.4550000000000000,14.75,Journée représentative.
7,2017-07-09,1001.09,1010.19,1005.6400000000000000,9.10,Journée représentative.
7,2017-07-10,991.98,1011.57,1001.7750000000000000,19.59,Variations mineures.
7,2017-07-11,993.99,1027.00,1010.4950000000000000,33.01,Variations mineures.
7,2017-07-12,999.13,1011.25,1005.1900000000000000,12.12,Conditions stables.
7,2017-07-13,1009.35,1021.02,1015.1850000000000000,11.67,Variations mineures.
7,2017-07-14,1009.65,1010.03,1009.8400000000000000,0.38,Conditions stables.
7,2017-07-15,1000.16,1020.04,1010.1000000000000000,19.88,Journée représentative.
7,2017-07-16,991.28,1015.94,1003.6100000000000000,24.66,Variations mineures.
7,2017-07-17,1000.61,1024.03,1012.3200000000000000,23.42,Variations mineures.
7,2017-07-18,1008.93,1024.75,1016.8400000000000000,15.82,Variations mineures.
7,2017-07-19,998.57,1010.21,1004.3900000000000000,11.64,Variations mineures.
7,2017-07-20,1004.35,1027.15,1015.7500000000000000,22.80,Conditions stables.
7,2017-07-21,1004.82,1011.36,1008.0900000000000000,6.54,Conditions stables.
7,2017-07-22,996.26,1021.28,1008.7700000000000000,25.02,Variations mineures.
7,2017-07-23,992.74,1028.56,1010.6500000000000000,35.82,Conditions stables.
7,2017-07-24,1002.47,1024.91,1013.6900000000000000,22.44,Conditions stables.
7,2017-07-25,1005.58,1027.13,1016.3550000000000000,21.55,Conditions stables.
7,2017-07-26,991.27,1013.82,1002.5450000000000000,22.55,Journée représentative.
7,2017-07-27,1006.15,1013.60,1009.8750000000000000,7.45,Variations mineures.
7,2017-07-28,1001.30,1016.78,1009.0400000000000000,15.48,Variations mineures.
7,2017-07-29,995.86,1023.67,1009.7650000000000000,27.81,Variations mineures.
7,2017-07-30,994.99,1023.45,1009.2200000000000000,28.46,Conditions stables.
7,2017-07-31,997.14,1022.54,1009.8400000000000000,25.40,Variations mineures.
7,2017-08-01,990.73,1013.69,1002.2100000000000000,22.96,Variations mineures.
7,2017-08-02,992.47,1022.99,1007.7300000000000000,30.52,Variations mineures.
7,2017-08-03,994.42,1020.93,1007.6750000000000000,26.51,Conditions stables.
7,2017-08-04,999.74,1017.27,1008.5050000000000000,17.53,Conditions stables.
7,2017-08-05,1003.66,1020.65,1012.1550000000000000,16.99,Variations mineures.
7,2017-08-06,1006.01,1013.10,1009.5550000000000000,7.09,Variations mineures.
7,2017-08-07,1009.06,1013.61,1011.3350000000000000,4.55,Variations mineures.
7,2017-08-08,999.79,1011.52,1005.6550000000000000,11.73,Journée représentative.
7,2017-08-09,996.08,1013.39,1004.7350000000000000,17.31,Journée représentative.
7,2017-08-10,991.31,1023.27,1007.2900000000000000,31.96,Variations mineures.
7,2017-08-11,999.32,1015.95,1007.6350000000000000,16.63,Variations mineures.
7,2017-08-12,996.40,1021.36,1008.8800000000000000,24.96,Variations mineures.
7,2017-08-13,1007.28,1020.87,1014.0750000000000000,13.59,Journée représentative.
7,2017-08-14,1003.37,1016.60,1009.9850000000000000,13.23,Variations mineures.
7,2017-08-15,998.61,1017.45,1008.0300000000000000,18.84,Variations mineures.
7,2017-08-16,995.36,1022.96,1009.1600000000000000,27.60,Journée représentative.
7,2017-08-17,1004.27,1029.73,1017.0000000000000000,25.46,Variations mineures.
7,2017-08-18,1004.12,1018.86,1011.4900000000000000,14.74,Variations mineures.
7,2017-08-19,991.62,1025.73,1008.6750000000000000,34.11,Conditions stables.
7,2017-08-20,993.22,1027.80,1010.5100000000000000,34.58,Conditions stables.
7,2017-08-21,994.70,1012.28,1003.4900000000000000,17.58,Conditions stables.
7,2017-08-22,1004.51,1014.72,1009.6150000000000000,10.21,Variations mineures.
7,2017-08-23,994.86,1010.70,1002.7800000000000000,15.84,Variations mineures.
7,2017-08-24,1007.65,1010.21,1008.9300000000000000,2.56,Journée représentative.
7,2017-08-25,1002.74,1017.70,1010.2200000000000000,14.96,Variations mineures.
7,2017-08-26,1008.59,1025.44,1017.0150000000000000,16.85,Variations mineures.
7,2017-08-27,1005.08,1013.97,1009.5250000000000000,8.89,Journée représentative.
7,2017-08-28,996.42,1014.18,1005.3000000000000000,17.76,Variations mineures.
7,2017-08-29,997.08,1019.76,1008.4200000000000000,22.68,Conditions stables.
7,2017-08-30,1005.77,1014.22,1009.9950000000000000,8.45,Conditions stables.
7,2017-08-31,1007.32,1012.61,1009.9650000000000000,5.29,Conditions stables.
7,2017-09-01,994.60,1028.65,1011.6250000000000000,34.05,Variations mineures.
7,2017-09-02,1004.36,1020.97,1012.6650000000000000,16.61,Variations mineures.
7,2017-09-03,996.83,1012.17,1004.5000000000000000,15.34,Variations mineures.
7,2017-09-04,1008.84,1022.26,1015.5500000000000000,13.42,Conditions stables.
7,2017-09-05,991.49,1024.03,1007.7600000000000000,32.54,Conditions stables.
7,2017-09-06,1000.64,1026.80,1013.7200000000000000,26.16,Variations mineures.
7,2017-09-07,1009.41,1011.30,1010.3550000000000000,1.89,Journée représentative.
7,2017-09-08,993.06,1026.40,1009.7300000000000000,33.34,Variations mineures.
7,2017-09-09,1003.70,1013.49,1008.5950000000000000,9.79,Variations mineures.
7,2017-09-10,1005.70,1027.70,1016.7000000000000000,22.00,Variations mineures.
7,2017-09-11,995.90,1015.82,1005.8600000000000000,19.92,Variations mineures.
7,2017-09-12,994.63,1019.15,1006.8900000000000000,24.52,Variations mineures.
7,2017-09-13,1009.66,1014.14,1011.9000000000000000,4.48,Variations mineures.
7,2017-09-14,998.70,1014.46,1006.5800000000000000,15.76,Variations mineures.
7,2017-09-15,1000.73,1029.31,1015.0200000000000000,28.58,Variations mineures.
7,2017-09-16,990.13,1027.96,1009.0450000000000000,37.83,Variations mineures.
7,2017-09-17,1003.56,1021.02,1012.2900000000000000,17.46,Variations mineures.
7,2017-09-18,999.87,1026.79,1013.3300000000000000,26.92,Variations mineures.
7,2017-09-19,1002.28,1014.24,1008.2600000000000000,11.96,Journée représentative.
7,2017-09-20,1000.07,1025.66,1012.8650000000000000,25.59,Conditions stables.
7,2017-09-21,995.94,1013.48,1004.7100000000000000,17.54,Conditions stables.
7,2017-09-22,996.27,1025.84,1011.0550000000000000,29.57,Conditions stables.
7,2017-09-23,1005.37,1015.33,1010.3500000000000000,9.96,Journée représentative.
7,2017-09-24,1002.70,1015.80,1009.2500000000000000,13.10,Conditions stables.
7,2017-09-25,1002.32,1018.46,1010.3900000000000000,16.14,Variations mineures.
7,2017-09-26,992.14,1012.32,1002.2300000000000000,20.18,Journée représentative.
7,2017-09-27,999.96,1012.29,1006.1250000000000000,12.33,Journée représentative.
7,2017-09-28,1005.86,1021.34,1013.6000000000000000,15.48,Variations mineures.
7,2017-09-29,1001.28,1024.26,1012.7700000000000000,22.98,Conditions stables.
7,2017-09-30,1004.36,1014.71,1009.5350000000000000,10.35,Variations mineures.
7,2017-10-01,996.02,1020.93,1008.4750000000000000,24.91,Variations mineures.
7,2017-10-02,994.03,1011.23,1002.6300000000000000,17.20,Conditions stables.
7,2017-10-03,1000.33,1010.69,1005.5100000000000000,10.36,Variations mineures.
7,2017-10-04,991.69,1029.99,1010.8400000000000000,38.30,Journée représentative.
7,2017-10-05,1003.75,1026.67,1015.2100000000000000,22.92,Journée représentative.
7,2017-10-06,1009.87,1015.05,1012.4600000000000000,5.18,Conditions stables.
7,2017-10-07,1002.67,1027.67,1015.1700000000000000,25.00,Variations mineures.
7,2017-10-08,1009.19,1016.53,1012.8600000000000000,7.34,Journée représentative.
7,2017-10-09,1007.92,1013.48,1010.7000000000000000,5.56,Conditions stables.
7,2017-10-10,1009.48,1021.37,1015.4250000000000000,11.89,Conditions stables.
7,2017-10-11,1001.84,1012.91,1007.3750000000000000,11.07,Journée représentative.
7,2017-10-12,1004.82,1011.83,1008.3250000000000000,7.01,Conditions stables.
7,2017-10-13,1004.29,1013.73,1009.0100000000000000,9.44,Journée représentative.
7,2017-10-14,1006.94,1021.53,1014.2350000000000000,14.59,Variations mineures.
7,2017-10-15,999.81,1026.18,1012.9950000000000000,26.37,Variations mineures.
7,2017-10-16,999.92,1024.10,1012.0100000000000000,24.18,Journée représentative.
7,2017-10-17,1002.38,1019.13,1010.7550000000000000,16.75,Conditions stables.
7,2017-10-18,1005.42,1023.23,1014.3250000000000000,17.81,Variations mineures.
7,2017-10-19,1004.71,1020.06,1012.3850000000000000,15.35,Journée représentative.
7,2017-10-20,991.23,1029.96,1010.5950000000000000,38.73,Conditions stables.
7,2017-10-21,1006.11,1010.18,1008.1450000000000000,4.07,Variations mineures.
7,2017-10-22,992.04,1015.09,1003.5650000000000000,23.05,Variations mineures.
7,2017-10-23,1009.89,1026.44,1018.1650000000000000,16.55,Journée représentative.
7,2017-10-24,1001.64,1012.47,1007.0550000000000000,10.83,Variations mineures.
7,2017-10-25,1008.17,1019.77,1013.9700000000000000,11.60,Variations mineures.
7,2017-10-26,991.74,1027.25,1009.4950000000000000,35.51,Variations mineures.
7,2017-10-27,1007.21,1025.78,1016.4950000000000000,18.57,Variations mineures.
7,2017-10-28,1009.25,1011.65,1010.4500000000000000,2.40,Variations mineures.
7,2017-10-29,1009.35,1025.39,1017.3700000000000000,16.04,Variations mineures.
7,2017-10-30,991.70,1020.19,1005.9450000000000000,28.49,Conditions stables.
7,2017-10-31,1009.83,1023.24,1016.5350000000000000,13.41,Variations mineures.
6,2017-05-01,994.73,1014.07,1004.4000000000000000,19.34,Conditions stables.
6,2017-05-02,1008.09,1010.81,1009.4500000000000000,2.72,Variations mineures.
6,2017-05-03,999.48,1025.08,1012.2800000000000000,25.60,Conditions stables.
6,2017-05-04,997.00,1012.82,1004.9100000000000000,15.82,Variations mineures.
6,2017-05-05,1008.35,1011.97,1010.1600000000000000,3.62,Variations mineures.
6,2017-05-06,998.98,1025.34,1012.1600000000000000,26.36,Journée représentative.
6,2017-05-07,1002.36,1023.83,1013.0950000000000000,21.47,Variations mineures.
6,2017-05-08,994.51,1025.64,1010.0750000000000000,31.13,Variations mineures.
6,2017-05-09,1000.81,1025.26,1013.0350000000000000,24.45,Variations mineures.
6,2017-05-10,1007.55,1014.81,1011.1800000000000000,7.26,Variations mineures.
6,2017-05-11,993.39,1012.95,1003.1700000000000000,19.56,Variations mineures.
6,2017-05-12,1000.32,1019.22,1009.7700000000000000,18.90,Variations mineures.
6,2017-05-13,995.11,1026.24,1010.6750000000000000,31.13,Conditions stables.
6,2017-05-14,994.96,1011.32,1003.1400000000000000,16.36,Variations mineures.
6,2017-05-15,1007.00,1017.72,1012.3600000000000000,10.72,Variations mineures.
6,2017-05-16,990.95,1023.39,1007.1700000000000000,32.44,Journée représentative.
6,2017-05-17,991.42,1019.51,1005.4650000000000000,28.09,Journée représentative.
6,2017-05-18,1001.78,1028.57,1015.1750000000000000,26.79,Variations mineures.
6,2017-05-19,1002.21,1017.80,1010.0050000000000000,15.59,Variations mineures.
6,2017-05-20,997.09,1010.01,1003.5500000000000000,12.92,Journée représentative.
6,2017-05-21,999.94,1018.12,1009.0300000000000000,18.18,Journée représentative.
6,2017-05-22,993.38,1029.44,1011.4100000000000000,36.06,Variations mineures.
6,2017-05-23,998.95,1012.08,1005.5150000000000000,13.13,Variations mineures.
6,2017-05-24,1009.12,1016.60,1012.8600000000000000,7.48,Journée représentative.
6,2017-05-25,993.34,1025.28,1009.3100000000000000,31.94,Journée représentative.
6,2017-05-26,998.24,1021.47,1009.8550000000000000,23.23,Variations mineures.
6,2017-05-27,992.51,1018.57,1005.5400000000000000,26.06,Conditions stables.
6,2017-05-28,1003.84,1017.99,1010.9150000000000000,14.15,Journée représentative.
6,2017-05-29,999.03,1015.27,1007.1500000000000000,16.24,Variations mineures.
6,2017-05-30,994.21,1021.45,1007.8300000000000000,27.24,Conditions stables.
6,2017-05-31,1004.15,1022.54,1013.3450000000000000,18.39,Journée représentative.
6,2017-06-01,1007.69,1015.80,1011.7450000000000000,8.11,Variations mineures.
6,2017-06-02,994.98,1021.35,1008.1650000000000000,26.37,Conditions stables.
6,2017-06-03,994.47,1021.84,1008.1550000000000000,27.37,Variations mineures.
6,2017-06-04,1007.05,1027.50,1017.2750000000000000,20.45,Variations mineures.
6,2017-06-05,1007.00,1011.68,1009.3400000000000000,4.68,Variations mineures.
6,2017-06-06,1003.99,1019.33,1011.6600000000000000,15.34,Variations mineures.
6,2017-06-07,1000.46,1022.17,1011.3150000000000000,21.71,Conditions stables.
6,2017-06-08,996.59,1014.16,1005.3750000000000000,17.57,Journée représentative.
6,2017-06-09,993.93,1017.91,1005.9200000000000000,23.98,Variations mineures.
6,2017-06-10,1004.07,1015.60,1009.8350000000000000,11.53,Variations mineures.
6,2017-06-11,1005.26,1013.98,1009.6200000000000000,8.72,Variations mineures.
6,2017-06-12,1008.10,1027.50,1017.8000000000000000,19.40,Variations mineures.
6,2017-06-13,993.03,1025.96,1009.4950000000000000,32.93,Conditions stables.
6,2017-06-14,1006.48,1026.97,1016.7250000000000000,20.49,Variations mineures.
6,2017-06-15,996.23,1013.95,1005.0900000000000000,17.72,Journée représentative.
6,2017-06-16,1004.93,1024.69,1014.8100000000000000,19.76,Variations mineures.
6,2017-06-17,1007.04,1022.87,1014.9550000000000000,15.83,Journée représentative.
6,2017-06-18,1008.55,1027.05,1017.8000000000000000,18.50,Variations mineures.
6,2017-06-19,1003.47,1016.18,1009.8250000000000000,12.71,Conditions stables.
6,2017-06-20,1005.35,1021.50,1013.4250000000000000,16.15,Variations mineures.
6,2017-06-21,1004.02,1010.89,1007.4550000000000000,6.87,Variations mineures.
6,2017-06-22,1007.35,1026.05,1016.7000000000000000,18.70,Variations mineures.
6,2017-06-23,999.97,1016.83,1008.4000000000000000,16.86,Conditions stables.
6,2017-06-24,995.34,1012.15,1003.7450000000000000,16.81,Journée représentative.
6,2017-06-25,999.27,1021.40,1010.3350000000000000,22.13,Variations mineures.
6,2017-06-26,997.84,1010.45,1004.1450000000000000,12.61,Conditions stables.
6,2017-06-27,1008.46,1013.04,1010.7500000000000000,4.58,Conditions stables.
6,2017-06-28,990.93,1027.15,1009.0400000000000000,36.22,Conditions stables.
6,2017-06-29,994.05,1013.57,1003.8100000000000000,19.52,Journée représentative.
6,2017-06-30,1001.94,1028.16,1015.0500000000000000,26.22,Journée représentative.
6,2017-07-01,990.30,1023.01,1006.6550000000000000,32.71,Variations mineures.
6,2017-07-02,1002.18,1019.55,1010.8650000000000000,17.37,Variations mineures.
6,2017-07-03,1002.47,1012.85,1007.6600000000000000,10.38,Variations mineures.
6,2017-07-04,1000.06,1011.33,1005.6950000000000000,11.27,Conditions stables.
6,2017-07-05,1009.05,1026.38,1017.7150000000000000,17.33,Variations mineures.
6,2017-07-06,997.48,1022.96,1010.2200000000000000,25.48,Journée représentative.
6,2017-07-07,1008.41,1010.76,1009.5850000000000000,2.35,Conditions stables.
6,2017-07-08,1004.91,1015.54,1010.2250000000000000,10.63,Conditions stables.
6,2017-07-09,990.48,1015.50,1002.9900000000000000,25.02,Variations mineures.
6,2017-07-10,1003.42,1022.17,1012.7950000000000000,18.75,Variations mineures.
6,2017-07-11,1002.96,1020.67,1011.8150000000000000,17.71,Conditions stables.
6,2017-07-12,993.53,1026.44,1009.9850000000000000,32.91,Variations mineures.
6,2017-07-13,992.85,1020.91,1006.8800000000000000,28.06,Variations mineures.
6,2017-07-14,1005.48,1015.65,1010.5650000000000000,10.17,Variations mineures.
6,2017-07-15,994.13,1013.90,1004.0150000000000000,19.77,Journée représentative.
6,2017-07-16,1007.37,1012.79,1010.0800000000000000,5.42,Variations mineures.
6,2017-07-17,1001.60,1025.09,1013.3450000000000000,23.49,Variations mineures.
6,2017-07-18,1008.16,1025.00,1016.5800000000000000,16.84,Variations mineures.
6,2017-07-19,1001.93,1024.25,1013.0900000000000000,22.32,Journée représentative.
6,2017-07-20,1006.87,1014.84,1010.8550000000000000,7.97,Variations mineures.
6,2017-07-21,992.75,1022.36,1007.5550000000000000,29.61,Journée représentative.
6,2017-07-22,1004.89,1027.84,1016.3650000000000000,22.95,Variations mineures.
6,2017-07-23,996.01,1021.98,1008.9950000000000000,25.97,Conditions stables.
6,2017-07-24,1008.51,1017.06,1012.7850000000000000,8.55,Journée représentative.
6,2017-07-25,1004.66,1021.67,1013.1650000000000000,17.01,Variations mineures.
6,2017-07-26,1004.76,1011.52,1008.1400000000000000,6.76,Conditions stables.
6,2017-07-27,1006.73,1016.91,1011.8200000000000000,10.18,Conditions stables.
6,2017-07-28,1000.80,1025.77,1013.2850000000000000,24.97,Variations mineures.
6,2017-07-29,991.14,1013.55,1002.3450000000000000,22.41,Variations mineures.
6,2017-07-30,996.80,1018.85,1007.8250000000000000,22.05,Variations mineures.
6,2017-07-31,993.19,1027.69,1010.4400000000000000,34.50,Journée représentative.
6,2017-08-01,991.43,1019.13,1005.2800000000000000,27.70,Variations mineures.
6,2017-08-02,1000.16,1019.63,1009.8950000000000000,19.47,Variations mineures.
6,2017-08-03,1008.15,1018.00,1013.0750000000000000,9.85,Journée représentative.
6,2017-08-04,1008.44,1013.93,1011.1850000000000000,5.49,Conditions stables.
6,2017-08-05,993.92,1026.26,1010.0900000000000000,32.34,Conditions stables.
6,2017-08-06,1002.20,1017.77,1009.9850000000000000,15.57,Variations mineures.
6,2017-08-07,996.68,1029.41,1013.0450000000000000,32.73,Variations mineures.
6,2017-08-08,994.79,1019.95,1007.3700000000000000,25.16,Variations mineures.
6,2017-08-09,1009.29,1029.96,1019.6250000000000000,20.67,Journée représentative.
6,2017-08-10,1006.56,1025.65,1016.1050000000000000,19.09,Variations mineures.
6,2017-08-11,1007.24,1011.48,1009.3600000000000000,4.24,Conditions stables.
6,2017-08-12,1008.82,1014.54,1011.6800000000000000,5.72,Journée représentative.
6,2017-08-13,1002.22,1018.57,1010.3950000000000000,16.35,Variations mineures.
6,2017-08-14,999.37,1015.60,1007.4850000000000000,16.23,Journée représentative.
6,2017-08-15,994.31,1018.22,1006.2650000000000000,23.91,Variations mineures.
6,2017-08-16,1002.06,1017.02,1009.5400000000000000,14.96,Variations mineures.
6,2017-08-17,994.17,1017.74,1005.9550000000000000,23.57,Journée représentative.
6,2017-08-18,998.92,1015.36,1007.1400000000000000,16.44,Journée représentative.
6,2017-08-19,997.97,1011.92,1004.9450000000000000,13.95,Variations mineures.
6,2017-08-20,1008.72,1014.12,1011.4200000000000000,5.40,Variations mineures.
6,2017-08-21,1001.95,1019.27,1010.6100000000000000,17.32,Variations mineures.
6,2017-08-22,992.01,1027.12,1009.5650000000000000,35.11,Variations mineures.
6,2017-08-23,1007.72,1023.31,1015.5150000000000000,15.59,Variations mineures.
6,2017-08-24,1009.16,1015.00,1012.0800000000000000,5.84,Conditions stables.
6,2017-08-25,991.78,1010.90,1001.3400000000000000,19.12,Conditions stables.
6,2017-08-26,996.77,1027.06,1011.9150000000000000,30.29,Conditions stables.
6,2017-08-27,1008.88,1024.13,1016.5050000000000000,15.25,Variations mineures.
6,2017-08-28,990.96,1026.58,1008.7700000000000000,35.62,Variations mineures.
6,2017-08-29,995.53,1028.52,1012.0250000000000000,32.99,Variations mineures.
6,2017-08-30,1001.91,1015.57,1008.7400000000000000,13.66,Variations mineures.
6,2017-08-31,1004.90,1015.15,1010.0250000000000000,10.25,Conditions stables.
6,2017-09-01,994.66,1011.66,1003.1600000000000000,17.00,Variations mineures.
6,2017-09-02,991.96,1022.12,1007.0400000000000000,30.16,Variations mineures.
6,2017-09-03,1004.32,1012.05,1008.1850000000000000,7.73,Conditions stables.
6,2017-09-04,1006.74,1021.03,1013.8850000000000000,14.29,Variations mineures.
6,2017-09-05,992.54,1012.02,1002.2800000000000000,19.48,Variations mineures.
6,2017-09-06,1005.59,1022.93,1014.2600000000000000,17.34,Variations mineures.
6,2017-09-07,1002.69,1027.07,1014.8800000000000000,24.38,Variations mineures.
6,2017-09-08,999.61,1011.43,1005.5200000000000000,11.82,Variations mineures.
6,2017-09-09,990.73,1023.57,1007.1500000000000000,32.84,Variations mineures.
6,2017-09-10,1002.54,1025.00,1013.7700000000000000,22.46,Variations mineures.
6,2017-09-11,1001.72,1018.90,1010.3100000000000000,17.18,Journée représentative.
6,2017-09-12,996.52,1024.29,1010.4050000000000000,27.77,Variations mineures.
6,2017-09-13,994.74,1022.27,1008.5050000000000000,27.53,Conditions stables.
6,2017-09-14,1005.99,1013.94,1009.9650000000000000,7.95,Journée représentative.
6,2017-09-15,1003.89,1027.52,1015.7050000000000000,23.63,Journée représentative.
6,2017-09-16,1005.94,1014.01,1009.9750000000000000,8.07,Variations mineures.
6,2017-09-17,1003.44,1029.32,1016.3800000000000000,25.88,Journée représentative.
6,2017-09-18,990.81,1019.88,1005.3450000000000000,29.07,Journée représentative.
6,2017-09-19,1006.88,1020.22,1013.5500000000000000,13.34,Journée représentative.
6,2017-09-20,1009.83,1025.62,1017.7250000000000000,15.79,Journée représentative.
6,2017-09-21,996.07,1022.49,1009.2800000000000000,26.42,Variations mineures.
6,2017-09-22,996.45,1020.15,1008.3000000000000000,23.70,Variations mineures.
6,2017-09-23,1008.30,1020.33,1014.3150000000000000,12.03,Variations mineures.
6,2017-09-24,990.71,1014.86,1002.7850000000000000,24.15,Variations mineures.
6,2017-09-25,1003.55,1025.72,1014.6350000000000000,22.17,Variations mineures.
6,2017-09-26,993.08,1022.86,1007.9700000000000000,29.78,Conditions stables.
6,2017-09-27,1005.39,1022.44,1013.9150000000000000,17.05,Variations mineures.
6,2017-09-28,997.16,1015.43,1006.2950000000000000,18.27,Journée représentative.
6,2017-09-29,991.50,1019.59,1005.5450000000000000,28.09,Journée représentative.
6,2017-09-30,1007.87,1023.52,1015.6950000000000000,15.65,Conditions stables.
6,2017-10-01,1009.38,1020.05,1014.7150000000000000,10.67,Variations mineures.
6,2017-10-02,1006.74,1022.17,1014.4550000000000000,15.43,Conditions stables.
6,2017-10-03,990.80,1014.86,1002.8300000000000000,24.06,Variations mineures.
6,2017-10-04,1009.24,1029.14,1019.1900000000000000,19.90,Variations mineures.
6,2017-10-05,995.82,1018.24,1007.0300000000000000,22.42,Conditions stables.
6,2017-10-06,994.34,1024.14,1009.2400000000000000,29.80,Conditions stables.
