parcelle_id,placette_id,peuplement,position
381,S4,FACL,80
382,S4,PNOI,81
383,S4,TARB,82
384,S4,TARB,83
385,S4,SABB,84
386,S4,BBOR,85
387,S4,MMIX,86
388,S4,FACL,87
389,S4,PNOI,88
390,S4,BBOR,89
391,S4,PGRI,90
392,S4,SABB,91
393,S4,BBOR,92
394,S4,SABB,93
395,S4,SABB,94
396,S4,EABJ,95
397,S4,PNOI,96
398,S4,SABB,97
399,S4,PNOI,98
400,S4,MMIX,99
401,N1,PGRI,0
402,N1,SABB,1
403,N1,PGRI,2
404,N1,FACL,3
405,N1,FACL,4
406,N1,SABB,5
407,N1,FACL,6
408,N1,FACL,7
409,N1,MMIX,8
410,N1,TARB,9
411,N1,FACL,10
412,N1,BBOR,11
413,N1,TARB,12
414,N1,MMIX,13
415,N1,SABB,14
416,N1,PNOI,15
417,N1,EABJ,16
418,N1,EABJ,17
419,N1,EABJ,18
420,N1,TARB,19
421,N1,SABB,20
422,N1,MMIX,21
423,N1,SABB,22
424,N1,PGRI,23
425,N1,PNOI,24
426,N1,BBOR,25
427,N1,FACL,26
428,N1,EABJ,27
429,N1,EABJ,28
430,N1,PGRI,29
431,N1,PNOI,30
432,N1,PNOI,31
433,N1,SABB,32
434,N1,PNOI,33
435,N1,TARB,34
436,N1,TARB,35
437,N1,EABJ,36
438,N1,MMIX,37
439,N1,MMIX,38
440,N1,SABB,39
441,N1,TARB,40
442,N1,BBOR,41
443,N1,FACL,42
444,N1,SABB,43
445,N1,BBOR,44
446,N1,PGRI,45
447,N1,PNOI,46
448,N1,PGRI,47
449,N1,TARB,48
450,N1,FACL,49
451,N1,PGRI,50
452,N1,FACL,51
453,N1,BBOR,52
454,N1,FACL,53
455,N1,EABJ,54
456,N1,EABJ,55
457,N1,FACL,56
458,N1,PNOI,57
459,N1,SABB,58
460,N1,TARB,59
461,N1,EABJ,60
462,N1,EABJ,61
463,N1,TARB,62
464,N1,TARB,63
465,N1,FACL,64
466,N1,EABJ,65
467,N1,TARB,66
468,N1,EABJ,67
469,N1,TARB,68
470,N1,PNOI,69
471,N1,PGRI,70
472,N1,BBOR,71
473,N1,BBOR,72
474,N1,EABJ,73
475,N1,PGRI,74
476,N1,SABB,75
477,N1,MMIX,76
478,N1,TARB,77
479,N1,EABJ,78
480,N1,SABB,79
481,N1,FACL,80
482,N1,FACL,81
483,N1,TARB,82
484,N1,FACL,83
485,N1,BBOR,84
486,N1,TARB,85
487,N1,FACL,86
488,N1,BBOR,87
489,N1,EABJ,88
490,N1,SABB,89
491,N1,MMIX,90
492,N1,EABJ,91
493,N1,PNOI,92
494,N1,BBOR,93
495,N1,BBOR,94
496,N1,PNOI,95
497,N1,SABB,96
498,N1,PGRI,97
499,N1,SABB,98
500,N1,BBOR,99
501,N2,TARB,0
502,N2,MMIX,1
503,N2,FACL,2
504,N2,PNOI,3
505,N2,SABB,4
506,N2,PNOI,5
507,N2,EABJ,6
508,N2,PNOI,7
509,N2,MMIX,8
510,N2,BBOR,9
511,N2,SABB,10
512,N2,BBOR,11
513,N2,PNOI,12
514,N2,PGRI,13
515,N2,FACL,14
516,N2,EABJ,15
517,N2,MMIX,16
518,N2,TARB,17
519,N2,TARB,18
520,N2,BBOR,19
521,N2,PGRI,20
522,N2,PGRI,21
523,N2,TARB,22
524,N2,PGRI,23
525,N2,SABB,24
526,N2,SABB,25
527,N2,BBOR,26
528,N2,FACL,27
529,N2,SABB,28
530,N2,EABJ,29
531,N2,PGRI,30
532,N2,EABJ,31
533,N2,BBOR,32
534,N2,MMIX,33
535,N2,PNOI,34
536,N2,FACL,35
537,N2,EABJ,36
538,N2,BBOR,37
539,N2,SABB,38
540,N2,PNOI,39
541,N2,SABB,40
542,N2,BBOR,41
543,N2,PGRI,42
544,N2,BBOR,43
545,N2,BBOR,44
546,N2,TARB,45
547,N2,EABJ,46
548,N2,MMIX,47
549,N2,PGRI,48
550,N2,TARB,49
551,N2,EABJ,50
552,N2,PNOI,51
553,N2,MMIX,52
554,N2,PNOI,53
555,N2,PGRI,54
556,N2,PNOI,55
557,N2,PGRI,56
558,N2,EABJ,57
559,N2,BBOR,58
560,N2,PGRI,59
561,N2,SABB,60
562,N2,PGRI,61
563,N2,MMIX,62
564,N2,EABJ,63
565,N2,EABJ,64
566,N2,FACL,65
567,N2,EABJ,66
568,N2,PNOI,67
569,N2,EABJ,68
570,N2,PNOI,69
571,N2,PGRI,70
572,N2,PNOI,71
573,N2,MMIX,72
574,N2,TARB,73
575,N2,SABB,74
576,N2,TARB,75
577,N2,PGRI,76
578,N2,PGRI,77
579,N2,PGRI,78
580,N2,MMIX,79
581,N2,TARB,80
582,N2,BBOR,81
583,N2,TARB,82
584,N2,EABJ,83
585,N2,PGRI,84
586,N2,BBOR,85
587,N2,FACL,86
588,N2,MMIX,87
589,N2,TARB,88
590,N2,PGRI,89
591,N2,FACL,90
592,N2,BBOR,91
593,N2,FACL,92
594,N2,TARB,93
595,N2,FACL,94
596,N2,MMIX,95
597,N2,BBOR,96
598,N2,PNOI,97
599,N2,BBOR,98
600,N2,SABB,99
601,N3,MMIX,0
602,N3,BBOR,1
603,N3,SABB,2
604,N3,PGRI,3
605,N3,TARB,4
606,N3,PNOI,5
607,N3,PNOI,6
608,N3,PGRI,7
609,N3,FACL,8
610,N3,FACL,9
611,N3,PNOI,10
612,N3,BBOR,11
613,N3,PNOI,12
614,N3,PGRI,13
615,N3,MMIX,14
616,N3,PNOI,15
617,N3,SABB,16
618,N3,MMIX,17
619,N3,PGRI,18
620,N3,TARB,19
621,N3,MMIX,20
622,N3,BBOR,21
623,N3,PGRI,22
624,N3,EABJ,23
625,N3,EABJ,24
626,N3,MMIX,25
627,N3,PGRI,26
628,N3,PNOI,27
629,N3,FACL,28
630,N3,TARB,29
631,N3,PGRI,30
632,N3,PGRI,31
633,N3,EABJ,32
634,N3,PGRI,33
635,N3,EABJ,34
636,N3,FACL,35
637,N3,EABJ,36
638,N3,MMIX,37
639,N3,PNOI,38
640,N3,BBOR,39
641,N3,SABB,40
642,N3,MMIX,41
643,N3,PGRI,42
644,N3,SABB,43
645,N3,PNOI,44
646,N3,EABJ,45
647,N3,PNOI,46
648,N3,PGRI,47
649,N3,EABJ,48
650,N3,SABB,49
651,N3,SABB,50
652,N3,EABJ,51
653,N3,FACL,52
654,N3,TARB,53
655,N3,SABB,54
656,N3,PNOI,55
657,N3,SABB,56
658,N3,FACL,57
659,N3,MMIX,58
660,N3,MMIX,59
661,N3,SABB,60
662,N3,PNOI,61
663,N3,FACL,62
664,N3,TARB,63
665,N3,PGRI,64
666,N3,PGRI,65
667,N3,SABB,66
668,N3,MMIX,67
669,N3,SABB,68
670,N3,PGRI,69
671,N3,PGRI,70
672,N3,FACL,71
673,N3,MMIX,72
674,N3,PNOI,73
675,N3,EABJ,74
676,N3,BBOR,75
677,N3,FACL,76
678,N3,TARB,77
679,N3,TARB,78
680,N3,PGRI,79
681,N3,EABJ,80
682,N3,SABB,81
683,N3,FACL,82
684,N3,BBOR,83
685,N3,BBOR,84
686,N3,TARB,85
687,N3,PGRI,86
688,N3,EABJ,87
689,N3,PGRI,88
690,N3,EABJ,89
691,N3,PGRI,90
692,N3,TARB,91
693,N3,PNOI,92
694,N3,PNOI,93
695,N3,BBOR,94
696,N3,FACL,95
697,N3,SABB,96
698,N3,MMIX,97
699,N3,BBOR,98
700,N3,PGRI,99
701,N4,PNOI,0
702,N4,PNOI,1
703,N4,BBOR,2
704,N4,EABJ,3
705,N4,TARB,4
706,N4,EABJ,5
707,N4,MMIX,6
708,N4,SABB,7
709,N4,TARB,8
710,N4,BBOR,9
711,N4,PNOI,10
712,N4,TARB,11
713,N4,PNOI,12
714,N4,PGRI,13
715,N4,FACL,14
716,N4,PNOI,15
717,N4,MMIX,16
718,N4,MMIX,17
719,N4,SABB,18
720,N4,TARB,19
721,N4,PNOI,20
722,N4,SABB,21
723,N4,PGRI,22
724,N4,BBOR,23
725,N4,TARB,24
726,N4,MMIX,25
727,N4,PGRI,26
728,N4,TARB,27
729,N4,FACL,28
730,N4,PGRI,29
731,N4,BBOR,30
732,N4,FACL,31
733,N4,EABJ,32
734,N4,FACL,33
735,N4,BBOR,34
736,N4,MMIX,35
737,N4,PNOI,36
738,N4,EABJ,37
739,N4,PNOI,38
740,N4,SABB,39
741,N4,SABB,40
742,N4,PNOI,41
743,N4,PNOI,42
744,N4,MMIX,43
745,N4,TARB,44
746,N4,EABJ,45
747,N4,MMIX,46
748,N4,BBOR,47
749,N4,SABB,48
750,N4,TARB,49
751,N4,SABB,50
752,N4,MMIX,51
753,N4,BBOR,52
754,N4,PGRI,53
755,N4,PGRI,54
756,N4,FACL,55
757,N4,PGRI,56
758,N4,PGRI,57
759,N4,TARB,58
760,N4,PGRI,59
761,N4,PGRI,60
762,N4,MMIX,61
763,N4,FACL,62
764,N4,BBOR,63
765,N4,EABJ,64
766,N4,MMIX,65
767,N4,MMIX,66
768,N4,EABJ,67
769,N4,PGRI,68
770,N4,PGRI,69
771,N4,TARB,70
772,N4,PGRI,71
773,N4,EABJ,72
774,N4,FACL,73
775,N4,FACL,74
776,N4,EABJ,75
777,N4,TARB,76
778,N4,TARB,77
779,N4,EABJ,78
780,N4,EABJ,79
781,N4,PNOI,80
782,N4,TARB,81
783,N4,PNOI,82
784,N4,PGRI,83
785,N4,PGRI,84
786,N4,MMIX,85
787,N4,TARB,86
788,N4,TARB,87
789,N4,MMIX,88
790,N4,SABB,89
791,N4,EABJ,90
792,N4,MMIX,91
793,N4,EABJ,92
794,N4,PNOI,93
795,N4,MMIX,94
796,N4,BBOR,95
797,N4,FACL,96
798,N4,BBOR,97
799,N4,SABB,98
800,N4,PNOI,99
