id_interne_zone,date,hum_min,hum_max,temp_moyenne,variation,note
1,2024-06-15,44.00,66.00,55.00,22.00,Observation meteo du 2024-06-15 (ete)
2,2024-06-15,42.00,60.00,51.00,18.00,Observation meteo du 2024-06-15 (ete)
1,2024-06-16,44.00,66.00,55.00,22.00,Observation meteo du 2024-06-16 (ete)
2,2024-06-16,49.00,65.00,57.00,16.00,Observation meteo du 2024-06-16 (ete)
1,2024-06-17,41.00,69.00,55.00,28.00,Observation meteo du 2024-06-17 (ete)
2,2024-06-17,41.00,66.00,53.50,25.00,Observation meteo du 2024-06-17 (ete)
1,2024-06-18,46.00,60.00,53.00,14.00,Observation meteo du 2024-06-18 (ete)
2,2024-06-18,44.00,64.00,54.00,20.00,Observation meteo du 2024-06-18 (ete)
1,2024-06-19,44.00,68.00,56.00,24.00,Observation meteo du 2024-06-19 (ete)
2,2024-06-19,48.00,62.00,55.00,14.00,Observation meteo du 2024-06-19 (ete)
1,2024-06-20,43.00,63.00,53.00,20.00,Observation meteo du 2024-06-20 (ete)
2,2024-06-20,43.00,69.00,56.00,26.00,Observation meteo du 2024-06-20 (ete)
1,2024-06-21,42.00,65.00,53.50,23.00,Observation meteo du 2024-06-21 (ete)
2,2024-06-21,42.00,67.00,54.50,25.00,Observation meteo du 2024-06-21 (ete)
1,2024-06-22,44.00,65.00,54.50,21.00,Observation meteo du 2024-06-22 (ete)
2,2024-06-22,45.00,63.00,54.00,18.00,Observation meteo du 2024-06-22 (ete)
1,2024-06-23,49.00,65.00,57.00,16.00,Observation meteo du 2024-06-23 (ete)
2,2024-06-23,48.00,66.00,57.00,18.00,Observation meteo du 2024-06-23 (ete)
1,2024-06-24,43.00,66.00,54.50,23.00,Observation meteo du 2024-06-24 (ete)
2,2024-06-24,42.00,64.00,53.00,22.00,Observation meteo du 2024-06-24 (ete)
1,2024-06-25,47.00,60.00,53.50,13.00,Observation meteo du 2024-06-25 (ete)
2,2024-06-25,40.00,65.00,52.50,25.00,Observation meteo du 2024-06-25 (ete)
1,2024-06-26,42.00,61.00,51.50,19.00,Observation meteo du 2024-06-26 (ete)
2,2024-06-26,40.00,67.00,53.50,27.00,Observation meteo du 2024-06-26 (ete)
1,2024-06-27,41.00,66.00,53.50,25.00,Observation meteo du 2024-06-27 (ete)
2,2024-06-27,40.00,64.00,52.00,24.00,Observation meteo du 2024-06-27 (ete)
1,2024-06-28,45.00,63.00,54.00,18.00,Observation meteo du 2024-06-28 (ete)
2,2024-06-28,40.00,69.00,54.50,29.00,Observation meteo du 2024-06-28 (ete)
1,2024-06-29,41.00,66.00,53.50,25.00,Observation meteo du 2024-06-29 (ete)
2,2024-06-29,45.00,70.00,57.50,25.00,Observation meteo du 2024-06-29 (ete)
1,2024-06-30,49.00,61.00,55.00,12.00,Observation meteo du 2024-06-30 (ete)
2,2024-06-30,50.00,60.00,55.00,10.00,Observation meteo du 2024-06-30 (ete)
1,2024-07-01,44.00,60.00,52.00,16.00,Observation meteo du 2024-07-01 (ete)
2,2024-07-01,50.00,61.00,55.50,11.00,Observation meteo du 2024-07-01 (ete)
1,2024-07-02,43.00,60.00,51.50,17.00,Observation meteo du 2024-07-02 (ete)
2,2024-07-02,40.00,64.00,52.00,24.00,Observation meteo du 2024-07-02 (ete)
1,2024-07-03,45.00,62.00,53.50,17.00,Observation meteo du 2024-07-03 (ete)
2,2024-07-03,47.00,70.00,58.50,23.00,Observation meteo du 2024-07-03 (ete)
1,2024-07-04,49.00,64.00,56.50,15.00,Observation meteo du 2024-07-04 (ete)
2,2024-07-04,42.00,60.00,51.00,18.00,Observation meteo du 2024-07-04 (ete)
1,2024-07-05,48.00,69.00,58.50,21.00,Observation meteo du 2024-07-05 (ete)
2,2024-07-05,45.00,61.00,53.00,16.00,Observation meteo du 2024-07-05 (ete)
1,2024-07-06,46.00,70.00,58.00,24.00,Observation meteo du 2024-07-06 (ete)
2,2024-07-06,43.00,67.00,55.00,24.00,Observation meteo du 2024-07-06 (ete)
1,2024-07-07,43.00,69.00,56.00,26.00,Observation meteo du 2024-07-07 (ete)
2,2024-07-07,47.00,65.00,56.00,18.00,Observation meteo du 2024-07-07 (ete)
1,2024-07-08,41.00,69.00,55.00,28.00,Observation meteo du 2024-07-08 (ete)
2,2024-07-08,50.00,68.00,59.00,18.00,Observation meteo du 2024-07-08 (ete)
1,2024-07-09,46.00,63.00,54.50,17.00,Observation meteo du 2024-07-09 (ete)
2,2024-07-09,48.00,68.00,58.00,20.00,Observation meteo du 2024-07-09 (ete)
1,2024-07-10,41.00,60.00,50.50,19.00,Observation meteo du 2024-07-10 (ete)
2,2024-07-10,45.00,62.00,53.50,17.00,Observation meteo du 2024-07-10 (ete)
1,2024-07-11,42.00,65.00,53.50,23.00,Observation meteo du 2024-07-11 (ete)
2,2024-07-11,48.00,69.00,58.50,21.00,Observation meteo du 2024-07-11 (ete)
1,2024-07-12,49.00,70.00,59.50,21.00,Observation meteo du 2024-07-12 (ete)
2,2024-07-12,44.00,67.00,55.50,23.00,Observation meteo du 2024-07-12 (ete)
1,2024-07-13,43.00,66.00,54.50,23.00,Observation meteo du 2024-07-13 (ete)
2,2024-07-13,49.00,67.00,58.00,18.00,Observation meteo du 2024-07-13 (ete)
1,2024-07-14,46.00,67.00,56.50,21.00,Observation meteo du 2024-07-14 (ete)
2,2024-07-14,48.00,68.00,58.00,20.00,Observation meteo du 2024-07-14 (ete)
1,2024-07-15,47.00,65.00,56.00,18.00,Observation meteo du 2024-07-15 (ete)
2,2024-07-15,49.00,67.00,58.00,18.00,Observation meteo du 2024-07-15 (ete)
1,2024-07-16,46.00,62.00,54.00,16.00,Observation meteo du 2024-07-16 (ete)
2,2024-07-16,43.00,70.00,56.50,27.00,Observation meteo du 2024-07-16 (ete)
1,2024-07-17,49.00,69.00,59.00,20.00,Observation meteo du 2024-07-17 (ete)
2,2024-07-17,46.00,64.00,55.00,18.00,Observation meteo du 2024-07-17 (ete)
1,2024-07-18,40.00,61.00,50.50,21.00,Observation meteo du 2024-07-18 (ete)
2,2024-07-18,43.00,62.00,52.50,19.00,Observation meteo du 2024-07-18 (ete)
1,2024-07-19,46.00,67.00,56.50,21.00,Observation meteo du 2024-07-19 (ete)
2,2024-07-19,45.00,62.00,53.50,17.00,Observation meteo du 2024-07-19 (ete)
1,2024-07-20,50.00,62.00,56.00,12.00,Observation meteo du 2024-07-20 (ete)
2,2024-07-20,48.00,63.00,55.50,15.00,Observation meteo du 2024-07-20 (ete)
1,2024-07-21,44.00,60.00,52.00,16.00,Observation meteo du 2024-07-21 (ete)
2,2024-07-21,49.00,64.00,56.50,15.00,Observation meteo du 2024-07-21 (ete)
1,2024-07-22,43.00,62.00,52.50,19.00,Observation meteo du 2024-07-22 (ete)
2,2024-07-22,40.00,62.00,51.00,22.00,Observation meteo du 2024-07-22 (ete)
1,2024-07-23,44.00,67.00,55.50,23.00,Observation meteo du 2024-07-23 (ete)
2,2024-07-23,49.00,62.00,55.50,13.00,Observation meteo du 2024-07-23 (ete)
1,2024-07-24,40.00,70.00,55.00,30.00,Observation meteo du 2024-07-24 (ete)
2,2024-07-24,48.00,66.00,57.00,18.00,Observation meteo du 2024-07-24 (ete)
1,2024-07-25,42.00,62.00,52.00,20.00,Observation meteo du 2024-07-25 (ete)
2,2024-07-25,45.00,67.00,56.00,22.00,Observation meteo du 2024-07-25 (ete)
1,2024-07-26,43.00,69.00,56.00,26.00,Observation meteo du 2024-07-26 (ete)
2,2024-07-26,48.00,68.00,58.00,20.00,Observation meteo du 2024-07-26 (ete)
1,2024-07-27,47.00,61.00,54.00,14.00,Observation meteo du 2024-07-27 (ete)
2,2024-07-27,49.00,60.00,54.50,11.00,Observation meteo du 2024-07-27 (ete)
1,2024-07-28,49.00,68.00,58.50,19.00,Observation meteo du 2024-07-28 (ete)
2,2024-07-28,49.00,66.00,57.50,17.00,Observation meteo du 2024-07-28 (ete)
1,2024-07-29,41.00,60.00,50.50,19.00,Observation meteo du 2024-07-29 (ete)
2,2024-07-29,47.00,68.00,57.50,21.00,Observation meteo du 2024-07-29 (ete)
1,2024-07-30,48.00,68.00,58.00,20.00,Observation meteo du 2024-07-30 (ete)
2,2024-07-30,46.00,70.00,58.00,24.00,Observation meteo du 2024-07-30 (ete)
1,2024-07-31,40.00,67.00,53.50,27.00,Observation meteo du 2024-07-31 (ete)
2,2024-07-31,40.00,67.00,53.50,27.00,Observation meteo du 2024-07-31 (ete)
1,2024-08-01,40.00,67.00,53.50,27.00,Observation meteo du 2024-08-01 (ete)
2,2024-08-01,46.00,60.00,53.00,14.00,Observation meteo du 2024-08-01 (ete)
1,2024-08-02,44.00,63.00,53.50,19.00,Observation meteo du 2024-08-02 (ete)
2,2024-08-02,50.00,64.00,57.00,14.00,Observation meteo du 2024-08-02 (ete)
1,2024-08-03,49.00,70.00,59.50,21.00,Observation meteo du 2024-08-03 (ete)
2,2024-08-03,47.00,68.00,57.50,21.00,Observation meteo du 2024-08-03 (ete)
1,2024-08-04,48.00,64.00,56.00,16.00,Observation meteo du 2024-08-04 (ete)
2,2024-08-04,41.00,63.00,52.00,22.00,Observation meteo du 2024-08-04 (ete)
1,2024-08-05,44.00,60.00,52.00,16.00,Observation meteo du 2024-08-05 (ete)
2,2024-08-05,49.00,68.00,58.50,19.00,Observation meteo du 2024-08-05 (ete)
1,2024-08-06,50.00,62.00,56.00,12.00,Observation meteo du 2024-08-06 (ete)
2,2024-08-06,48.00,70.00,59.00,22.00,Observation meteo du 2024-08-06 (ete)
1,2024-08-07,47.00,65.00,56.00,18.00,Observation meteo du 2024-08-07 (ete)
2,2024-08-07,46.00,69.00,57.50,23.00,Observation meteo du 2024-08-07 (ete)
1,2024-08-08,43.00,66.00,54.50,23.00,Observation meteo du 2024-08-08 (ete)
2,2024-08-08,43.00,64.00,53.50,21.00,Observation meteo du 2024-08-08 (ete)
1,2024-08-09,48.00,66.00,57.00,18.00,Observation meteo du 2024-08-09 (ete)
2,2024-08-09,49.00,63.00,56.00,14.00,Observation meteo du 2024-08-09 (ete)
1,2024-08-10,44.00,67.00,55.50,23.00,Observation meteo du 2024-08-10 (ete)
2,2024-08-10,50.00,62.00,56.00,12.00,Observation meteo du 2024-08-10 (ete)
1,2024-08-11,49.00,64.00,56.50,15.00,Observation meteo du 2024-08-11 (ete)
2,2024-08-11,40.00,61.00,50.50,21.00,Observation meteo du 2024-08-11 (ete)
1,2024-08-12,46.00,61.00,53.50,15.00,Observation meteo du 2024-08-12 (ete)
2,2024-08-12,40.00,66.00,53.00,26.00,Observation meteo du 2024-08-12 (ete)
1,2024-08-13,45.00,65.00,55.00,20.00,Observation meteo du 2024-08-13 (ete)
2,2024-08-13,41.00,70.00,55.50,29.00,Observation meteo du 2024-08-13 (ete)
1,2024-08-14,50.00,66.00,58.00,16.00,Observation meteo du 2024-08-14 (ete)
2,2024-08-14,45.00,63.00,54.00,18.00,Observation meteo du 2024-08-14 (ete)
1,2024-08-15,49.00,64.00,56.50,15.00,Observation meteo du 2024-08-15 (ete)
2,2024-08-15,45.00,65.00,55.00,20.00,Observation meteo du 2024-08-15 (ete)
1,2024-08-16,46.00,63.00,54.50,17.00,Observation meteo du 2024-08-16 (ete)
2,2024-08-16,41.00,61.00,51.00,20.00,Observation meteo du 2024-08-16 (ete)
1,2024-08-17,41.00,63.00,52.00,22.00,Observation meteo du 2024-08-17 (ete)
2,2024-08-17,47.00,69.00,58.00,22.00,Observation meteo du 2024-08-17 (ete)
1,2024-08-18,46.00,61.00,53.50,15.00,Observation meteo du 2024-08-18 (ete)
2,2024-08-18,50.00,61.00,55.50,11.00,Observation meteo du 2024-08-18 (ete)
1,2024-08-19,48.00,68.00,58.00,20.00,Observation meteo du 2024-08-19 (ete)
2,2024-08-19,41.00,67.00,54.00,26.00,Observation meteo du 2024-08-19 (ete)
1,2024-08-20,48.00,66.00,57.00,18.00,Observation meteo du 2024-08-20 (ete)
2,2024-08-20,44.00,60.00,52.00,16.00,Observation meteo du 2024-08-20 (ete)
1,2024-08-21,44.00,67.00,55.50,23.00,Observation meteo du 2024-08-21 (ete)
2,2024-08-21,40.00,61.00,50.50,21.00,Observation meteo du 2024-08-21 (ete)
1,2024-08-22,48.00,61.00,54.50,13.00,Observation meteo du 2024-08-22 (ete)
2,2024-08-22,41.00,70.00,55.50,29.00,Observation meteo du 2024-08-22 (ete)
1,2024-08-23,47.00,65.00,56.00,18.00,Observation meteo du 2024-08-23 (ete)
2,2024-08-23,48.00,63.00,55.50,15.00,Observation meteo du 2024-08-23 (ete)
1,2024-08-24,45.00,62.00,53.50,17.00,Observation meteo du 2024-08-24 (ete)
2,2024-08-24,43.00,60.00,51.50,17.00,Observation meteo du 2024-08-24 (ete)
1,2024-08-25,50.00,69.00,59.50,19.00,Observation meteo du 2024-08-25 (ete)
2,2024-08-25,43.00,64.00,53.50,21.00,Observation meteo du 2024-08-25 (ete)
1,2024-08-26,44.00,66.00,55.00,22.00,Observation meteo du 2024-08-26 (ete)
2,2024-08-26,41.00,65.00,53.00,24.00,Observation meteo du 2024-08-26 (ete)
1,2024-08-27,48.00,62.00,55.00,14.00,Observation meteo du 2024-08-27 (ete)
2,2024-08-27,44.00,66.00,55.00,22.00,Observation meteo du 2024-08-27 (ete)
1,2024-08-28,41.00,64.00,52.50,23.00,Observation meteo du 2024-08-28 (ete)
2,2024-08-28,45.00,70.00,57.50,25.00,Observation meteo du 2024-08-28 (ete)
1,2024-08-29,41.00,67.00,54.00,26.00,Observation meteo du 2024-08-29 (ete)
2,2024-08-29,45.00,67.00,56.00,22.00,Observation meteo du 2024-08-29 (ete)
1,2024-08-30,50.00,61.00,55.50,11.00,Observation meteo du 2024-08-30 (ete)
2,2024-08-30,40.00,64.00,52.00,24.00,Observation meteo du 2024-08-30 (ete)
1,2024-08-31,41.00,69.00,55.00,28.00,Observation meteo du 2024-08-31 (ete)
2,2024-08-31,40.00,67.00,53.50,27.00,Observation meteo du 2024-08-31 (ete)
1,2024-09-01,68.00,79.00,73.50,11.00,Observation meteo du 2024-09-01 (automne)
2,2024-09-01,68.00,81.00,74.50,13.00,Observation meteo du 2024-09-01 (automne)
1,2024-09-02,63.00,76.00,69.50,13.00,Observation meteo du 2024-09-02 (automne)
2,2024-09-02,63.00,79.00,71.00,16.00,Observation meteo du 2024-09-02 (automne)
1,2024-09-03,68.00,75.00,71.50,7.00,Observation meteo du 2024-09-03 (automne)
2,2024-09-03,63.00,84.00,73.50,21.00,Observation meteo du 2024-09-03 (automne)
1,2024-09-04,68.00,77.00,72.50,9.00,Observation meteo du 2024-09-04 (automne)
2,2024-09-04,62.00,77.00,69.50,15.00,Observation meteo du 2024-09-04 (automne)
1,2024-09-05,68.00,81.00,74.50,13.00,Observation meteo du 2024-09-05 (automne)
2,2024-09-05,62.00,85.00,73.50,23.00,Observation meteo du 2024-09-05 (automne)
1,2024-09-06,67.00,75.00,71.00,8.00,Observation meteo du 2024-09-06 (automne)
2,2024-09-06,66.00,75.00,70.50,9.00,Observation meteo du 2024-09-06 (automne)
1,2024-09-07,63.00,77.00,70.00,14.00,Observation meteo du 2024-09-07 (automne)
2,2024-09-07,65.00,85.00,75.00,20.00,Observation meteo du 2024-09-07 (automne)
1,2024-09-08,61.00,76.00,68.50,15.00,Observation meteo du 2024-09-08 (automne)
2,2024-09-08,63.00,83.00,73.00,20.00,Observation meteo du 2024-09-08 (automne)
1,2024-09-09,65.00,84.00,74.50,19.00,Observation meteo du 2024-09-09 (automne)
2,2024-09-09,64.00,79.00,71.50,15.00,Observation meteo du 2024-09-09 (automne)
1,2024-09-10,69.00,78.00,73.50,9.00,Observation meteo du 2024-09-10 (automne)
2,2024-09-10,60.00,85.00,72.50,25.00,Observation meteo du 2024-09-10 (automne)
1,2024-09-11,66.00,84.00,75.00,18.00,Observation meteo du 2024-09-11 (automne)
2,2024-09-11,63.00,83.00,73.00,20.00,Observation meteo du 2024-09-11 (automne)
1,2024-09-12,69.00,75.00,72.00,6.00,Observation meteo du 2024-09-12 (automne)
2,2024-09-12,60.00,80.00,70.00,20.00,Observation meteo du 2024-09-12 (automne)
1,2024-09-13,65.00,80.00,72.50,15.00,Observation meteo du 2024-09-13 (automne)
2,2024-09-13,66.00,79.00,72.50,13.00,Observation meteo du 2024-09-13 (automne)
1,2024-09-14,68.00,75.00,71.50,7.00,Observation meteo du 2024-09-14 (automne)
2,2024-09-14,68.00,78.00,73.00,10.00,Observation meteo du 2024-09-14 (automne)
1,2024-09-15,70.00,83.00,76.50,13.00,Observation meteo du 2024-09-15 (automne)
2,2024-09-15,65.00,81.00,73.00,16.00,Observation meteo du 2024-09-15 (automne)
1,2024-09-16,70.00,84.00,77.00,14.00,Observation meteo du 2024-09-16 (automne)
2,2024-09-16,63.00,83.00,73.00,20.00,Observation meteo du 2024-09-16 (automne)
1,2024-09-17,64.00,85.00,74.50,21.00,Observation meteo du 2024-09-17 (automne)
2,2024-09-17,64.00,78.00,71.00,14.00,Observation meteo du 2024-09-17 (automne)
1,2024-09-18,63.00,75.00,69.00,12.00,Observation meteo du 2024-09-18 (automne)
2,2024-09-18,69.00,80.00,74.50,11.00,Observation meteo du 2024-09-18 (automne)
1,2024-09-19,70.00,77.00,73.50,7.00,Observation meteo du 2024-09-19 (automne)
2,2024-09-19,61.00,78.00,69.50,17.00,Observation meteo du 2024-09-19 (automne)
1,2024-09-20,65.00,79.00,72.00,14.00,Observation meteo du 2024-09-20 (automne)
2,2024-09-20,63.00,75.00,69.00,12.00,Observation meteo du 2024-09-20 (automne)
1,2024-09-21,65.00,77.00,71.00,12.00,Observation meteo du 2024-09-21 (automne)
2,2024-09-21,63.00,79.00,71.00,16.00,Observation meteo du 2024-09-21 (automne)
1,2024-09-22,63.00,76.00,69.50,13.00,Observation meteo du 2024-09-22 (automne)
2,2024-09-22,64.00,83.00,73.50,19.00,Observation meteo du 2024-09-22 (automne)
1,2024-09-23,69.00,79.00,74.00,10.00,Observation meteo du 2024-09-23 (automne)
2,2024-09-23,64.00,76.00,70.00,12.00,Observation meteo du 2024-09-23 (automne)
1,2024-09-24,61.00,77.00,69.00,16.00,Observation meteo du 2024-09-24 (automne)
2,2024-09-24,61.00,81.00,71.00,20.00,Observation meteo du 2024-09-24 (automne)
1,2024-09-25,62.00,79.00,70.50,17.00,Observation meteo du 2024-09-25 (automne)
2,2024-09-25,61.00,83.00,72.00,22.00,Observation meteo du 2024-09-25 (automne)
1,2024-09-26,62.00,82.00,72.00,20.00,Observation meteo du 2024-09-26 (automne)
2,2024-09-26,65.00,85.00,75.00,20.00,Observation meteo du 2024-09-26 (automne)
1,2024-09-27,62.00,82.00,72.00,20.00,Observation meteo du 2024-09-27 (automne)
2,2024-09-27,65.00,76.00,70.50,11.00,Observation meteo du 2024-09-27 (automne)
1,2024-09-28,60.00,81.00,70.50,21.00,Observation meteo du 2024-09-28 (automne)
2,2024-09-28,63.00,81.00,72.00,18.00,Observation meteo du 2024-09-28 (automne)
1,2024-09-29,67.00,78.00,72.50,11.00,Observation meteo du 2024-09-29 (automne)
2,2024-09-29,66.00,81.00,73.50,15.00,Observation meteo du 2024-09-29 (automne)
1,2024-09-30,67.00,81.00,74.00,14.00,Observation meteo du 2024-09-30 (automne)
2,2024-09-30,70.00,83.00,76.50,13.00,Observation meteo du 2024-09-30 (automne)
