id_interne_plant,date,longueur,largeur,superficie,note
1345,2024-08-22,145,111,16095.00,""
1750,2024-05-13,42,27,1134.00,""
1750,2024-05-14,193,141,27213.00,""
1750,2024-05-17,62,89,5518.00,""
1750,2024-05-19,115,143,16445.00,""
1750,2024-05-22,182,27,4914.00,""
1750,2024-05-24,82,122,10004.00,""
1750,2024-05-27,86,55,4730.00,""
1750,2024-05-30,135,53,7155.00,""
1750,2024-06-05,238,123,29274.00,""
1750,2024-06-09,185,97,17945.00,""
1750,2024-06-12,128,229,29312.00,""
1750,2024-06-16,125,173,21625.00,""
1750,2024-06-19,218,89,19402.00,""
1750,2024-06-22,100,173,17300.00,""
1750,2024-06-30,219,167,36573.00,""
1750,2024-07-07,218,220,47960.00,""
1750,2024-07-08,337,90,30330.00,""
1750,2024-07-15,107,82,8774.00,""
1750,2024-07-18,137,228,31236.00,""
1750,2024-07-21,209,108,22572.00,""
1750,2024-07-22,110,119,13090.00,""
1750,2024-07-30,250,197,49250.00,""
1750,2024-08-01,315,53,16695.00,""
1750,2024-08-09,133,62,8246.00,""
1750,2024-08-12,80,79,6320.00,""
1750,2024-08-17,203,228,46284.00,""
1750,2024-08-21,87,140,12180.00,""
1750,2024-09-03,191,79,15089.00,""
1750,2024-09-04,283,162,45846.00,""
1750,2024-09-06,170,175,29750.00,""
1750,2024-09-07,207,101,20907.00,""
1750,2024-09-10,138,98,13524.00,""
1750,2024-09-12,221,75,16575.00,""
1750,2024-09-15,236,69,16284.00,""
1750,2024-09-19,122,116,14152.00,""
1750,2024-09-22,276,99,27324.00,""
1750,2024-09-23,154,85,13090.00,""
1750,2024-09-26,245,81,19845.00,""
1750,2024-09-28,179,137,24523.00,""
1750,2024-09-29,142,169,23998.00,""
1295,2024-05-17,82,71,5822.00,""
1295,2024-05-18,75,108,8100.00,""
1295,2024-05-20,89,46,4094.00,""
1295,2024-05-31,62,24,1488.00,""
1295,2024-06-03,157,245,38465.00,""
1295,2024-06-06,300,234,70200.00,""
1295,2024-06-07,335,172,57620.00,""
1295,2024-06-08,236,249,58764.00,""
1295,2024-06-17,179,235,42065.00,""
1295,2024-06-21,172,205,35260.00,""
1295,2024-06-24,138,203,28014.00,""
1295,2024-06-26,99,204,20196.00,""
1417,2024-05-15,191,141,26931.00,""
1417,2024-05-28,120,99,11880.00,""
1417,2024-05-29,69,38,2622.00,""
1417,2024-05-31,73,92,6716.00,""
1417,2024-06-03,317,203,64351.00,""
1417,2024-06-04,265,240,63600.00,""
1417,2024-06-05,120,113,13560.00,""
1417,2024-06-06,113,110,12430.00,""
1417,2024-06-08,155,110,17050.00,""
1417,2024-06-09,305,160,48800.00,""
1417,2024-06-17,97,154,14938.00,""
1417,2024-06-24,174,85,14790.00,""
1417,2024-06-26,126,238,29988.00,""
1417,2024-06-28,122,153,18666.00,""
1417,2024-07-01,273,200,54600.00,""
1417,2024-07-03,327,50,16350.00,""
1417,2024-07-10,350,72,25200.00,""
1417,2024-07-13,83,187,15521.00,""
1417,2024-07-18,105,129,13545.00,""
1417,2024-08-07,292,109,31828.00,""
1417,2024-08-10,309,195,60255.00,""
1417,2024-08-11,302,51,15402.00,""
1417,2024-08-12,121,196,23716.00,""
1417,2024-08-13,318,146,46428.00,""
1417,2024-08-23,259,188,48692.00,""
1442,2024-05-15,74,93,6882.00,""
1442,2024-05-17,123,135,16605.00,""
1442,2024-05-22,48,100,4800.00,""
1442,2024-05-26,75,32,2400.00,""
1442,2024-05-27,103,43,4429.00,""
1442,2024-06-06,350,153,53550.00,""
1442,2024-06-07,292,204,59568.00,""
1442,2024-06-08,182,83,15106.00,""
1442,2024-06-11,252,213,53676.00,""
1442,2024-06-13,114,162,18468.00,""
1442,2024-06-17,245,53,12985.00,""
1442,2024-06-22,129,140,18060.00,""
1442,2024-06-25,230,137,31510.00,""
1442,2024-06-28,255,216,55080.00,""
1442,2024-06-29,313,72,22536.00,""
1442,2024-07-02,133,178,23674.00,""
1442,2024-07-05,308,115,35420.00,""
1442,2024-07-12,313,180,56340.00,""
1442,2024-07-15,111,112,12432.00,""
1442,2024-07-17,211,210,44310.00,""
1442,2024-07-19,144,159,22896.00,""
1442,2024-07-22,195,165,32175.00,""
1442,2024-07-25,124,176,21824.00,""
1442,2024-07-27,345,237,81765.00,""
1442,2024-07-28,144,116,16704.00,""
1442,2024-08-04,224,184,41216.00,""
1442,2024-08-07,149,135,20115.00,""
1442,2024-08-08,102,172,17544.00,""
1442,2024-08-09,122,164,20008.00,""
1442,2024-08-11,260,75,19500.00,""
1442,2024-08-13,195,250,48750.00,""
1757,2024-05-16,200,63,12600.00,""
1757,2024-05-19,55,96,5280.00,""
1757,2024-05-21,149,137,20413.00,""
1757,2024-05-23,137,60,8220.00,""
1757,2024-05-25,152,46,6992.00,""
1757,2024-05-26,112,85,9520.00,""
1757,2024-05-31,55,86,4730.00,""
1757,2024-06-01,137,223,30551.00,""
1757,2024-06-10,168,178,29904.00,""
1757,2024-06-18,220,243,53460.00,""
1757,2024-06-19,155,101,15655.00,""
1757,2024-06-25,218,198,43164.00,""
1757,2024-06-29,216,243,52488.00,""
1757,2024-07-02,308,222,68376.00,""
1757,2024-07-04,336,94,31584.00,""
1757,2024-07-05,89,145,12905.00,""
1757,2024-07-08,185,93,17205.00,""
1757,2024-07-12,338,184,62192.00,""
1757,2024-07-13,240,118,28320.00,""
1757,2024-07-23,217,230,49910.00,""
1757,2024-08-04,259,58,15022.00,""
1757,2024-08-05,138,194,26772.00,""
1757,2024-08-12,174,54,9396.00,""
1757,2024-08-14,210,213,44730.00,""
1757,2024-08-17,251,53,13303.00,""
1757,2024-08-20,184,119,21896.00,""
1757,2024-08-23,269,195,52455.00,""
1757,2024-08-30,317,176,55792.00,""
1757,2024-08-31,198,167,33066.00,""
1757,2024-09-10,154,168,25872.00,""
1658,2024-05-15,96,23,2208.00,""
1658,2024-05-17,48,149,7152.00,""
1658,2024-05-18,142,121,17182.00,""
1658,2024-05-19,80,96,7680.00,""
1658,2024-05-20,48,70,3360.00,""
1658,2024-05-21,102,53,5406.00,""
1658,2024-05-23,169,116,19604.00,""
1658,2024-05-29,74,80,5920.00,""
1658,2024-05-30,73,21,1533.00,""
1658,2024-06-01,246,202,49692.00,""
1658,2024-06-13,311,136,42296.00,""
1658,2024-06-17,335,106,35510.00,""
1658,2024-06-20,327,242,79134.00,""
1658,2024-06-22,314,185,58090.00,""
1658,2024-06-26,189,147,27783.00,""
1658,2024-06-27,101,172,17372.00,""
1658,2024-06-28,257,62,15934.00,""
1658,2024-06-30,155,88,13640.00,""
1658,2024-07-03,186,204,37944.00,""
1658,2024-07-06,128,87,11136.00,""
1658,2024-07-08,146,173,25258.00,""
1658,2024-07-14,158,160,25280.00,""
1658,2024-07-16,290,225,65250.00,""
1658,2024-07-21,91,73,6643.00,""
1658,2024-07-22,331,226,74806.00,""
1658,2024-07-23,224,64,14336.00,""
1658,2024-08-03,281,201,56481.00,""
1658,2024-08-05,263,224,58912.00,""
1658,2024-08-08,330,76,25080.00,""
1658,2024-08-12,276,189,52164.00,""
1658,2024-08-15,265,119,31535.00,""
1658,2024-08-16,236,225,53100.00,""
1658,2024-08-18,187,134,25058.00,""
1658,2024-08-19,262,175,45850.00,""
1658,2024-08-23,250,230,57500.00,""
1658,2024-08-24,83,161,13363.00,""
1209,2024-05-17,162,69,11178.00,""
1209,2024-05-20,64,31,1984.00,""
1209,2024-05-21,71,147,10437.00,""
1209,2024-05-24,177,97,17169.00,""
1209,2024-05-25,172,99,17028.00,""
1209,2024-05-31,192,78,14976.00,""
1209,2024-06-02,171,225,38475.00,""
1209,2024-06-11,345,173,59685.00,""
1209,2024-06-16,105,54,5670.00,""
1209,2024-06-19,101,139,14039.00,""
1209,2024-06-20,262,74,19388.00,""
1209,2024-06-23,290,225,65250.00,""
1209,2024-07-02,122,192,23424.00,""
1209,2024-07-05,286,171,48906.00,""
1209,2024-07-09,275,86,23650.00,""
1209,2024-07-10,136,127,17272.00,""
1209,2024-07-13,314,157,49298.00,""
1209,2024-07-18,149,177,26373.00,""
1209,2024-07-29,137,128,17536.00,""
1209,2024-07-31,185,115,21275.00,""
1209,2024-08-03,175,208,36400.00,""
1209,2024-08-04,279,77,21483.00,""
1209,2024-08-06,322,178,57316.00,""
1209,2024-08-11,224,211,47264.00,""
1209,2024-08-14,149,134,19966.00,""
1209,2024-08-20,325,111,36075.00,""
1209,2024-08-25,280,239,66920.00,""
1209,2024-08-26,90,148,13320.00,""
1209,2024-08-28,315,222,69930.00,""
1209,2024-09-11,217,161,34937.00,""
1209,2024-09-14,138,154,21252.00,""
1209,2024-09-19,260,122,31720.00,""
1209,2024-09-21,206,163,33578.00,""
1229,2024-05-18,128,145,18560.00,""
1229,2024-05-27,166,30,4980.00,""
1229,2024-05-29,120,136,16320.00,""
1229,2024-05-30,90,30,2700.00,""
1229,2024-06-01,100,134,13400.00,""
1229,2024-06-02,184,177,32568.00,""
1229,2024-06-07,304,210,63840.00,""
1229,2024-06-08,185,105,19425.00,""
1229,2024-06-09,143,115,16445.00,""
1229,2024-06-10,197,159,31323.00,""
1229,2024-06-22,218,208,45344.00,""
1229,2024-06-26,256,125,32000.00,""
1229,2024-06-28,81,62,5022.00,""
1229,2024-06-29,174,203,35322.00,""
1233,2024-05-14,83,86,7138.00,""
1233,2024-05-16,96,114,10944.00,""
1233,2024-05-21,114,91,10374.00,""
1233,2024-05-22,118,132,15576.00,""
1233,2024-05-27,59,67,3953.00,""
1233,2024-05-29,173,49,8477.00,""
1233,2024-05-31,135,130,17550.00,""
1233,2024-06-08,350,95,33250.00,""
1233,2024-06-11,168,61,10248.00,""
1233,2024-06-12,196,195,38220.00,""
1233,2024-06-14,299,141,42159.00,""
1233,2024-06-16,161,228,36708.00,""
1233,2024-06-17,264,240,63360.00,""
1233,2024-06-30,283,201,56883.00,""
1233,2024-07-01,139,87,12093.00,""
1233,2024-07-03,200,164,32800.00,""
1233,2024-07-05,348,245,85260.00,""
1233,2024-07-07,110,249,27390.00,""
1233,2024-07-11,106,190,20140.00,""
1233,2024-07-13,229,244,55876.00,""
1233,2024-07-14,319,80,25520.00,""
1374,2024-05-17,190,70,13300.00,""
1374,2024-05-19,133,64,8512.00,""
1374,2024-05-21,187,108,20196.00,""
1374,2024-05-24,141,94,13254.00,""
1374,2024-05-28,42,101,4242.00,""
1374,2024-05-29,157,59,9263.00,""
1374,2024-06-01,333,125,41625.00,""
1374,2024-06-06,248,89,22072.00,""
1374,2024-06-12,252,102,25704.00,""
1374,2024-06-13,251,100,25100.00,""
1374,2024-06-29,238,250,59500.00,""
1374,2024-07-03,169,160,27040.00,""
1374,2024-07-04,262,63,16506.00,""
1374,2024-07-07,220,154,33880.00,""
1374,2024-07-08,287,215,61705.00,""
1374,2024-07-21,294,184,54096.00,""
1374,2024-07-22,215,231,49665.00,""
1374,2024-07-26,104,81,8424.00,""
1374,2024-08-07,243,181,43983.00,""
1374,2024-08-14,183,98,17934.00,""
1374,2024-08-15,198,59,11682.00,""
1374,2024-08-19,212,185,39220.00,""
1374,2024-08-21,248,234,58032.00,""
1374,2024-08-23,271,82,22222.00,""
1374,2024-08-25,312,150,46800.00,""
1374,2024-08-29,83,67,5561.00,""
1374,2024-09-04,266,122,32452.00,""
1374,2024-09-05,179,106,18974.00,""
1374,2024-09-06,292,173,50516.00,""
1622,2024-05-12,89,73,6497.00,""
1622,2024-05-18,161,122,19642.00,""
1622,2024-05-21,154,50,7700.00,""
1622,2024-05-28,100,113,11300.00,""
1622,2024-05-29,115,122,14030.00,""
1622,2024-05-30,42,22,924.00,""
1622,2024-06-03,146,73,10658.00,""
1622,2024-06-04,161,191,30751.00,""
1622,2024-06-10,102,138,14076.00,""
1622,2024-06-22,243,55,13365.00,""
1622,2024-06-25,120,202,24240.00,""
1622,2024-07-02,304,74,22496.00,""
1622,2024-07-04,274,135,36990.00,""
1622,2024-07-08,273,242,66066.00,""
1622,2024-07-10,166,174,28884.00,""
1622,2024-07-11,121,206,24926.00,""
1622,2024-07-13,237,203,48111.00,""
1622,2024-07-16,272,218,59296.00,""
1622,2024-07-17,87,91,7917.00,""
1622,2024-07-18,348,182,63336.00,""
1622,2024-07-19,246,60,14760.00,""
1622,2024-07-20,313,141,44133.00,""
1622,2024-07-21,332,103,34196.00,""
1622,2024-07-26,297,192,57024.00,""
1622,2024-07-29,237,50,11850.00,""
1622,2024-07-31,254,122,30988.00,""
1622,2024-08-01,122,55,6710.00,""
1622,2024-08-06,231,220,50820.00,""
1622,2024-08-07,156,135,21060.00,""
1622,2024-08-11,318,167,53106.00,""
1622,2024-08-27,288,54,15552.00,""
1387,2024-05-16,53,86,4558.00,""
1387,2024-05-17,52,48,2496.00,""
1387,2024-05-18,118,122,14396.00,""
1387,2024-05-21,126,100,12600.00,""
1387,2024-05-22,157,94,14758.00,""
1387,2024-05-24,102,40,4080.00,""
1387,2024-05-25,154,140,21560.00,""
1387,2024-05-29,65,122,7930.00,""
1387,2024-06-01,135,209,28215.00,""
1387,2024-06-08,113,115,12995.00,""
1387,2024-06-10,81,54,4374.00,""
1387,2024-06-11,93,123,11439.00,""
1387,2024-06-28,112,187,20944.00,""
1387,2024-07-07,248,160,39680.00,""
1387,2024-07-08,205,111,22755.00,""
1387,2024-07-12,155,53,8215.00,""
1387,2024-07-13,250,134,33500.00,""
1387,2024-07-17,142,155,22010.00,""
1387,2024-07-18,273,171,46683.00,""
1387,2024-07-24,221,221,48841.00,""
1387,2024-07-26,134,103,13802.00,""
1387,2024-07-29,304,158,48032.00,""
1387,2024-08-04,154,236,36344.00,""
1387,2024-08-10,122,198,24156.00,""
1387,2024-08-11,205,232,47560.00,""
1550,2024-05-17,175,35,6125.00,""
1550,2024-05-20,190,39,7410.00,""
1550,2024-05-24,173,95,16435.00,""
1550,2024-05-25,69,67,4623.00,""
1550,2024-05-27,176,140,24640.00,""
1550,2024-05-29,74,149,11026.00,""
1550,2024-05-30,179,94,16826.00,""
1550,2024-05-31,98,93,9114.00,""
1550,2024-06-04,271,95,25745.00,""
1550,2024-06-07,163,116,18908.00,""
1550,2024-06-18,251,123,30873.00,""
1550,2024-06-21,287,182,52234.00,""
1550,2024-06-23,215,96,20640.00,""
1550,2024-06-25,307,108,33156.00,""
1550,2024-06-27,228,197,44916.00,""
1550,2024-06-29,212,195,41340.00,""
1550,2024-07-01,96,183,17568.00,""
1550,2024-07-06,186,212,39432.00,""
1550,2024-07-08,287,240,68880.00,""
1550,2024-07-09,143,174,24882.00,""
1550,2024-07-13,329,207,68103.00,""
1550,2024-07-18,285,62,17670.00,""
1550,2024-07-19,199,249,49551.00,""
1550,2024-07-25,291,81,23571.00,""
1525,2024-05-16,46,107,4922.00,""
1525,2024-05-17,137,86,11782.00,""
1525,2024-05-21,113,96,10848.00,""
1525,2024-05-25,99,143,14157.00,""
1525,2024-05-30,186,48,8928.00,""
1525,2024-05-31,114,107,12198.00,""
1525,2024-06-10,254,229,58166.00,""
1525,2024-06-11,85,60,5100.00,""
1525,2024-06-14,227,103,23381.00,""
1525,2024-06-15,294,73,21462.00,""
1525,2024-06-22,260,207,53820.00,""
1525,2024-06-25,149,91,13559.00,""
1525,2024-06-27,331,178,58918.00,""
1525,2024-07-05,348,104,36192.00,""
1525,2024-07-06,262,203,53186.00,""
1525,2024-07-08,116,119,13804.00,""
1525,2024-07-12,154,137,21098.00,""
1525,2024-07-16,140,80,11200.00,""
1525,2024-07-17,201,198,39798.00,""
1525,2024-07-26,205,65,13325.00,""
1525,2024-07-28,271,247,66937.00,""
1525,2024-08-12,198,223,44154.00,""
1525,2024-08-13,135,138,18630.00,""
1525,2024-08-20,301,197,59297.00,""
1525,2024-08-22,236,224,52864.00,""
1525,2024-09-01,115,171,19665.00,""
1525,2024-09-04,101,185,18685.00,""
1683,2024-05-20,183,134,24522.00,""
1683,2024-05-28,168,110,18480.00,""
1683,2024-06-06,350,109,38150.00,""
1683,2024-06-07,309,205,63345.00,""
1683,2024-06-13,225,250,56250.00,""
1683,2024-06-15,293,170,49810.00,""
1683,2024-06-25,128,124,15872.00,""
1683,2024-06-27,174,105,18270.00,""
1683,2024-06-28,208,62,12896.00,""
1683,2024-07-02,333,54,17982.00,""
1683,2024-07-05,217,181,39277.00,""
1683,2024-07-16,211,187,39457.00,""
1683,2024-07-26,181,101,18281.00,""
1683,2024-07-28,254,59,14986.00,""
1683,2024-07-29,311,176,54736.00,""
1683,2024-07-31,86,228,19608.00,""
1683,2024-08-03,269,241,64829.00,""
1683,2024-08-07,349,250,87250.00,""
1683,2024-08-10,248,137,33976.00,""
1683,2024-08-14,123,60,7380.00,""
1683,2024-08-16,273,55,15015.00,""
1683,2024-08-18,282,130,36660.00,""
1647,2024-05-16,67,94,6298.00,""
1647,2024-05-17,193,137,26441.00,""
1647,2024-05-18,196,78,15288.00,""
1647,2024-05-22,126,125,15750.00,""
1647,2024-05-23,42,53,2226.00,""
1647,2024-05-24,179,144,25776.00,""
1647,2024-05-26,150,42,6300.00,""
1647,2024-05-29,178,102,18156.00,""
1647,2024-05-30,165,92,15180.00,""
1647,2024-06-01,281,212,59572.00,""
1647,2024-06-05,163,157,25591.00,""
1647,2024-06-15,189,166,31374.00,""
1647,2024-06-16,139,152,21128.00,""
1647,2024-06-18,291,88,25608.00,""
1647,2024-06-28,221,162,35802.00,""
1647,2024-07-02,345,153,52785.00,""
1647,2024-07-03,258,115,29670.00,""
1647,2024-07-04,288,124,35712.00,""
1647,2024-07-05,100,185,18500.00,""
1647,2024-07-09,142,208,29536.00,""
1647,2024-07-12,304,193,58672.00,""
1647,2024-07-13,296,156,46176.00,""
1647,2024-07-18,167,53,8851.00,""
1647,2024-07-19,107,208,22256.00,""
1647,2024-07-20,104,75,7800.00,""
1647,2024-07-21,143,69,9867.00,""
1647,2024-07-22,190,225,42750.00,""
1647,2024-07-23,152,196,29792.00,""
1602,2024-05-15,82,135,11070.00,""
1602,2024-05-16,193,130,25090.00,""
1602,2024-05-19,160,139,22240.00,""
1602,2024-05-21,91,33,3003.00,""
1602,2024-05-22,185,30,5550.00,""
1602,2024-05-27,126,56,7056.00,""
1602,2024-05-29,115,105,12075.00,""
1602,2024-06-02,104,119,12376.00,""
1602,2024-06-08,270,133,35910.00,""
1602,2024-06-14,309,58,17922.00,""
1602,2024-06-15,106,222,23532.00,""
1602,2024-06-16,240,139,33360.00,""
1602,2024-06-24,169,94,15886.00,""
1602,2024-06-26,174,192,33408.00,""
1602,2024-06-30,217,114,24738.00,""
1602,2024-07-01,291,208,60528.00,""
1602,2024-07-02,244,74,18056.00,""
1602,2024-07-09,224,250,56000.00,""
1602,2024-07-13,195,154,30030.00,""
1552,2024-05-12,103,87,8961.00,""
1552,2024-05-15,118,92,10856.00,""
1552,2024-05-22,50,61,3050.00,""
1552,2024-05-25,85,143,12155.00,""
1552,2024-05-28,150,43,6450.00,""
1552,2024-06-04,290,192,55680.00,""
1552,2024-06-05,159,120,19080.00,""
1552,2024-06-09,226,237,53562.00,""
1726,2024-05-11,129,46,5934.00,""
1726,2024-05-12,152,142,21584.00,""
1726,2024-05-14,177,68,12036.00,""
1726,2024-05-17,98,45,4410.00,""
1726,2024-05-18,190,100,19000.00,""
1726,2024-05-20,166,128,21248.00,""
1726,2024-05-21,78,34,2652.00,""
1726,2024-05-23,173,101,17473.00,""
1726,2024-05-25,121,127,15367.00,""
1726,2024-05-28,167,59,9853.00,""
1726,2024-05-29,131,47,6157.00,""
1726,2024-05-31,68,72,4896.00,""
1726,2024-06-06,181,119,21539.00,""
1726,2024-06-07,119,168,19992.00,""
1792,2024-05-22,154,25,3850.00,""
1792,2024-05-23,117,20,2340.00,""
1792,2024-05-24,197,24,4728.00,""
1792,2024-05-25,90,94,8460.00,""
1792,2024-05-27,137,56,7672.00,""
1792,2024-05-30,64,45,2880.00,""
1792,2024-06-02,87,211,18357.00,""
1792,2024-06-12,349,78,27222.00,""
1792,2024-06-14,177,213,37701.00,""
1792,2024-06-15,176,68,11968.00,""
1792,2024-06-19,154,52,8008.00,""
1792,2024-06-26,341,190,64790.00,""
1792,2024-06-30,194,245,47530.00,""
1792,2024-07-05,158,195,30810.00,""
1792,2024-07-09,310,113,35030.00,""
1792,2024-07-10,147,119,17493.00,""
1792,2024-07-12,175,70,12250.00,""
1792,2024-07-23,250,230,57500.00,""
1792,2024-07-24,322,135,43470.00,""
1792,2024-07-27,92,54,4968.00,""
1792,2024-07-29,206,80,16480.00,""
1507,2024-05-16,44,122,5368.00,""
1507,2024-05-17,196,128,25088.00,""
1507,2024-05-21,96,62,5952.00,""
1507,2024-05-22,91,139,12649.00,""
1507,2024-05-25,48,85,4080.00,""
1507,2024-05-27,122,83,10126.00,""
1507,2024-05-28,46,59,2714.00,""
1507,2024-05-29,103,136,14008.00,""
1507,2024-05-30,69,85,5865.00,""
1507,2024-06-08,81,198,16038.00,""
1507,2024-06-13,239,140,33460.00,""
1507,2024-06-16,251,125,31375.00,""
1507,2024-06-23,201,111,22311.00,""
1507,2024-06-24,164,129,21156.00,""
1507,2024-06-29,206,199,40994.00,""
1507,2024-07-06,242,51,12342.00,""
1507,2024-07-10,300,50,15000.00,""
1507,2024-07-18,281,62,17422.00,""
1507,2024-07-22,130,68,8840.00,""
1507,2024-08-09,268,67,17956.00,""
1507,2024-08-11,151,97,14647.00,""
1507,2024-08-12,226,170,38420.00,""
1507,2024-08-18,246,116,28536.00,""
1507,2024-08-20,88,133,11704.00,""
1507,2024-09-03,106,62,6572.00,""
1507,2024-09-08,288,129,37152.00,""
1507,2024-09-13,136,181,24616.00,""
1507,2024-09-14,275,91,25025.00,""
1507,2024-09-23,297,88,26136.00,""
1507,2024-09-24,117,168,19656.00,""
1507,2024-09-27,202,185,37370.00,""
1710,2024-05-11,173,80,13840.00,""
1710,2024-05-12,98,138,13524.00,""
1710,2024-05-20,163,83,13529.00,""
1710,2024-05-23,115,135,15525.00,""
1710,2024-05-30,197,106,20882.00,""
1710,2024-06-17,329,193,63497.00,""
1710,2024-06-22,345,228,78660.00,""
1710,2024-06-25,163,193,31459.00,""
1710,2024-07-01,118,79,9322.00,""
1710,2024-07-06,89,247,21983.00,""
1710,2024-07-09,137,210,28770.00,""
1710,2024-07-12,102,236,24072.00,""
1710,2024-07-16,191,220,42020.00,""
1710,2024-07-17,200,82,16400.00,""
1275,2024-05-11,167,131,21877.00,""
1275,2024-05-17,185,70,12950.00,""
1275,2024-05-18,182,108,19656.00,""
1275,2024-05-25,94,125,11750.00,""
