id_interne_zone,date,prec_tot,prec_nature,note
4,2024-05-25,15.00,B,Observation meteo du 2024-05-25 (printemps)
3,2024-05-26,28.00,B,Observation meteo du 2024-05-26 (printemps)
4,2024-05-26,23.00,P,Observation meteo du 2024-05-26 (printemps)
3,2024-05-27,6.00,P,Observation meteo du 2024-05-27 (printemps)
4,2024-05-27,,,Observation meteo du 2024-05-27 (printemps)
3,2024-05-28,7.00,P,Observation meteo du 2024-05-28 (printemps)
4,2024-05-28,7.00,B,Observation meteo du 2024-05-28 (printemps)
3,2024-05-29,25.00,P,Observation meteo du 2024-05-29 (printemps)
4,2024-05-29,,,Observation meteo du 2024-05-29 (printemps)
3,2024-05-30,20.00,P,Observation meteo du 2024-05-30 (printemps)
4,2024-05-30,,,Observation meteo du 2024-05-30 (printemps)
3,2024-05-31,28.00,B,Observation meteo du 2024-05-31 (printemps)
4,2024-05-31,9.00,P,Observation meteo du 2024-05-31 (printemps)
3,2024-06-01,,,Observation meteo du 2024-06-01 (ete)
4,2024-06-01,,,Observation meteo du 2024-06-01 (ete)
3,2024-06-02,,,Observation meteo du 2024-06-02 (ete)
4,2024-06-02,,,Observation meteo du 2024-06-02 (ete)
3,2024-06-03,,,Observation meteo du 2024-06-03 (ete)
4,2024-06-03,,,Observation meteo du 2024-06-03 (ete)
3,2024-06-04,,,Observation meteo du 2024-06-04 (ete)
4,2024-06-04,,,Observation meteo du 2024-06-04 (ete)
3,2024-06-05,11.00,P,Observation meteo du 2024-06-05 (ete)
4,2024-06-05,11.00,B,Observation meteo du 2024-06-05 (ete)
3,2024-06-06,17.00,B,Observation meteo du 2024-06-06 (ete)
4,2024-06-06,,,Observation meteo du 2024-06-06 (ete)
3,2024-06-07,23.00,B,Observation meteo du 2024-06-07 (ete)
4,2024-06-07,17.00,B,Observation meteo du 2024-06-07 (ete)
3,2024-06-08,,,Observation meteo du 2024-06-08 (ete)
4,2024-06-08,18.00,P,Observation meteo du 2024-06-08 (ete)
3,2024-06-09,,,Observation meteo du 2024-06-09 (ete)
4,2024-06-09,,,Observation meteo du 2024-06-09 (ete)
3,2024-06-10,,,Observation meteo du 2024-06-10 (ete)
4,2024-06-10,,,Observation meteo du 2024-06-10 (ete)
3,2024-06-11,,,Observation meteo du 2024-06-11 (ete)
4,2024-06-11,14.00,P,Observation meteo du 2024-06-11 (ete)
3,2024-06-12,21.00,P,Observation meteo du 2024-06-12 (ete)
4,2024-06-12,,,Observation meteo du 2024-06-12 (ete)
3,2024-06-13,19.00,P,Observation meteo du 2024-06-13 (ete)
4,2024-06-13,9.00,P,Observation meteo du 2024-06-13 (ete)
3,2024-06-14,,,Observation meteo du 2024-06-14 (ete)
4,2024-06-14,,,Observation meteo du 2024-06-14 (ete)
3,2024-06-15,,,Observation meteo du 2024-06-15 (ete)
4,2024-06-15,8.00,P,Observation meteo du 2024-06-15 (ete)
3,2024-06-16,,,Observation meteo du 2024-06-16 (ete)
4,2024-06-16,5.00,P,Observation meteo du 2024-06-16 (ete)
3,2024-06-17,,,Observation meteo du 2024-06-17 (ete)
4,2024-06-17,,,Observation meteo du 2024-06-17 (ete)
3,2024-06-18,,,Observation meteo du 2024-06-18 (ete)
4,2024-06-18,,,Observation meteo du 2024-06-18 (ete)
3,2024-06-19,16.00,P,Observation meteo du 2024-06-19 (ete)
4,2024-06-19,,,Observation meteo du 2024-06-19 (ete)
3,2024-06-20,,,Observation meteo du 2024-06-20 (ete)
4,2024-06-20,,,Observation meteo du 2024-06-20 (ete)
3,2024-06-21,13.00,B,Observation meteo du 2024-06-21 (ete)
4,2024-06-21,,,Observation meteo du 2024-06-21 (ete)
3,2024-06-22,23.00,B,Observation meteo du 2024-06-22 (ete)
4,2024-06-22,,,Observation meteo du 2024-06-22 (ete)
3,2024-06-23,,,Observation meteo du 2024-06-23 (ete)
4,2024-06-23,,,Observation meteo du 2024-06-23 (ete)
3,2024-06-24,,,Observation meteo du 2024-06-24 (ete)
4,2024-06-24,,,Observation meteo du 2024-06-24 (ete)
3,2024-06-25,,,Observation meteo du 2024-06-25 (ete)
4,2024-06-25,,,Observation meteo du 2024-06-25 (ete)
3,2024-06-26,22.00,B,Observation meteo du 2024-06-26 (ete)
4,2024-06-26,,,Observation meteo du 2024-06-26 (ete)
3,2024-06-27,,,Observation meteo du 2024-06-27 (ete)
4,2024-06-27,,,Observation meteo du 2024-06-27 (ete)
3,2024-06-28,,,Observation meteo du 2024-06-28 (ete)
4,2024-06-28,,,Observation meteo du 2024-06-28 (ete)
3,2024-06-29,11.00,B,Observation meteo du 2024-06-29 (ete)
4,2024-06-29,11.00,B,Observation meteo du 2024-06-29 (ete)
3,2024-06-30,,,Observation meteo du 2024-06-30 (ete)
4,2024-06-30,,,Observation meteo du 2024-06-30 (ete)
3,2024-07-01,,,Observation meteo du 2024-07-01 (ete)
4,2024-07-01,,,Observation meteo du 2024-07-01 (ete)
3,2024-07-02,,,Observation meteo du 2024-07-02 (ete)
4,2024-07-02,,,Observation meteo du 2024-07-02 (ete)
3,2024-07-03,,,Observation meteo du 2024-07-03 (ete)
4,2024-07-03,,,Observation meteo du 2024-07-03 (ete)
3,2024-07-04,,,Observation meteo du 2024-07-04 (ete)
4,2024-07-04,8.00,P,Observation meteo du 2024-07-04 (ete)
3,2024-07-05,,,Observation meteo du 2024-07-05 (ete)
4,2024-07-05,,,Observation meteo du 2024-07-05 (ete)
3,2024-07-06,,,Observation meteo du 2024-07-06 (ete)
4,2024-07-06,,,Observation meteo du 2024-07-06 (ete)
3,2024-07-07,,,Observation meteo du 2024-07-07 (ete)
4,2024-07-07,,,Observation meteo du 2024-07-07 (ete)
3,2024-07-08,,,Observation meteo du 2024-07-08 (ete)
4,2024-07-08,,,Observation meteo du 2024-07-08 (ete)
3,2024-07-09,19.00,P,Observation meteo du 2024-07-09 (ete)
4,2024-07-09,,,Observation meteo du 2024-07-09 (ete)
3,2024-07-10,,,Observation meteo du 2024-07-10 (ete)
4,2024-07-10,,,Observation meteo du 2024-07-10 (ete)
3,2024-07-11,,,Observation meteo du 2024-07-11 (ete)
4,2024-07-11,,,Observation meteo du 2024-07-11 (ete)
3,2024-07-12,,,Observation meteo du 2024-07-12 (ete)
4,2024-07-12,25.00,B,Observation meteo du 2024-07-12 (ete)
3,2024-07-13,,,Observation meteo du 2024-07-13 (ete)
4,2024-07-13,,,Observation meteo du 2024-07-13 (ete)
3,2024-07-14,,,Observation meteo du 2024-07-14 (ete)
4,2024-07-14,,,Observation meteo du 2024-07-14 (ete)
3,2024-07-15,8.00,B,Observation meteo du 2024-07-15 (ete)
4,2024-07-15,,,Observation meteo du 2024-07-15 (ete)
3,2024-07-16,,,Observation meteo du 2024-07-16 (ete)
4,2024-07-16,,,Observation meteo du 2024-07-16 (ete)
3,2024-07-17,,,Observation meteo du 2024-07-17 (ete)
4,2024-07-17,,,Observation meteo du 2024-07-17 (ete)
3,2024-07-18,,,Observation meteo du 2024-07-18 (ete)
4,2024-07-18,,,Observation meteo du 2024-07-18 (ete)
3,2024-07-19,,,Observation meteo du 2024-07-19 (ete)
4,2024-07-19,,,Observation meteo du 2024-07-19 (ete)
3,2024-07-20,,,Observation meteo du 2024-07-20 (ete)
4,2024-07-20,,,Observation meteo du 2024-07-20 (ete)
3,2024-07-21,10.00,P,Observation meteo du 2024-07-21 (ete)
4,2024-07-21,,,Observation meteo du 2024-07-21 (ete)
3,2024-07-22,,,Observation meteo du 2024-07-22 (ete)
4,2024-07-22,,,Observation meteo du 2024-07-22 (ete)
3,2024-07-23,16.00,P,Observation meteo du 2024-07-23 (ete)
4,2024-07-23,,,Observation meteo du 2024-07-23 (ete)
3,2024-07-24,,,Observation meteo du 2024-07-24 (ete)
4,2024-07-24,,,Observation meteo du 2024-07-24 (ete)
3,2024-07-25,8.00,B,Observation meteo du 2024-07-25 (ete)
4,2024-07-25,,,Observation meteo du 2024-07-25 (ete)
3,2024-07-26,,,Observation meteo du 2024-07-26 (ete)
4,2024-07-26,,,Observation meteo du 2024-07-26 (ete)
3,2024-07-27,,,Observation meteo du 2024-07-27 (ete)
4,2024-07-27,,,Observation meteo du 2024-07-27 (ete)
3,2024-07-28,,,Observation meteo du 2024-07-28 (ete)
4,2024-07-28,,,Observation meteo du 2024-07-28 (ete)
3,2024-07-29,,,Observation meteo du 2024-07-29 (ete)
4,2024-07-29,22.00,B,Observation meteo du 2024-07-29 (ete)
3,2024-07-30,15.00,B,Observation meteo du 2024-07-30 (ete)
4,2024-07-30,,,Observation meteo du 2024-07-30 (ete)
3,2024-07-31,,,Observation meteo du 2024-07-31 (ete)
4,2024-07-31,,,Observation meteo du 2024-07-31 (ete)
3,2024-08-01,,,Observation meteo du 2024-08-01 (ete)
4,2024-08-01,,,Observation meteo du 2024-08-01 (ete)
3,2024-08-02,,,Observation meteo du 2024-08-02 (ete)
4,2024-08-02,,,Observation meteo du 2024-08-02 (ete)
3,2024-08-03,,,Observation meteo du 2024-08-03 (ete)
4,2024-08-03,,,Observation meteo du 2024-08-03 (ete)
3,2024-08-04,,,Observation meteo du 2024-08-04 (ete)
4,2024-08-04,,,Observation meteo du 2024-08-04 (ete)
3,2024-08-05,10.00,B,Observation meteo du 2024-08-05 (ete)
4,2024-08-05,,,Observation meteo du 2024-08-05 (ete)
3,2024-08-06,,,Observation meteo du 2024-08-06 (ete)
4,2024-08-06,,,Observation meteo du 2024-08-06 (ete)
3,2024-08-07,,,Observation meteo du 2024-08-07 (ete)
4,2024-08-07,,,Observation meteo du 2024-08-07 (ete)
3,2024-08-08,10.00,B,Observation meteo du 2024-08-08 (ete)
4,2024-08-08,,,Observation meteo du 2024-08-08 (ete)
3,2024-08-09,,,Observation meteo du 2024-08-09 (ete)
4,2024-08-09,,,Observation meteo du 2024-08-09 (ete)
3,2024-08-10,,,Observation meteo du 2024-08-10 (ete)
4,2024-08-10,,,Observation meteo du 2024-08-10 (ete)
3,2024-08-11,19.00,B,Observation meteo du 2024-08-11 (ete)
4,2024-08-11,,,Observation meteo du 2024-08-11 (ete)
3,2024-08-12,,,Observation meteo du 2024-08-12 (ete)
4,2024-08-12,,,Observation meteo du 2024-08-12 (ete)
3,2024-08-13,,,Observation meteo du 2024-08-13 (ete)
4,2024-08-13,,,Observation meteo du 2024-08-13 (ete)
3,2024-08-14,,,Observation meteo du 2024-08-14 (ete)
4,2024-08-14,23.00,P,Observation meteo du 2024-08-14 (ete)
3,2024-08-15,,,Observation meteo du 2024-08-15 (ete)
4,2024-08-15,,,Observation meteo du 2024-08-15 (ete)
3,2024-08-16,5.00,B,Observation meteo du 2024-08-16 (ete)
4,2024-08-16,,,Observation meteo du 2024-08-16 (ete)
3,2024-08-17,,,Observation meteo du 2024-08-17 (ete)
4,2024-08-17,6.00,B,Observation meteo du 2024-08-17 (ete)
3,2024-08-18,,,Observation meteo du 2024-08-18 (ete)
4,2024-08-18,,,Observation meteo du 2024-08-18 (ete)
3,2024-08-19,17.00,B,Observation meteo du 2024-08-19 (ete)
4,2024-08-19,,,Observation meteo du 2024-08-19 (ete)
3,2024-08-20,,,Observation meteo du 2024-08-20 (ete)
4,2024-08-20,,,Observation meteo du 2024-08-20 (ete)
3,2024-08-21,,,Observation meteo du 2024-08-21 (ete)
4,2024-08-21,22.00,P,Observation meteo du 2024-08-21 (ete)
3,2024-08-22,,,Observation meteo du 2024-08-22 (ete)
4,2024-08-22,5.00,P,Observation meteo du 2024-08-22 (ete)
3,2024-08-23,,,Observation meteo du 2024-08-23 (ete)
4,2024-08-23,,,Observation meteo du 2024-08-23 (ete)
3,2024-08-24,,,Observation meteo du 2024-08-24 (ete)
4,2024-08-24,14.00,B,Observation meteo du 2024-08-24 (ete)
3,2024-08-25,12.00,P,Observation meteo du 2024-08-25 (ete)
4,2024-08-25,12.00,P,Observation meteo du 2024-08-25 (ete)
3,2024-08-26,,,Observation meteo du 2024-08-26 (ete)
4,2024-08-26,21.00,P,Observation meteo du 2024-08-26 (ete)
3,2024-08-27,,,Observation meteo du 2024-08-27 (ete)
4,2024-08-27,,,Observation meteo du 2024-08-27 (ete)
3,2024-08-28,,,Observation meteo du 2024-08-28 (ete)
4,2024-08-28,,,Observation meteo du 2024-08-28 (ete)
3,2024-08-29,,,Observation meteo du 2024-08-29 (ete)
4,2024-08-29,,,Observation meteo du 2024-08-29 (ete)
3,2024-08-30,,,Observation meteo du 2024-08-30 (ete)
4,2024-08-30,22.00,P,Observation meteo du 2024-08-30 (ete)
3,2024-08-31,,,Observation meteo du 2024-08-31 (ete)
4,2024-08-31,,,Observation meteo du 2024-08-31 (ete)
3,2024-09-01,26.00,P,Observation meteo du 2024-09-01 (automne)
4,2024-09-01,,,Observation meteo du 2024-09-01 (automne)
3,2024-09-02,21.00,B,Observation meteo du 2024-09-02 (automne)
4,2024-09-02,18.00,P,Observation meteo du 2024-09-02 (automne)
3,2024-09-03,24.00,B,Observation meteo du 2024-09-03 (automne)
4,2024-09-03,,,Observation meteo du 2024-09-03 (automne)
3,2024-09-04,18.00,P,Observation meteo du 2024-09-04 (automne)
4,2024-09-04,12.00,B,Observation meteo du 2024-09-04 (automne)
3,2024-09-05,,,Observation meteo du 2024-09-05 (automne)
4,2024-09-05,19.00,B,Observation meteo du 2024-09-05 (automne)
3,2024-09-06,8.00,B,Observation meteo du 2024-09-06 (automne)
4,2024-09-06,,,Observation meteo du 2024-09-06 (automne)
3,2024-09-07,,,Observation meteo du 2024-09-07 (automne)
4,2024-09-07,9.00,B,Observation meteo du 2024-09-07 (automne)
3,2024-09-08,4.00,P,Observation meteo du 2024-09-08 (automne)
4,2024-09-08,26.00,B,Observation meteo du 2024-09-08 (automne)
3,2024-09-09,,,Observation meteo du 2024-09-09 (automne)
4,2024-09-09,,,Observation meteo du 2024-09-09 (automne)
3,2024-09-10,,,Observation meteo du 2024-09-10 (automne)
4,2024-09-10,28.00,P,Observation meteo du 2024-09-10 (automne)
3,2024-09-11,,,Observation meteo du 2024-09-11 (automne)
4,2024-09-11,,,Observation meteo du 2024-09-11 (automne)
3,2024-09-12,6.00,B,Observation meteo du 2024-09-12 (automne)
4,2024-09-12,,,Observation meteo du 2024-09-12 (automne)
3,2024-09-13,,,Observation meteo du 2024-09-13 (automne)
4,2024-09-13,18.00,P,Observation meteo du 2024-09-13 (automne)
3,2024-09-14,15.00,B,Observation meteo du 2024-09-14 (automne)
4,2024-09-14,,,Observation meteo du 2024-09-14 (automne)
3,2024-09-15,,,Observation meteo du 2024-09-15 (automne)
4,2024-09-15,25.00,P,Observation meteo du 2024-09-15 (automne)
3,2024-09-16,7.00,B,Observation meteo du 2024-09-16 (automne)
4,2024-09-16,,,Observation meteo du 2024-09-16 (automne)
3,2024-09-17,,,Observation meteo du 2024-09-17 (automne)
4,2024-09-17,,,Observation meteo du 2024-09-17 (automne)
3,2024-09-18,,,Observation meteo du 2024-09-18 (automne)
4,2024-09-18,14.00,P,Observation meteo du 2024-09-18 (automne)
3,2024-09-19,,,Observation meteo du 2024-09-19 (automne)
4,2024-09-19,,,Observation meteo du 2024-09-19 (automne)
3,2024-09-20,,,Observation meteo du 2024-09-20 (automne)
4,2024-09-20,5.00,P,Observation meteo du 2024-09-20 (automne)
3,2024-09-21,,,Observation meteo du 2024-09-21 (automne)
4,2024-09-21,23.00,P,Observation meteo du 2024-09-21 (automne)
3,2024-09-22,8.00,P,Observation meteo du 2024-09-22 (automne)
4,2024-09-22,17.00,P,Observation meteo du 2024-09-22 (automne)
3,2024-09-23,19.00,P,Observation meteo du 2024-09-23 (automne)
4,2024-09-23,,,Observation meteo du 2024-09-23 (automne)
3,2024-09-24,,,Observation meteo du 2024-09-24 (automne)
4,2024-09-24,8.00,B,Observation meteo du 2024-09-24 (automne)
3,2024-09-25,,,Observation meteo du 2024-09-25 (automne)
4,2024-09-25,,,Observation meteo du 2024-09-25 (automne)
3,2024-09-26,,,Observation meteo du 2024-09-26 (automne)
4,2024-09-26,14.00,P,Observation meteo du 2024-09-26 (automne)
3,2024-09-27,,,Observation meteo du 2024-09-27 (automne)
4,2024-09-27,10.00,P,Observation meteo du 2024-09-27 (automne)
3,2024-09-28,28.00,P,Observation meteo du 2024-09-28 (automne)
4,2024-09-28,,,Observation meteo du 2024-09-28 (automne)
3,2024-09-29,,,Observation meteo du 2024-09-29 (automne)
4,2024-09-29,,,Observation meteo du 2024-09-29 (automne)
3,2024-09-30,10.00,P,Observation meteo du 2024-09-30 (automne)
4,2024-09-30,9.00,B,Observation meteo du 2024-09-30 (automne)
