parcelle_id,placette_id,peuplement,position
98,2,bétulai à érable et sapin,
86,2,sapinière à bouleau,
17,3,érablière à hêtre,
99,1,pessière à bouleau,
81,3,érablière à hêtre,
14,4,sapinière pure,
47,3,bétulai à érable et sapin,
42,1,sapinière pure,
54,4,sapinière pure,
37,2,bétulai à érable et sapin,
28,2,bétulai à érable et sapin,
8,2,bétulai à érable et sapin,
88,3,érablière à hêtre,
60,2,sapinière à bouleau,
62,2,bétulai à érable et sapin,
58,2,sapinière à bouleau,
85,3,érablière à hêtre,
83,1,pessière à bouleau,
35,2,bétulai à érable et sapin,
40,2,sapinière à bouleau,
25,2,sapinière à bouleau,
14,1,pessière à bouleau,
5,3,érablière à hêtre,
46,2,sapinière à bouleau,
72,1,pessière à bouleau,
95,1,sapinière pure,
90,2,sapinière à bouleau,
65,1,sapinière pure,
35,4,sapinière pure,
75,4,bétulai à érable et sapin,
66,2,sapinière à bouleau,
89,3,érablière à hêtre,
0,2,sapinière à bouleau,
19,1,pessière à bouleau,
72,3,érablière à hêtre,
44,3,bétulai à érable et sapin,
6,3,bétulai à érable et sapin,
61,3,bétulai à érable et sapin,
94,3,érablière à hêtre,
53,2,bétulai à érable et sapin,
98,4,bétulai à érable et sapin,
84,1,pessière à bouleau,
80,1,sapinière pure,
56,1,pessière à bouleau,
38,3,érablière à hêtre,
38,4,sapinière pure,
3,3,bétulai à érable et sapin,
76,4,bétulai à érable et sapin,
79,3,bétulai à érable et sapin,
29,4,bétulai à érable et sapin,
39,1,sapinière pure,
15,1,sapinière pure,
49,1,pessière à bouleau,
28,2,sapinière à bouleau,
93,4,sapinière pure,
1,1,sapinière pure,
54,3,érablière à hêtre,
35,2,sapinière à bouleau,
41,2,bétulai à érable et sapin,
0,4,bétulai à érable et sapin,
56,2,sapinière à bouleau,
46,4,bétulai à érable et sapin,
10,3,érablière à hêtre,
60,3,bétulai à érable et sapin,
84,2,sapinière à bouleau,
93,2,bétulai à érable et sapin,
8,2,sapinière à bouleau,
68,1,sapinière pure,
66,1,sapinière pure,
75,2,sapinière à bouleau,
51,1,pessière à bouleau,
53,4,bétulai à érable et sapin,
46,1,sapinière pure,
77,2,bétulai à érable et sapin,
12,4,sapinière pure,
32,2,sapinière à bouleau,
52,4,bétulai à érable et sapin,
70,4,bétulai à érable et sapin,
89,4,bétulai à érable et sapin,
20,3,bétulai à érable et sapin,
94,2,bétulai à érable et sapin,
40,1,sapinière pure,
76,3,bétulai à érable et sapin,
57,4,bétulai à érable et sapin,
36,1,pessière à bouleau,
88,2,bétulai à érable et sapin,
3,1,sapinière pure,
47,3,érablière à hêtre,
80,4,sapinière pure,
1,4,bétulai à érable et sapin,
48,2,bétulai à érable et sapin,
36,2,bétulai à érable et sapin,
13,4,bétulai à érable et sapin,
53,4,sapinière pure,
68,4,sapinière pure,
80,1,pessière à bouleau,
61,4,bétulai à érable et sapin,
8,4,bétulai à érable et sapin,
2,3,bétulai à érable et sapin,
21,1,pessière à bouleau,
96,1,sapinière pure,
27,3,érablière à hêtre,
17,1,sapinière pure,
0,1,sapinière pure,
48,4,sapinière pure,
39,3,érablière à hêtre,
40,3,érablière à hêtre,
81,2,sapinière à bouleau,
50,2,bétulai à érable et sapin,
37,1,pessière à bouleau,
62,1,sapinière pure,
31,2,bétulai à érable et sapin,
59,1,pessière à bouleau,
55,1,pessière à bouleau,
57,2,sapinière à bouleau,
49,3,érablière à hêtre,
9,4,bétulai à érable et sapin,
25,1,pessière à bouleau,
48,3,bétulai à érable et sapin,
72,1,sapinière pure,
6,1,sapinière pure,
9,4,sapinière pure,
97,4,sapinière pure,
36,3,bétulai à érable et sapin,
64,4,bétulai à érable et sapin,
43,3,érablière à hêtre,
51,4,sapinière pure,
15,3,bétulai à érable et sapin,
43,2,bétulai à érable et sapin,
38,2,sapinière à bouleau,
29,2,bétulai à érable et sapin,
19,3,bétulai à érable et sapin,
52,2,bétulai à érable et sapin,
28,1,pessière à bouleau,
18,2,bétulai à érable et sapin,
44,2,sapinière à bouleau,
22,4,sapinière pure,
39,4,sapinière pure,
74,3,bétulai à érable et sapin,
8,3,bétulai à érable et sapin,
13,2,sapinière à bouleau,
49,1,sapinière pure,
16,2,bétulai à érable et sapin,
14,2,bétulai à érable et sapin,
5,3,bétulai à érable et sapin,
68,3,bétulai à érable et sapin,
83,2,sapinière à bouleau,
60,4,sapinière pure,
46,3,érablière à hêtre,
23,1,sapinière pure,
90,4,sapinière pure,
42,3,érablière à hêtre,
4,3,érablière à hêtre,
29,3,bétulai à érable et sapin,
92,1,sapinière pure,
59,2,sapinière à bouleau,
98,1,sapinière pure,
63,2,sapinière à bouleau,
97,3,érablière à hêtre,
54,1,pessière à bouleau,
21,3,bétulai à érable et sapin,
26,4,bétulai à érable et sapin,
93,3,bétulai à érable et sapin,
47,4,sapinière pure,
80,3,bétulai à érable et sapin,
2,1,pessière à bouleau,
99,2,bétulai à érable et sapin,
13,3,bétulai à érable et sapin,
98,3,érablière à hêtre,
14,4,bétulai à érable et sapin,
34,1,pessière à bouleau,
72,4,bétulai à érable et sapin,
4,2,bétulai à érable et sapin,
19,4,bétulai à érable et sapin,
92,3,bétulai à érable et sapin,
81,4,sapinière pure,
22,1,pessière à bouleau,
71,1,sapinière pure,
66,4,bétulai à érable et sapin,
81,4,bétulai à érable et sapin,
10,4,bétulai à érable et sapin,
53,2,sapinière à bouleau,
10,2,bétulai à érable et sapin,
17,4,sapinière pure,
87,4,sapinière pure,
37,4,sapinière pure,
91,3,érablière à hêtre,
86,3,érablière à hêtre,
27,4,sapinière pure,
95,4,sapinière pure,
65,4,bétulai à érable et sapin,
84,2,bétulai à érable et sapin,
34,2,bétulai à érable et sapin,
89,3,bétulai à érable et sapin,
96,3,érablière à hêtre,
98,1,pessière à bouleau,
59,1,sapinière pure,
45,2,sapinière à bouleau,
32,1,sapinière pure,
88,1,pessière à bouleau,
48,2,sapinière à bouleau,
5,1,sapinière pure,
54,3,bétulai à érable et sapin,
47,2,sapinière à bouleau,
71,1,pessière à bouleau,
25,1,sapinière pure,
66,3,érablière à hêtre,
43,1,pessière à bouleau,
93,1,sapinière pure,
85,3,bétulai à érable et sapin,
73,1,sapinière pure,
21,4,sapinière pure,
14,3,érablière à hêtre,
60,1,pessière à bouleau,
2,4,sapinière pure,
43,1,sapinière pure,
65,3,érablière à hêtre,
40,4,bétulai à érable et sapin,
69,2,sapinière à bouleau,
15,2,bétulai à érable et sapin,
99,4,bétulai à érable et sapin,
83,3,bétulai à érable et sapin,
97,1,pessière à bouleau,
99,4,sapinière pure,
81,2,bétulai à érable et sapin,
82,2,bétulai à érable et sapin,
29,4,sapinière pure,
45,3,érablière à hêtre,
22,2,sapinière à bouleau,
47,4,bétulai à érable et sapin,
14,2,sapinière à bouleau,
71,4,bétulai à érable et sapin,
7,4,sapinière pure,
45,2,bétulai à érable et sapin,
49,4,sapinière pure,
12,3,bétulai à érable et sapin,
15,4,bétulai à érable et sapin,
67,1,pessière à bouleau,
99,3,érablière à hêtre,
43,2,sapinière à bouleau,
95,4,bétulai à érable et sapin,
33,1,sapinière pure,
11,1,pessière à bouleau,
28,3,érablière à hêtre,
76,1,pessière à bouleau,
24,3,érablière à hêtre,
39,2,sapinière à bouleau,
59,3,bétulai à érable et sapin,
0,3,érablière à hêtre,
29,2,sapinière à bouleau,
69,1,pessière à bouleau,
83,1,sapinière pure,
18,3,bétulai à érable et sapin,
39,1,pessière à bouleau,
5,2,bétulai à érable et sapin,
46,3,bétulai à érable et sapin,
6,4,bétulai à érable et sapin,
2,2,sapinière à bouleau,
25,2,bétulai à érable et sapin,
57,2,bétulai à érable et sapin,
54,2,sapinière à bouleau,
7,2,bétulai à érable et sapin,
19,2,bétulai à érable et sapin,
68,2,bétulai à érable et sapin,
16,1,pessière à bouleau,
73,1,pessière à bouleau,
83,3,érablière à hêtre,
27,4,bétulai à érable et sapin,
78,3,bétulai à érable et sapin,
95,3,érablière à hêtre,
89,4,sapinière pure,
42,4,bétulai à érable et sapin,
69,1,sapinière pure,
46,1,pessière à bouleau,
17,1,pessière à bouleau,
38,1,sapinière pure,
53,3,bétulai à érable et sapin,
6,3,érablière à hêtre,
59,3,érablière à hêtre,
64,2,bétulai à érable et sapin,
3,2,bétulai à érable et sapin,
6,2,sapinière à bouleau,
40,3,bétulai à érable et sapin,
81,1,sapinière pure,
49,4,bétulai à érable et sapin,
4,3,bétulai à érable et sapin,
79,3,érablière à hêtre,
67,3,érablière à hêtre,
96,3,bétulai à érable et sapin,
41,4,bétulai à érable et sapin,
46,2,bétulai à érable et sapin,
56,4,bétulai à érable et sapin,
86,1,sapinière pure,
13,1,pessière à bouleau,
75,3,érablière à hêtre,
5,1,pessière à bouleau,
74,2,sapinière à bouleau,
28,3,bétulai à érable et sapin,
9,1,pessière à bouleau,
90,1,pessière à bouleau,
43,4,bétulai à érable et sapin,
21,4,bétulai à érable et sapin,
70,2,bétulai à érable et sapin,
87,2,bétulai à érable et sapin,
79,4,bétulai à érable et sapin,
76,4,sapinière pure,
45,3,bétulai à érable et sapin,
2,4,bétulai à érable et sapin,
91,2,sapinière à bouleau,
43,4,sapinière pure,
