id_interne_zone,date,temp_min,temp_max,temp_moyenne,variation,note
2,2024-05-14,-5.00,15.00,5.00,20.00,Observation meteo du 2024-05-14 (printemps)
1,2024-05-15,-4.00,12.00,4.00,16.00,Observation meteo du 2024-05-15 (printemps)
2,2024-05-15,-4.00,13.00,4.50,17.00,Observation meteo du 2024-05-15 (printemps)
1,2024-05-16,-5.00,15.00,5.00,20.00,Observation meteo du 2024-05-16 (printemps)
2,2024-05-16,-2.00,15.00,6.50,17.00,Observation meteo du 2024-05-16 (printemps)
1,2024-05-17,-4.00,14.00,5.00,18.00,Observation meteo du 2024-05-17 (printemps)
2,2024-05-17,-2.00,14.00,6.00,16.00,Observation meteo du 2024-05-17 (printemps)
1,2024-05-18,-2.00,13.00,5.50,15.00,Observation meteo du 2024-05-18 (printemps)
2,2024-05-18,-3.00,11.00,4.00,14.00,Observation meteo du 2024-05-18 (printemps)
1,2024-05-19,-1.00,12.00,5.50,13.00,Observation meteo du 2024-05-19 (printemps)
2,2024-05-19,-5.00,13.00,4.00,18.00,Observation meteo du 2024-05-19 (printemps)
1,2024-05-20,-5.00,13.00,4.00,18.00,Observation meteo du 2024-05-20 (printemps)
2,2024-05-20,-1.00,10.00,4.50,11.00,Observation meteo du 2024-05-20 (printemps)
1,2024-05-21,-4.00,15.00,5.50,19.00,Observation meteo du 2024-05-21 (printemps)
2,2024-05-21,-2.00,12.00,5.00,14.00,Observation meteo du 2024-05-21 (printemps)
1,2024-05-22,-5.00,14.00,4.50,19.00,Observation meteo du 2024-05-22 (printemps)
2,2024-05-22,-4.00,14.00,5.00,18.00,Observation meteo du 2024-05-22 (printemps)
1,2024-05-23,-4.00,15.00,5.50,19.00,Observation meteo du 2024-05-23 (printemps)
2,2024-05-23,-4.00,13.00,4.50,17.00,Observation meteo du 2024-05-23 (printemps)
1,2024-05-24,-1.00,15.00,7.00,16.00,Observation meteo du 2024-05-24 (printemps)
2,2024-05-24,0.00,11.00,5.50,11.00,Observation meteo du 2024-05-24 (printemps)
1,2024-05-25,-2.00,15.00,6.50,17.00,Observation meteo du 2024-05-25 (printemps)
2,2024-05-25,0.00,14.00,7.00,14.00,Observation meteo du 2024-05-25 (printemps)
1,2024-05-26,-4.00,13.00,4.50,17.00,Observation meteo du 2024-05-26 (printemps)
2,2024-05-26,-1.00,11.00,5.00,12.00,Observation meteo du 2024-05-26 (printemps)
1,2024-05-27,-2.00,12.00,5.00,14.00,Observation meteo du 2024-05-27 (printemps)
2,2024-05-27,-2.00,11.00,4.50,13.00,Observation meteo du 2024-05-27 (printemps)
1,2024-05-28,0.00,13.00,6.50,13.00,Observation meteo du 2024-05-28 (printemps)
2,2024-05-28,-3.00,12.00,4.50,15.00,Observation meteo du 2024-05-28 (printemps)
1,2024-05-29,-5.00,15.00,5.00,20.00,Observation meteo du 2024-05-29 (printemps)
2,2024-05-29,-5.00,10.00,2.50,15.00,Observation meteo du 2024-05-29 (printemps)
1,2024-05-30,0.00,14.00,7.00,14.00,Observation meteo du 2024-05-30 (printemps)
2,2024-05-30,-5.00,11.00,3.00,16.00,Observation meteo du 2024-05-30 (printemps)
1,2024-05-31,-2.00,14.00,6.00,16.00,Observation meteo du 2024-05-31 (printemps)
2,2024-05-31,-1.00,15.00,7.00,16.00,Observation meteo du 2024-05-31 (printemps)
1,2024-06-01,15.00,29.00,22.00,14.00,Observation meteo du 2024-06-01 (ete)
2,2024-06-01,14.00,26.00,20.00,12.00,Observation meteo du 2024-06-01 (ete)
1,2024-06-02,11.00,30.00,20.50,19.00,Observation meteo du 2024-06-02 (ete)
2,2024-06-02,12.00,27.00,19.50,15.00,Observation meteo du 2024-06-02 (ete)
1,2024-06-03,11.00,29.00,20.00,18.00,Observation meteo du 2024-06-03 (ete)
2,2024-06-03,10.00,27.00,18.50,17.00,Observation meteo du 2024-06-03 (ete)
1,2024-06-04,11.00,26.00,18.50,15.00,Observation meteo du 2024-06-04 (ete)
2,2024-06-04,13.00,25.00,19.00,12.00,Observation meteo du 2024-06-04 (ete)
1,2024-06-05,13.00,26.00,19.50,13.00,Observation meteo du 2024-06-05 (ete)
2,2024-06-05,10.00,28.00,19.00,18.00,Observation meteo du 2024-06-05 (ete)
1,2024-06-06,10.00,29.00,19.50,19.00,Observation meteo du 2024-06-06 (ete)
2,2024-06-06,12.00,26.00,19.00,14.00,Observation meteo du 2024-06-06 (ete)
1,2024-06-07,13.00,26.00,19.50,13.00,Observation meteo du 2024-06-07 (ete)
2,2024-06-07,10.00,29.00,19.50,19.00,Observation meteo du 2024-06-07 (ete)
1,2024-06-08,10.00,27.00,18.50,17.00,Observation meteo du 2024-06-08 (ete)
2,2024-06-08,13.00,25.00,19.00,12.00,Observation meteo du 2024-06-08 (ete)
1,2024-06-09,13.00,29.00,21.00,16.00,Observation meteo du 2024-06-09 (ete)
2,2024-06-09,13.00,27.00,20.00,14.00,Observation meteo du 2024-06-09 (ete)
1,2024-06-10,10.00,29.00,19.50,19.00,Observation meteo du 2024-06-10 (ete)
2,2024-06-10,15.00,30.00,22.50,15.00,Observation meteo du 2024-06-10 (ete)
1,2024-06-11,13.00,28.00,20.50,15.00,Observation meteo du 2024-06-11 (ete)
2,2024-06-11,11.00,27.00,19.00,16.00,Observation meteo du 2024-06-11 (ete)
1,2024-06-12,14.00,28.00,21.00,14.00,Observation meteo du 2024-06-12 (ete)
2,2024-06-12,15.00,29.00,22.00,14.00,Observation meteo du 2024-06-12 (ete)
1,2024-06-13,13.00,28.00,20.50,15.00,Observation meteo du 2024-06-13 (ete)
2,2024-06-13,12.00,25.00,18.50,13.00,Observation meteo du 2024-06-13 (ete)
1,2024-06-14,15.00,27.00,21.00,12.00,Observation meteo du 2024-06-14 (ete)
2,2024-06-14,11.00,25.00,18.00,14.00,Observation meteo du 2024-06-14 (ete)
1,2024-06-15,11.00,29.00,20.00,18.00,Observation meteo du 2024-06-15 (ete)
2,2024-06-15,15.00,28.00,21.50,13.00,Observation meteo du 2024-06-15 (ete)
1,2024-06-16,10.00,29.00,19.50,19.00,Observation meteo du 2024-06-16 (ete)
2,2024-06-16,11.00,27.00,19.00,16.00,Observation meteo du 2024-06-16 (ete)
1,2024-06-17,13.00,30.00,21.50,17.00,Observation meteo du 2024-06-17 (ete)
2,2024-06-17,13.00,26.00,19.50,13.00,Observation meteo du 2024-06-17 (ete)
1,2024-06-18,15.00,25.00,20.00,10.00,Observation meteo du 2024-06-18 (ete)
2,2024-06-18,12.00,25.00,18.50,13.00,Observation meteo du 2024-06-18 (ete)
1,2024-06-19,15.00,26.00,20.50,11.00,Observation meteo du 2024-06-19 (ete)
2,2024-06-19,14.00,30.00,22.00,16.00,Observation meteo du 2024-06-19 (ete)
1,2024-06-20,15.00,29.00,22.00,14.00,Observation meteo du 2024-06-20 (ete)
2,2024-06-20,12.00,25.00,18.50,13.00,Observation meteo du 2024-06-20 (ete)
1,2024-06-21,12.00,26.00,19.00,14.00,Observation meteo du 2024-06-21 (ete)
2,2024-06-21,12.00,30.00,21.00,18.00,Observation meteo du 2024-06-21 (ete)
1,2024-06-22,10.00,26.00,18.00,16.00,Observation meteo du 2024-06-22 (ete)
2,2024-06-22,14.00,25.00,19.50,11.00,Observation meteo du 2024-06-22 (ete)
1,2024-06-23,12.00,29.00,20.50,17.00,Observation meteo du 2024-06-23 (ete)
2,2024-06-23,10.00,28.00,19.00,18.00,Observation meteo du 2024-06-23 (ete)
1,2024-06-24,14.00,29.00,21.50,15.00,Observation meteo du 2024-06-24 (ete)
2,2024-06-24,11.00,26.00,18.50,15.00,Observation meteo du 2024-06-24 (ete)
1,2024-06-25,15.00,26.00,20.50,11.00,Observation meteo du 2024-06-25 (ete)
2,2024-06-25,10.00,26.00,18.00,16.00,Observation meteo du 2024-06-25 (ete)
1,2024-06-26,10.00,26.00,18.00,16.00,Observation meteo du 2024-06-26 (ete)
2,2024-06-26,15.00,26.00,20.50,11.00,Observation meteo du 2024-06-26 (ete)
1,2024-06-27,10.00,28.00,19.00,18.00,Observation meteo du 2024-06-27 (ete)
2,2024-06-27,14.00,30.00,22.00,16.00,Observation meteo du 2024-06-27 (ete)
1,2024-06-28,14.00,29.00,21.50,15.00,Observation meteo du 2024-06-28 (ete)
2,2024-06-28,11.00,27.00,19.00,16.00,Observation meteo du 2024-06-28 (ete)
1,2024-06-29,12.00,25.00,18.50,13.00,Observation meteo du 2024-06-29 (ete)
2,2024-06-29,15.00,25.00,20.00,10.00,Observation meteo du 2024-06-29 (ete)
1,2024-06-30,15.00,28.00,21.50,13.00,Observation meteo du 2024-06-30 (ete)
2,2024-06-30,15.00,28.00,21.50,13.00,Observation meteo du 2024-06-30 (ete)
1,2024-07-01,13.00,29.00,21.00,16.00,Observation meteo du 2024-07-01 (ete)
2,2024-07-01,11.00,25.00,18.00,14.00,Observation meteo du 2024-07-01 (ete)
1,2024-07-02,15.00,27.00,21.00,12.00,Observation meteo du 2024-07-02 (ete)
2,2024-07-02,12.00,28.00,20.00,16.00,Observation meteo du 2024-07-02 (ete)
1,2024-07-03,10.00,26.00,18.00,16.00,Observation meteo du 2024-07-03 (ete)
2,2024-07-03,13.00,26.00,19.50,13.00,Observation meteo du 2024-07-03 (ete)
1,2024-07-04,14.00,27.00,20.50,13.00,Observation meteo du 2024-07-04 (ete)
2,2024-07-04,12.00,28.00,20.00,16.00,Observation meteo du 2024-07-04 (ete)
1,2024-07-05,10.00,28.00,19.00,18.00,Observation meteo du 2024-07-05 (ete)
2,2024-07-05,12.00,30.00,21.00,18.00,Observation meteo du 2024-07-05 (ete)
1,2024-07-06,15.00,27.00,21.00,12.00,Observation meteo du 2024-07-06 (ete)
2,2024-07-06,10.00,29.00,19.50,19.00,Observation meteo du 2024-07-06 (ete)
1,2024-07-07,11.00,27.00,19.00,16.00,Observation meteo du 2024-07-07 (ete)
2,2024-07-07,10.00,30.00,20.00,20.00,Observation meteo du 2024-07-07 (ete)
1,2024-07-08,14.00,28.00,21.00,14.00,Observation meteo du 2024-07-08 (ete)
2,2024-07-08,11.00,29.00,20.00,18.00,Observation meteo du 2024-07-08 (ete)
1,2024-07-09,12.00,26.00,19.00,14.00,Observation meteo du 2024-07-09 (ete)
2,2024-07-09,10.00,29.00,19.50,19.00,Observation meteo du 2024-07-09 (ete)
1,2024-07-10,14.00,25.00,19.50,11.00,Observation meteo du 2024-07-10 (ete)
2,2024-07-10,15.00,27.00,21.00,12.00,Observation meteo du 2024-07-10 (ete)
1,2024-07-11,11.00,30.00,20.50,19.00,Observation meteo du 2024-07-11 (ete)
2,2024-07-11,13.00,27.00,20.00,14.00,Observation meteo du 2024-07-11 (ete)
1,2024-07-12,15.00,28.00,21.50,13.00,Observation meteo du 2024-07-12 (ete)
2,2024-07-12,13.00,27.00,20.00,14.00,Observation meteo du 2024-07-12 (ete)
1,2024-07-13,10.00,26.00,18.00,16.00,Observation meteo du 2024-07-13 (ete)
2,2024-07-13,14.00,25.00,19.50,11.00,Observation meteo du 2024-07-13 (ete)
1,2024-07-14,15.00,27.00,21.00,12.00,Observation meteo du 2024-07-14 (ete)
2,2024-07-14,10.00,28.00,19.00,18.00,Observation meteo du 2024-07-14 (ete)
1,2024-07-15,11.00,27.00,19.00,16.00,Observation meteo du 2024-07-15 (ete)
2,2024-07-15,15.00,28.00,21.50,13.00,Observation meteo du 2024-07-15 (ete)
1,2024-07-16,12.00,26.00,19.00,14.00,Observation meteo du 2024-07-16 (ete)
2,2024-07-16,14.00,30.00,22.00,16.00,Observation meteo du 2024-07-16 (ete)
1,2024-07-17,14.00,26.00,20.00,12.00,Observation meteo du 2024-07-17 (ete)
2,2024-07-17,15.00,28.00,21.50,13.00,Observation meteo du 2024-07-17 (ete)
1,2024-07-18,12.00,28.00,20.00,16.00,Observation meteo du 2024-07-18 (ete)
2,2024-07-18,10.00,25.00,17.50,15.00,Observation meteo du 2024-07-18 (ete)
1,2024-07-19,10.00,26.00,18.00,16.00,Observation meteo du 2024-07-19 (ete)
2,2024-07-19,13.00,28.00,20.50,15.00,Observation meteo du 2024-07-19 (ete)
1,2024-07-20,14.00,26.00,20.00,12.00,Observation meteo du 2024-07-20 (ete)
2,2024-07-20,10.00,26.00,18.00,16.00,Observation meteo du 2024-07-20 (ete)
1,2024-07-21,10.00,29.00,19.50,19.00,Observation meteo du 2024-07-21 (ete)
2,2024-07-21,11.00,28.00,19.50,17.00,Observation meteo du 2024-07-21 (ete)
1,2024-07-22,13.00,27.00,20.00,14.00,Observation meteo du 2024-07-22 (ete)
2,2024-07-22,15.00,28.00,21.50,13.00,Observation meteo du 2024-07-22 (ete)
1,2024-07-23,12.00,29.00,20.50,17.00,Observation meteo du 2024-07-23 (ete)
2,2024-07-23,15.00,29.00,22.00,14.00,Observation meteo du 2024-07-23 (ete)
1,2024-07-24,14.00,26.00,20.00,12.00,Observation meteo du 2024-07-24 (ete)
2,2024-07-24,14.00,28.00,21.00,14.00,Observation meteo du 2024-07-24 (ete)
1,2024-07-25,14.00,28.00,21.00,14.00,Observation meteo du 2024-07-25 (ete)
2,2024-07-25,15.00,26.00,20.50,11.00,Observation meteo du 2024-07-25 (ete)
1,2024-07-26,12.00,26.00,19.00,14.00,Observation meteo du 2024-07-26 (ete)
2,2024-07-26,10.00,29.00,19.50,19.00,Observation meteo du 2024-07-26 (ete)
1,2024-07-27,15.00,26.00,20.50,11.00,Observation meteo du 2024-07-27 (ete)
2,2024-07-27,14.00,26.00,20.00,12.00,Observation meteo du 2024-07-27 (ete)
1,2024-07-28,12.00,30.00,21.00,18.00,Observation meteo du 2024-07-28 (ete)
2,2024-07-28,10.00,30.00,20.00,20.00,Observation meteo du 2024-07-28 (ete)
1,2024-07-29,15.00,30.00,22.50,15.00,Observation meteo du 2024-07-29 (ete)
2,2024-07-29,15.00,25.00,20.00,10.00,Observation meteo du 2024-07-29 (ete)
1,2024-07-30,14.00,30.00,22.00,16.00,Observation meteo du 2024-07-30 (ete)
2,2024-07-30,13.00,29.00,21.00,16.00,Observation meteo du 2024-07-30 (ete)
1,2024-07-31,10.00,26.00,18.00,16.00,Observation meteo du 2024-07-31 (ete)
2,2024-07-31,10.00,26.00,18.00,16.00,Observation meteo du 2024-07-31 (ete)
1,2024-08-01,14.00,26.00,20.00,12.00,Observation meteo du 2024-08-01 (ete)
2,2024-08-01,13.00,28.00,20.50,15.00,Observation meteo du 2024-08-01 (ete)
1,2024-08-02,14.00,30.00,22.00,16.00,Observation meteo du 2024-08-02 (ete)
2,2024-08-02,10.00,29.00,19.50,19.00,Observation meteo du 2024-08-02 (ete)
1,2024-08-03,11.00,29.00,20.00,18.00,Observation meteo du 2024-08-03 (ete)
2,2024-08-03,12.00,25.00,18.50,13.00,Observation meteo du 2024-08-03 (ete)
1,2024-08-04,12.00,27.00,19.50,15.00,Observation meteo du 2024-08-04 (ete)
2,2024-08-04,10.00,25.00,17.50,15.00,Observation meteo du 2024-08-04 (ete)
1,2024-08-05,13.00,26.00,19.50,13.00,Observation meteo du 2024-08-05 (ete)
2,2024-08-05,10.00,26.00,18.00,16.00,Observation meteo du 2024-08-05 (ete)
1,2024-08-06,14.00,29.00,21.50,15.00,Observation meteo du 2024-08-06 (ete)
2,2024-08-06,11.00,26.00,18.50,15.00,Observation meteo du 2024-08-06 (ete)
1,2024-08-07,10.00,26.00,18.00,16.00,Observation meteo du 2024-08-07 (ete)
2,2024-08-07,10.00,29.00,19.50,19.00,Observation meteo du 2024-08-07 (ete)
1,2024-08-08,10.00,26.00,18.00,16.00,Observation meteo du 2024-08-08 (ete)
2,2024-08-08,13.00,26.00,19.50,13.00,Observation meteo du 2024-08-08 (ete)
1,2024-08-09,10.00,30.00,20.00,20.00,Observation meteo du 2024-08-09 (ete)
2,2024-08-09,11.00,25.00,18.00,14.00,Observation meteo du 2024-08-09 (ete)
1,2024-08-10,15.00,26.00,20.50,11.00,Observation meteo du 2024-08-10 (ete)
2,2024-08-10,11.00,29.00,20.00,18.00,Observation meteo du 2024-08-10 (ete)
1,2024-08-11,12.00,25.00,18.50,13.00,Observation meteo du 2024-08-11 (ete)
2,2024-08-11,14.00,25.00,19.50,11.00,Observation meteo du 2024-08-11 (ete)
1,2024-08-12,14.00,27.00,20.50,13.00,Observation meteo du 2024-08-12 (ete)
2,2024-08-12,10.00,28.00,19.00,18.00,Observation meteo du 2024-08-12 (ete)
1,2024-08-13,14.00,27.00,20.50,13.00,Observation meteo du 2024-08-13 (ete)
2,2024-08-13,12.00,27.00,19.50,15.00,Observation meteo du 2024-08-13 (ete)
1,2024-08-14,10.00,30.00,20.00,20.00,Observation meteo du 2024-08-14 (ete)
2,2024-08-14,12.00,27.00,19.50,15.00,Observation meteo du 2024-08-14 (ete)
1,2024-08-15,13.00,29.00,21.00,16.00,Observation meteo du 2024-08-15 (ete)
2,2024-08-15,10.00,28.00,19.00,18.00,Observation meteo du 2024-08-15 (ete)
1,2024-08-16,13.00,25.00,19.00,12.00,Observation meteo du 2024-08-16 (ete)
2,2024-08-16,15.00,30.00,22.50,15.00,Observation meteo du 2024-08-16 (ete)
1,2024-08-17,14.00,26.00,20.00,12.00,Observation meteo du 2024-08-17 (ete)
2,2024-08-17,12.00,28.00,20.00,16.00,Observation meteo du 2024-08-17 (ete)
1,2024-08-18,15.00,29.00,22.00,14.00,Observation meteo du 2024-08-18 (ete)
2,2024-08-18,12.00,26.00,19.00,14.00,Observation meteo du 2024-08-18 (ete)
1,2024-08-19,10.00,28.00,19.00,18.00,Observation meteo du 2024-08-19 (ete)
2,2024-08-19,13.00,25.00,19.00,12.00,Observation meteo du 2024-08-19 (ete)
1,2024-08-20,15.00,27.00,21.00,12.00,Observation meteo du 2024-08-20 (ete)
2,2024-08-20,14.00,25.00,19.50,11.00,Observation meteo du 2024-08-20 (ete)
1,2024-08-21,14.00,28.00,21.00,14.00,Observation meteo du 2024-08-21 (ete)
2,2024-08-21,12.00,25.00,18.50,13.00,Observation meteo du 2024-08-21 (ete)
1,2024-08-22,15.00,26.00,20.50,11.00,Observation meteo du 2024-08-22 (ete)
2,2024-08-22,12.00,28.00,20.00,16.00,Observation meteo du 2024-08-22 (ete)
1,2024-08-23,12.00,28.00,20.00,16.00,Observation meteo du 2024-08-23 (ete)
2,2024-08-23,12.00,30.00,21.00,18.00,Observation meteo du 2024-08-23 (ete)
1,2024-08-24,15.00,28.00,21.50,13.00,Observation meteo du 2024-08-24 (ete)
2,2024-08-24,15.00,29.00,22.00,14.00,Observation meteo du 2024-08-24 (ete)
1,2024-08-25,14.00,26.00,20.00,12.00,Observation meteo du 2024-08-25 (ete)
2,2024-08-25,13.00,27.00,20.00,14.00,Observation meteo du 2024-08-25 (ete)
1,2024-08-26,12.00,30.00,21.00,18.00,Observation meteo du 2024-08-26 (ete)
2,2024-08-26,15.00,25.00,20.00,10.00,Observation meteo du 2024-08-26 (ete)
1,2024-08-27,11.00,28.00,19.50,17.00,Observation meteo du 2024-08-27 (ete)
2,2024-08-27,15.00,27.00,21.00,12.00,Observation meteo du 2024-08-27 (ete)
1,2024-08-28,15.00,27.00,21.00,12.00,Observation meteo du 2024-08-28 (ete)
2,2024-08-28,13.00,26.00,19.50,13.00,Observation meteo du 2024-08-28 (ete)
1,2024-08-29,12.00,28.00,20.00,16.00,Observation meteo du 2024-08-29 (ete)
2,2024-08-29,11.00,29.00,20.00,18.00,Observation meteo du 2024-08-29 (ete)
1,2024-08-30,11.00,27.00,19.00,16.00,Observation meteo du 2024-08-30 (ete)
2,2024-08-30,11.00,25.00,18.00,14.00,Observation meteo du 2024-08-30 (ete)
1,2024-08-31,11.00,26.00,18.50,15.00,Observation meteo du 2024-08-31 (ete)
2,2024-08-31,15.00,29.00,22.00,14.00,Observation meteo du 2024-08-31 (ete)
1,2024-09-01,4.00,20.00,12.00,16.00,Observation meteo du 2024-09-01 (automne)
2,2024-09-01,4.00,19.00,11.50,15.00,Observation meteo du 2024-09-01 (automne)
1,2024-09-02,4.00,20.00,12.00,16.00,Observation meteo du 2024-09-02 (automne)
2,2024-09-02,0.00,17.00,8.50,17.00,Observation meteo du 2024-09-02 (automne)
1,2024-09-03,1.00,19.00,10.00,18.00,Observation meteo du 2024-09-03 (automne)
2,2024-09-03,1.00,20.00,10.50,19.00,Observation meteo du 2024-09-03 (automne)
1,2024-09-04,2.00,20.00,11.00,18.00,Observation meteo du 2024-09-04 (automne)
2,2024-09-04,0.00,16.00,8.00,16.00,Observation meteo du 2024-09-04 (automne)
1,2024-09-05,3.00,19.00,11.00,16.00,Observation meteo du 2024-09-05 (automne)
2,2024-09-05,4.00,15.00,9.50,11.00,Observation meteo du 2024-09-05 (automne)
1,2024-09-06,3.00,16.00,9.50,13.00,Observation meteo du 2024-09-06 (automne)
2,2024-09-06,5.00,18.00,11.50,13.00,Observation meteo du 2024-09-06 (automne)
1,2024-09-07,3.00,20.00,11.50,17.00,Observation meteo du 2024-09-07 (automne)
2,2024-09-07,4.00,16.00,10.00,12.00,Observation meteo du 2024-09-07 (automne)
1,2024-09-08,4.00,17.00,10.50,13.00,Observation meteo du 2024-09-08 (automne)
2,2024-09-08,3.00,17.00,10.00,14.00,Observation meteo du 2024-09-08 (automne)
1,2024-09-09,5.00,18.00,11.50,13.00,Observation meteo du 2024-09-09 (automne)
2,2024-09-09,4.00,20.00,12.00,16.00,Observation meteo du 2024-09-09 (automne)
1,2024-09-10,0.00,17.00,8.50,17.00,Observation meteo du 2024-09-10 (automne)
2,2024-09-10,5.00,16.00,10.50,11.00,Observation meteo du 2024-09-10 (automne)
1,2024-09-11,2.00,18.00,10.00,16.00,Observation meteo du 2024-09-11 (automne)
2,2024-09-11,3.00,17.00,10.00,14.00,Observation meteo du 2024-09-11 (automne)
1,2024-09-12,2.00,15.00,8.50,13.00,Observation meteo du 2024-09-12 (automne)
2,2024-09-12,1.00,19.00,10.00,18.00,Observation meteo du 2024-09-12 (automne)
1,2024-09-13,3.00,19.00,11.00,16.00,Observation meteo du 2024-09-13 (automne)
2,2024-09-13,1.00,16.00,8.50,15.00,Observation meteo du 2024-09-13 (automne)
1,2024-09-14,5.00,16.00,10.50,11.00,Observation meteo du 2024-09-14 (automne)
2,2024-09-14,5.00,17.00,11.00,12.00,Observation meteo du 2024-09-14 (automne)
1,2024-09-15,3.00,20.00,11.50,17.00,Observation meteo du 2024-09-15 (automne)
2,2024-09-15,0.00,17.00,8.50,17.00,Observation meteo du 2024-09-15 (automne)
1,2024-09-16,0.00,19.00,9.50,19.00,Observation meteo du 2024-09-16 (automne)
2,2024-09-16,1.00,18.00,9.50,17.00,Observation meteo du 2024-09-16 (automne)
1,2024-09-17,5.00,15.00,10.00,10.00,Observation meteo du 2024-09-17 (automne)
2,2024-09-17,2.00,19.00,10.50,17.00,Observation meteo du 2024-09-17 (automne)
1,2024-09-18,4.00,17.00,10.50,13.00,Observation meteo du 2024-09-18 (automne)
2,2024-09-18,5.00,19.00,12.00,14.00,Observation meteo du 2024-09-18 (automne)
1,2024-09-19,5.00,18.00,11.50,13.00,Observation meteo du 2024-09-19 (automne)
2,2024-09-19,4.00,17.00,10.50,13.00,Observation meteo du 2024-09-19 (automne)
1,2024-09-20,0.00,18.00,9.00,18.00,Observation meteo du 2024-09-20 (automne)
2,2024-09-20,5.00,15.00,10.00,10.00,Observation meteo du 2024-09-20 (automne)
1,2024-09-21,1.00,15.00,8.00,14.00,Observation meteo du 2024-09-21 (automne)
2,2024-09-21,0.00,18.00,9.00,18.00,Observation meteo du 2024-09-21 (automne)
1,2024-09-22,3.00,18.00,10.50,15.00,Observation meteo du 2024-09-22 (automne)
2,2024-09-22,0.00,15.00,7.50,15.00,Observation meteo du 2024-09-22 (automne)
1,2024-09-23,0.00,20.00,10.00,20.00,Observation meteo du 2024-09-23 (automne)
2,2024-09-23,5.00,20.00,12.50,15.00,Observation meteo du 2024-09-23 (automne)
1,2024-09-24,2.00,16.00,9.00,14.00,Observation meteo du 2024-09-24 (automne)
2,2024-09-24,0.00,18.00,9.00,18.00,Observation meteo du 2024-09-24 (automne)
1,2024-09-25,2.00,16.00,9.00,14.00,Observation meteo du 2024-09-25 (automne)
2,2024-09-25,0.00,19.00,9.50,19.00,Observation meteo du 2024-09-25 (automne)
1,2024-09-26,3.00,19.00,11.00,16.00,Observation meteo du 2024-09-26 (automne)
2,2024-09-26,2.00,19.00,10.50,17.00,Observation meteo du 2024-09-26 (automne)
1,2024-09-27,3.00,19.00,11.00,16.00,Observation meteo du 2024-09-27 (automne)
2,2024-09-27,5.00,15.00,10.00,10.00,Observation meteo du 2024-09-27 (automne)
1,2024-09-28,5.00,15.00,10.00,10.00,Observation meteo du 2024-09-28 (automne)
2,2024-09-28,2.00,15.00,8.50,13.00,Observation meteo du 2024-09-28 (automne)
1,2024-09-29,4.00,16.00,10.00,12.00,Observation meteo du 2024-09-29 (automne)
2,2024-09-29,4.00,20.00,12.00,16.00,Observation meteo du 2024-09-29 (automne)
1,2024-09-30,2.00,20.00,11.00,18.00,Observation meteo du 2024-09-30 (automne)
2,2024-09-30,1.00,17.00,9.00,16.00,Observation meteo du 2024-09-30 (automne)
