parcelle_id,placette_id,peuplement,position
554,N2,Pessière noire,53
462,N1,Érablière à bouleau jaune,61
706,N4,Érablière à bouleau jaune,5
330,S4,Sapinière à bouleau blanc,29
315,S4,Pinède grise,14
253,S3,Toundra arbustive,52
664,N3,Toundra arbustive,63
556,N2,Pessière noire,55
521,N2,Pinède grise,20
655,N3,Sapinière à bouleau blanc,54
312,S4,Bétulaie boréale,11
147,S2,Mélèzin mixte,46
232,S3,Bétulaie boréale,31
373,S4,Pessière noire,72
413,N1,Toundra arbustive,12
793,N4,Érablière à bouleau jaune,92
316,S4,Sapinière à bouleau blanc,15
735,N4,Bétulaie boréale,34
5,S1,Pinède grise,4
614,N3,Pinède grise,13
477,N1,Mélèzin mixte,76
278,S3,Bétulaie boréale,77
213,S3,Érablière à bouleau jaune,12
696,N3,Forêt alpine clairsemée,95
296,S3,Érablière à bouleau jaune,95
583,N2,Toundra arbustive,82
225,S3,Pinède grise,24
158,S2,Bétulaie boréale,57
615,N3,Mélèzin mixte,14
90,S1,Bétulaie boréale,89
668,N3,Mélèzin mixte,67
148,S2,Bétulaie boréale,47
276,S3,Sapinière à bouleau blanc,75
662,N3,Pessière noire,61
96,S1,Pessière noire,95
143,S2,Bétulaie boréale,42
776,N4,Érablière à bouleau jaune,75
283,S3,Pessière noire,82
648,N3,Pinède grise,47
363,S4,Sapinière à bouleau blanc,62
774,N4,Forêt alpine clairsemée,73
1,S1,Pessière noire,0
339,S4,Bétulaie boréale,38
280,S3,Mélèzin mixte,79
449,N1,Toundra arbustive,48
783,N4,Pessière noire,82
195,S2,Pessière noire,94
474,N1,Érablière à bouleau jaune,73
772,N4,Pinède grise,71
731,N4,Bétulaie boréale,30
183,S2,Érablière à bouleau jaune,82
290,S3,Pinède grise,89
425,N1,Pessière noire,24
770,N4,Pinède grise,69
589,N2,Toundra arbustive,88
485,N1,Bétulaie boréale,84
471,N1,Pinède grise,70
679,N3,Toundra arbustive,78
727,N4,Pinède grise,26
355,S4,Sapinière à bouleau blanc,54
329,S4,Érablière à bouleau jaune,28
39,S1,Bétulaie boréale,38
654,N3,Toundra arbustive,53
415,N1,Sapinière à bouleau blanc,14
761,N4,Pinède grise,60
122,S2,Bétulaie boréale,21
665,N3,Pinède grise,64
605,N3,Toundra arbustive,4
250,S3,Érablière à bouleau jaune,49
680,N3,Pinède grise,79
797,N4,Forêt alpine clairsemée,96
681,N3,Érablière à bouleau jaune,80
651,N3,Sapinière à bouleau blanc,50
585,N2,Pinède grise,84
341,S4,Toundra arbustive,40
31,S1,Mélèzin mixte,30
619,N3,Pinède grise,18
703,N4,Bétulaie boréale,2
314,S4,Bétulaie boréale,13
498,N1,Pinède grise,97
42,S1,Forêt alpine clairsemée,41
594,N2,Toundra arbustive,93
478,N1,Toundra arbustive,77
84,S1,Pessière noire,83
391,S4,Pinède grise,90
286,S3,Toundra arbustive,85
115,S2,Pessière noire,14
767,N4,Mélèzin mixte,66
304,S4,Pessière noire,3
551,N2,Érablière à bouleau jaune,50
14,S1,Pessière noire,13
361,S4,Bétulaie boréale,60
609,N3,Forêt alpine clairsemée,8
661,N3,Sapinière à bouleau blanc,60
287,S3,Pessière noire,86
228,S3,Sapinière à bouleau blanc,27
565,N2,Érablière à bouleau jaune,64
308,S4,Érablière à bouleau jaune,7
656,N3,Pessière noire,55
255,S3,Pinède grise,54
62,S1,Sapinière à bouleau blanc,61
490,N1,Sapinière à bouleau blanc,89
85,S1,Sapinière à bouleau blanc,84
666,N3,Pinède grise,65
259,S3,Forêt alpine clairsemée,58
77,S1,Érablière à bouleau jaune,76
251,S3,Toundra arbustive,50
441,N1,Toundra arbustive,40
799,N4,Sapinière à bouleau blanc,98
9,S1,Forêt alpine clairsemée,8
187,S2,Pinède grise,86
659,N3,Mélèzin mixte,58
644,N3,Sapinière à bouleau blanc,43
636,N3,Forêt alpine clairsemée,35
435,N1,Toundra arbustive,34
54,S1,Sapinière à bouleau blanc,53
420,N1,Toundra arbustive,19
505,N2,Sapinière à bouleau blanc,4
138,S2,Pinède grise,37
658,N3,Forêt alpine clairsemée,57
214,S3,Sapinière à bouleau blanc,13
185,S2,Pinède grise,84
32,S1,Forêt alpine clairsemée,31
713,N4,Pessière noire,12
452,N1,Forêt alpine clairsemée,51
172,S2,Érablière à bouleau jaune,71
108,S2,Bétulaie boréale,7
53,S1,Bétulaie boréale,52
124,S2,Sapinière à bouleau blanc,23
36,S1,Forêt alpine clairsemée,35
385,S4,Sapinière à bouleau blanc,84
427,N1,Forêt alpine clairsemée,26
347,S4,Forêt alpine clairsemée,46
768,N4,Érablière à bouleau jaune,67
482,N1,Forêt alpine clairsemée,81
672,N3,Forêt alpine clairsemée,71
577,N2,Pinède grise,76
429,N1,Érablière à bouleau jaune,28
318,S4,Pinède grise,17
300,S3,Bétulaie boréale,99
389,S4,Pessière noire,88
626,N3,Mélèzin mixte,25
319,S4,Mélèzin mixte,18
678,N3,Toundra arbustive,77
219,S3,Pessière noire,18
97,S1,Érablière à bouleau jaune,96
394,S4,Sapinière à bouleau blanc,93
4,S1,Mélèzin mixte,3
576,N2,Toundra arbustive,75
47,S1,Toundra arbustive,46
633,N3,Érablière à bouleau jaune,32
292,S3,Sapinière à bouleau blanc,91
433,N1,Sapinière à bouleau blanc,32
611,N3,Pessière noire,10
470,N1,Pessière noire,69
455,N1,Érablière à bouleau jaune,54
26,S1,Pinède grise,25
95,S1,Sapinière à bouleau blanc,94
337,S4,Bétulaie boréale,36
275,S3,Pinède grise,74
495,N1,Bétulaie boréale,94
444,N1,Sapinière à bouleau blanc,43
323,S4,Pinède grise,22
279,S3,Bétulaie boréale,78
281,S3,Érablière à bouleau jaune,80
390,S4,Bétulaie boréale,89
322,S4,Pinède grise,21
499,N1,Sapinière à bouleau blanc,98
15,S1,Bétulaie boréale,14
51,S1,Mélèzin mixte,50
28,S1,Mélèzin mixte,27
180,S2,Mélèzin mixte,79
156,S2,Mélèzin mixte,55
176,S2,Bétulaie boréale,75
80,S1,Pinède grise,79
192,S2,Érablière à bouleau jaune,91
38,S1,Toundra arbustive,37
621,N3,Mélèzin mixte,20
756,N4,Forêt alpine clairsemée,55
712,N4,Toundra arbustive,11
218,S3,Bétulaie boréale,17
652,N3,Érablière à bouleau jaune,51
114,S2,Pinède grise,13
310,S4,Pinède grise,9
674,N3,Pessière noire,73
742,N4,Pessière noire,41
86,S1,Forêt alpine clairsemée,85
68,S1,Érablière à bouleau jaune,67
56,S1,Bétulaie boréale,55
40,S1,Bétulaie boréale,39
351,S4,Toundra arbustive,50
27,S1,Pessière noire,26
460,N1,Toundra arbustive,59
408,N1,Forêt alpine clairsemée,7
245,S3,Sapinière à bouleau blanc,44
266,S3,Érablière à bouleau jaune,65
236,S3,Pessière noire,35
557,N2,Pinède grise,56
507,N2,Érablière à bouleau jaune,6
327,S4,Sapinière à bouleau blanc,26
582,N2,Bétulaie boréale,81
365,S4,Pinède grise,64
52,S1,Sapinière à bouleau blanc,51
694,N3,Pessière noire,93
324,S4,Bétulaie boréale,23
603,N3,Sapinière à bouleau blanc,2
202,S3,Toundra arbustive,1
10,S1,Sapinière à bouleau blanc,9
149,S2,Mélèzin mixte,48
417,N1,Érablière à bouleau jaune,16
738,N4,Érablière à bouleau jaune,37
412,N1,Bétulaie boréale,11
57,S1,Pessière noire,56
400,S4,Mélèzin mixte,99
370,S4,Toundra arbustive,69
790,N4,Sapinière à bouleau blanc,89
687,N3,Pinède grise,86
447,N1,Pessière noire,46
326,S4,Pinède grise,25
625,N3,Érablière à bouleau jaune,24
116,S2,Forêt alpine clairsemée,15
514,N2,Pinède grise,13
372,S4,Mélèzin mixte,71
8,S1,Toundra arbustive,7
531,N2,Pinède grise,30
41,S1,Pinède grise,40
208,S3,Mélèzin mixte,7
749,N4,Sapinière à bouleau blanc,48
748,N4,Bétulaie boréale,47
45,S1,Forêt alpine clairsemée,44
525,N2,Sapinière à bouleau blanc,24
686,N3,Toundra arbustive,85
309,S4,Sapinière à bouleau blanc,8
362,S4,Mélèzin mixte,61
111,S2,Forêt alpine clairsemée,10
22,S1,Érablière à bouleau jaune,21
424,N1,Pinède grise,23
146,S2,Pinède grise,45
792,N4,Mélèzin mixte,91
663,N3,Forêt alpine clairsemée,62
223,S3,Sapinière à bouleau blanc,22
188,S2,Pessière noire,87
169,S2,Érablière à bouleau jaune,68
110,S2,Mélèzin mixte,9
398,S4,Sapinière à bouleau blanc,97
366,S4,Toundra arbustive,65
512,N2,Bétulaie boréale,11
73,S1,Sapinière à bouleau blanc,72
623,N3,Pinède grise,22
357,S4,Érablière à bouleau jaune,56
381,S4,Forêt alpine clairsemée,80
332,S4,Pinède grise,31
753,N4,Bétulaie boréale,52
388,S4,Forêt alpine clairsemée,87
58,S1,Érablière à bouleau jaune,57
126,S2,Toundra arbustive,25
265,S3,Toundra arbustive,64
29,S1,Pessière noire,28
788,N4,Toundra arbustive,87
349,S4,Toundra arbustive,48
342,S4,Bétulaie boréale,41
88,S1,Toundra arbustive,87
252,S3,Bétulaie boréale,51
140,S2,Toundra arbustive,39
707,N4,Mélèzin mixte,6
723,N4,Pinède grise,22
50,S1,Pessière noire,49
270,S3,Bétulaie boréale,69
593,N2,Forêt alpine clairsemée,92
215,S3,Bétulaie boréale,14
700,N3,Pinède grise,99
496,N1,Pessière noire,95
161,S2,Sapinière à bouleau blanc,60
480,N1,Sapinière à bouleau blanc,79
714,N4,Pinède grise,13
59,S1,Pinède grise,58
117,S2,Toundra arbustive,16
566,N2,Forêt alpine clairsemée,65
697,N3,Sapinière à bouleau blanc,96
167,S2,Pinède grise,66
404,N1,Forêt alpine clairsemée,3
497,N1,Sapinière à bouleau blanc,96
511,N2,Sapinière à bouleau blanc,10
546,N2,Toundra arbustive,45
152,S2,Pinède grise,51
67,S1,Érablière à bouleau jaune,66
55,S1,Mélèzin mixte,54
789,N4,Mélèzin mixte,88
414,N1,Mélèzin mixte,13
596,N2,Mélèzin mixte,95
676,N3,Bétulaie boréale,75
588,N2,Mélèzin mixte,87
602,N3,Bétulaie boréale,1
217,S3,Érablière à bouleau jaune,16
773,N4,Érablière à bouleau jaune,72
571,N2,Pinède grise,70
334,S4,Forêt alpine clairsemée,33
134,S2,Pinède grise,33
624,N3,Érablière à bouleau jaune,23
23,S1,Pessière noire,22
489,N1,Érablière à bouleau jaune,88
46,S1,Pessière noire,45
599,N2,Bétulaie boréale,98
534,N2,Mélèzin mixte,33
428,N1,Érablière à bouleau jaune,27
479,N1,Érablière à bouleau jaune,78
736,N4,Mélèzin mixte,35
584,N2,Érablière à bouleau jaune,83
212,S3,Sapinière à bouleau blanc,11
21,S1,Forêt alpine clairsemée,20
660,N3,Mélèzin mixte,59
141,S2,Bétulaie boréale,40
630,N3,Toundra arbustive,29
552,N2,Pessière noire,51
200,S2,Mélèzin mixte,99
606,N3,Pessière noire,5
268,S3,Sapinière à bouleau blanc,67
782,N4,Toundra arbustive,81
476,N1,Sapinière à bouleau blanc,75
616,N3,Pessière noire,15
395,S4,Sapinière à bouleau blanc,94
273,S3,Érablière à bouleau jaune,72
530,N2,Érablière à bouleau jaune,29
69,S1,Pessière noire,68
271,S3,Pinède grise,70
131,S2,Pessière noire,30
765,N4,Érablière à bouleau jaune,64
684,N3,Bétulaie boréale,83
635,N3,Érablière à bouleau jaune,34
113,S2,Pinède grise,12
193,S2,Mélèzin mixte,92
758,N4,Pinède grise,57
18,S1,Mélèzin mixte,17
448,N1,Pinède grise,47
262,S3,Érablière à bouleau jaune,61
177,S2,Mélèzin mixte,76
513,N2,Pessière noire,12
145,S2,Pessière noire,44
667,N3,Sapinière à bouleau blanc,66
579,N2,Pinède grise,78
543,N2,Pinède grise,42
673,N3,Mélèzin mixte,72
173,S2,Mélèzin mixte,72
677,N3,Forêt alpine clairsemée,76
550,N2,Toundra arbustive,49
486,N1,Toundra arbustive,85
354,S4,Bétulaie boréale,53
634,N3,Pinède grise,33
592,N2,Bétulaie boréale,91
586,N2,Bétulaie boréale,85
288,S3,Érablière à bouleau jaune,87
79,S1,Érablière à bouleau jaune,78
704,N4,Érablière à bouleau jaune,3
536,N2,Forêt alpine clairsemée,35
607,N3,Pessière noire,6
754,N4,Pinède grise,53
81,S1,Forêt alpine clairsemée,80
93,S1,Pinède grise,92
463,N1,Toundra arbustive,62
669,N3,Sapinière à bouleau blanc,68
535,N2,Pessière noire,34
261,S3,Bétulaie boréale,60
163,S2,Toundra arbustive,62
203,S3,Forêt alpine clairsemée,2
118,S2,Toundra arbustive,17
541,N2,Sapinière à bouleau blanc,40
746,N4,Érablière à bouleau jaune,45
103,S2,Forêt alpine clairsemée,2
732,N4,Forêt alpine clairsemée,31
257,S3,Sapinière à bouleau blanc,56
785,N4,Pinède grise,84
777,N4,Toundra arbustive,76
726,N4,Mélèzin mixte,25
186,S2,Bétulaie boréale,85
437,N1,Érablière à bouleau jaune,36
240,S3,Bétulaie boréale,39
17,S1,Pessière noire,16
559,N2,Bétulaie boréale,58
432,N1,Pessière noire,31
256,S3,Toundra arbustive,55
698,N3,Mélèzin mixte,97
689,N3,Pinède grise,88
675,N3,Érablière à bouleau jaune,74
502,N2,Mélèzin mixte,1
43,S1,Mélèzin mixte,42
328,S4,Toundra arbustive,27
137,S2,Pessière noire,36
125,S2,Pinède grise,24
751,N4,Sapinière à bouleau blanc,50
210,S3,Pinède grise,9
461,N1,Érablière à bouleau jaune,60
494,N1,Bétulaie boréale,93
739,N4,Pessière noire,38
737,N4,Pessière noire,36
106,S2,Sapinière à bouleau blanc,5
136,S2,Bétulaie boréale,35
766,N4,Mélèzin mixte,65
779,N4,Érablière à bouleau jaune,78
650,N3,Sapinière à bouleau blanc,49
629,N3,Forêt alpine clairsemée,28
387,S4,Mélèzin mixte,86
171,S2,Mélèzin mixte,70
685,N3,Bétulaie boréale,84
671,N3,Pinède grise,70
690,N3,Érablière à bouleau jaune,89
610,N3,Forêt alpine clairsemée,9
454,N1,Forêt alpine clairsemée,53
344,S4,Mélèzin mixte,43
234,S3,Bétulaie boréale,33
526,N2,Sapinière à bouleau blanc,25
456,N1,Érablière à bouleau jaune,55
16,S1,Bétulaie boréale,15
620,N3,Toundra arbustive,19
472,N1,Bétulaie boréale,71
144,S2,Bétulaie boréale,43
119,S2,Sapinière à bouleau blanc,18
639,N3,Pessière noire,38
248,S3,Pinède grise,47
752,N4,Mélèzin mixte,51
445,N1,Bétulaie boréale,44
642,N3,Mélèzin mixte,41
224,S3,Érablière à bouleau jaune,23
356,S4,Pessière noire,55
153,S2,Forêt alpine clairsemée,52
409,N1,Mélèzin mixte,8
378,S4,Toundra arbustive,77
335,S4,Mélèzin mixte,34
159,S2,Mélèzin mixte,58
301,S4,Érablière à bouleau jaune,0
718,N4,Mélèzin mixte,17
70,S1,Pinède grise,69
520,N2,Bétulaie boréale,19
82,S1,Bétulaie boréale,81
612,N3,Bétulaie boréale,11
112,S2,Pessière noire,11
657,N3,Sapinière à bouleau blanc,56
649,N3,Érablière à bouleau jaune,48
506,N2,Pessière noire,5
291,S3,Pessière noire,90
384,S4,Toundra arbustive,83
558,N2,Érablière à bouleau jaune,57
515,N2,Forêt alpine clairsemée,14
346,S4,Érablière à bouleau jaune,45
775,N4,Forêt alpine clairsemée,74
762,N4,Mélèzin mixte,61
796,N4,Bétulaie boréale,95
518,N2,Toundra arbustive,17
121,S2,Érablière à bouleau jaune,20
545,N2,Bétulaie boréale,44
198,S2,Forêt alpine clairsemée,97
780,N4,Érablière à bouleau jaune,79
194,S2,Érablière à bouleau jaune,93
401,N1,Pinède grise,0
3,S1,Toundra arbustive,2
405,N1,Forêt alpine clairsemée,4
343,S4,Mélèzin mixte,42
573,N2,Mélèzin mixte,72
538,N2,Bétulaie boréale,37
221,S3,Toundra arbustive,20
439,N1,Mélèzin mixte,38
321,S4,Pinède grise,20
450,N1,Forêt alpine clairsemée,49
491,N1,Mélèzin mixte,90
139,S2,Pinède grise,38
529,N2,Sapinière à bouleau blanc,28
6,S1,Forêt alpine clairsemée,5
670,N3,Pinède grise,69
760,N4,Pinède grise,59
24,S1,Érablière à bouleau jaune,23
320,S4,Mélèzin mixte,19
436,N1,Toundra arbustive,35
695,N3,Bétulaie boréale,94
632,N3,Pinède grise,31
553,N2,Mélèzin mixte,52
209,S3,Érablière à bouleau jaune,8
154,S2,Pessière noire,53
78,S1,Bétulaie boréale,77
532,N2,Érablière à bouleau jaune,31
522,N2,Pinède grise,21
800,N4,Pessière noire,99
380,S4,Pessière noire,79
306,S4,Toundra arbustive,5
469,N1,Toundra arbustive,68
438,N1,Mélèzin mixte,37
244,S3,Érablière à bouleau jaune,43
211,S3,Bétulaie boréale,10
778,N4,Toundra arbustive,77
368,S4,Érablière à bouleau jaune,67
483,N1,Toundra arbustive,82
386,S4,Bétulaie boréale,85
231,S3,Sapinière à bouleau blanc,30
426,N1,Bétulaie boréale,25
216,S3,Érablière à bouleau jaune,15
207,S3,Toundra arbustive,6
226,S3,Pinède grise,25
91,S1,Mélèzin mixte,90
135,S2,Sapinière à bouleau blanc,34
379,S4,Sapinière à bouleau blanc,78
359,S4,Pinède grise,58
132,S2,Forêt alpine clairsemée,31
500,N1,Bétulaie boréale,99
719,N4,Sapinière à bouleau blanc,18
101,S2,Pinède grise,0
699,N3,Bétulaie boréale,98
524,N2,Pinède grise,23
294,S3,Érablière à bouleau jaune,93
64,S1,Pessière noire,63
430,N1,Pinède grise,29
763,N4,Forêt alpine clairsemée,62
128,S2,Pessière noire,27
20,S1,Pinède grise,19
7,S1,Toundra arbustive,6
711,N4,Pessière noire,10
49,S1,Pinède grise,48
410,N1,Toundra arbustive,9
509,N2,Mélèzin mixte,8
475,N1,Pinède grise,74
402,N1,Sapinière à bouleau blanc,1
403,N1,Pinède grise,2
260,S3,Érablière à bouleau jaune,59
539,N2,Sapinière à bouleau blanc,38
574,N2,Toundra arbustive,73
35,S1,Pessière noire,34
277,S3,Érablière à bouleau jaune,76
547,N2,Érablière à bouleau jaune,46
608,N3,Pinède grise,7
364,S4,Toundra arbustive,63
160,S2,Pinède grise,59
564,N2,Érablière à bouleau jaune,63
89,S1,Mélèzin mixte,88
492,N1,Érablière à bouleau jaune,91
