id_interne_zone,date,prec_tot,prec_nature,note
2,2025-12-09,447,Neige,Observation automatique
2,2025-10-01,105,Neige,Observation automatique
1,2025-08-26,296,Neige,Observation automatique
2,2025-06-22,425,Neige,Observation automatique
2,2025-11-22,74,Neige,Observation automatique
1,2025-08-19,79,Neige,Observation automatique
2,2025-09-04,249,Neige,Observation automatique
1,2025-10-28,230,Neige,Observation automatique
1,2025-11-05,92,Neige,Observation automatique
1,2025-09-10,406,Neige,Observation automatique
1,2025-07-02,270,Neige,Observation automatique
2,2025-11-17,202,Neige,Observation automatique
2,2025-09-23,206,Neige,Observation automatique
2,2025-10-21,427,Neige,Observation automatique
1,2025-08-25,20,Neige,Observation automatique
1,2025-11-22,369,Neige,Observation automatique
1,2025-07-03,212,Neige,Observation automatique
2,2025-12-03,228,Neige,Observation automatique
1,2025-07-18,483,Neige,Observation automatique
1,2025-06-02,434,Neige,Observation automatique
2,2025-08-06,191,Neige,Observation automatique
1,2025-06-30,139,Neige,Observation automatique
2,2025-06-10,177,Neige,Observation automatique
2,2025-10-28,272,Neige,Observation automatique
2,2025-11-23,202,Neige,Observation automatique
1,2025-09-27,125,Neige,Observation automatique
1,2025-06-15,334,Neige,Observation automatique
2,2025-06-26,69,Neige,Observation automatique
2,2025-07-01,102,Neige,Observation automatique
2,2025-10-12,253,Neige,Observation automatique
1,2025-07-24,36,Neige,Observation automatique
1,2025-08-01,49,Neige,Observation automatique
1,2025-06-07,350,Neige,Observation automatique
1,2025-11-27,13,Neige,Observation automatique
1,2025-11-16,79,Neige,Observation automatique
2,2025-12-08,491,Neige,Observation automatique
2,2025-07-21,202,Neige,Observation automatique
2,2025-08-18,245,Neige,Observation automatique
1,2025-12-14,158,Neige,Observation automatique
2,2025-07-28,467,Neige,Observation automatique
2,2025-07-12,390,Neige,Observation automatique
2,2025-10-25,156,Neige,Observation automatique
2,2025-09-21,0,Neige,Observation automatique
1,2025-11-23,64,Neige,Observation automatique
1,2025-07-20,244,Neige,Observation automatique
1,2025-10-03,176,Neige,Observation automatique
2,2025-08-21,392,Neige,Observation automatique
1,2025-12-13,489,Neige,Observation automatique
1,2025-07-10,32,Neige,Observation automatique
2,2025-10-22,7,Neige,Observation automatique
1,2025-08-06,293,Neige,Observation automatique
1,2025-06-28,351,Neige,Observation automatique
1,2025-08-02,406,Neige,Observation automatique
1,2025-12-18,393,Neige,Observation automatique
2,2025-12-06,95,Neige,Observation automatique
2,2025-06-14,287,Neige,Observation automatique
2,2025-12-22,463,Neige,Observation automatique
2,2025-08-05,155,Neige,Observation automatique
2,2025-11-20,399,Neige,Observation automatique
2,2025-09-07,67,Neige,Observation automatique
1,2025-06-06,349,Neige,Observation automatique
1,2025-08-10,161,Neige,Observation automatique
2,2025-10-04,408,Neige,Observation automatique
2,2025-10-30,203,Neige,Observation automatique
2,2025-12-11,300,Neige,Observation automatique
2,2025-07-06,219,Neige,Observation automatique
1,2025-07-28,490,Neige,Observation automatique
1,2025-10-24,31,Neige,Observation automatique
2,2025-12-13,431,Neige,Observation automatique
2,2025-06-28,429,Neige,Observation automatique
1,2025-08-11,281,Neige,Observation automatique
1,2025-11-11,313,Neige,Observation automatique
1,2025-10-11,254,Neige,Observation automatique
2,2025-08-10,378,Neige,Observation automatique
2,2025-08-22,402,Neige,Observation automatique
2,2025-07-26,344,Neige,Observation automatique
2,2025-07-03,210,Neige,Observation automatique
2,2025-12-07,326,Neige,Observation automatique
1,2025-12-01,64,Neige,Observation automatique
1,2025-09-04,205,Neige,Observation automatique
2,2025-10-27,236,Neige,Observation automatique
2,2025-08-12,327,Neige,Observation automatique
2,2025-08-01,104,Neige,Observation automatique
1,2025-06-09,377,Neige,Observation automatique
2,2025-11-26,94,Neige,Observation automatique
1,2025-07-15,265,Neige,Observation automatique
2,2025-07-14,355,Neige,Observation automatique
1,2025-06-29,66,Neige,Observation automatique
2,2025-08-26,205,Neige,Observation automatique
1,2025-10-31,349,Neige,Observation automatique
2,2025-10-13,77,Neige,Observation automatique
2,2025-08-09,409,Neige,Observation automatique
1,2025-09-23,412,Neige,Observation automatique
1,2025-11-25,158,Neige,Observation automatique
1,2025-06-21,471,Neige,Observation automatique
2,2025-09-10,237,Neige,Observation automatique
2,2025-06-19,173,Neige,Observation automatique
1,2025-09-30,308,Neige,Observation automatique
2,2025-10-11,263,Neige,Observation automatique
2,2025-10-09,355,Neige,Observation automatique
2,2025-06-06,267,Neige,Observation automatique
2,2025-09-30,176,Neige,Observation automatique
2,2025-10-24,312,Neige,Observation automatique
2,2025-09-08,145,Neige,Observation automatique
2,2025-10-19,126,Neige,Observation automatique
2,2025-08-02,269,Neige,Observation automatique
2,2025-06-12,198,Neige,Observation automatique
1,2025-08-13,395,Neige,Observation automatique
2,2025-07-08,297,Neige,Observation automatique
2,2025-12-27,158,Neige,Observation automatique
1,2025-12-12,15,Neige,Observation automatique
1,2025-11-17,55,Neige,Observation automatique
1,2025-11-04,263,Neige,Observation automatique
1,2025-07-27,370,Neige,Observation automatique
2,2025-10-07,157,Neige,Observation automatique
1,2025-12-16,477,Neige,Observation automatique
1,2025-11-13,413,Pluie,Observation automatique
2,2025-09-13,471,Pluie,Observation automatique
1,2025-10-17,485,Pluie,Observation automatique
1,2025-12-19,172,Pluie,Observation automatique
1,2025-07-13,394,Pluie,Observation automatique
1,2025-10-01,245,Pluie,Observation automatique
1,2025-11-12,200,Pluie,Observation automatique
2,2025-09-17,389,Pluie,Observation automatique
2,2025-06-27,70,Pluie,Observation automatique
1,2025-08-04,456,Pluie,Observation automatique
1,2025-09-09,406,Pluie,Observation automatique
2,2025-09-11,331,Pluie,Observation automatique
2,2025-07-20,293,Pluie,Observation automatique
2,2025-12-15,374,Pluie,Observation automatique
2,2025-12-10,454,Pluie,Observation automatique
1,2025-08-07,57,Pluie,Observation automatique
2,2025-12-18,343,Pluie,Observation automatique
1,2025-12-04,162,Pluie,Observation automatique
1,2025-06-05,158,Pluie,Observation automatique
2,2025-07-30,13,Pluie,Observation automatique
1,2025-07-16,159,Pluie,Observation automatique
2,2025-08-19,374,Pluie,Observation automatique
1,2025-09-28,385,Pluie,Observation automatique
1,2025-10-10,430,Pluie,Observation automatique
1,2025-12-17,104,Pluie,Observation automatique
1,2025-12-25,196,Pluie,Observation automatique
1,2025-08-14,104,Pluie,Observation automatique
2,2025-06-02,153,Pluie,Observation automatique
2,2025-06-16,384,Pluie,Observation automatique
2,2025-12-17,146,Pluie,Observation automatique
2,2025-09-02,298,Pluie,Observation automatique
1,2025-08-31,173,Pluie,Observation automatique
2,2025-06-23,280,Pluie,Observation automatique
1,2025-12-03,492,Pluie,Observation automatique
1,2025-08-08,334,Pluie,Observation automatique
1,2025-12-21,283,Pluie,Observation automatique
2,2025-09-15,14,Pluie,Observation automatique
2,2025-09-25,189,Pluie,Observation automatique
2,2025-12-01,49,Pluie,Observation automatique
2,2025-06-01,54,Pluie,Observation automatique
1,2025-12-05,183,Pluie,Observation automatique
1,2025-10-19,332,Pluie,Observation automatique
1,2025-11-21,490,Pluie,Observation automatique
2,2025-07-19,18,Pluie,Observation automatique
1,2025-09-18,453,Pluie,Observation automatique
1,2025-10-08,212,Pluie,Observation automatique
1,2025-09-17,29,Pluie,Observation automatique
2,2025-12-04,463,Pluie,Observation automatique
2,2025-08-15,226,Pluie,Observation automatique
1,2025-06-18,114,Pluie,Observation automatique
1,2025-06-22,179,Pluie,Observation automatique
2,2025-10-31,22,Pluie,Observation automatique
2,2025-11-08,65,Pluie,Observation automatique
2,2025-06-09,58,Pluie,Observation automatique
1,2025-08-24,239,Pluie,Observation automatique
2,2025-10-17,241,Pluie,Observation automatique
1,2025-07-31,401,Pluie,Observation automatique
2,2025-11-10,18,Pluie,Observation automatique
2,2025-10-14,15,Pluie,Observation automatique
1,2025-11-30,151,Pluie,Observation automatique
2,2025-09-01,31,Pluie,Observation automatique
2,2025-10-16,57,Pluie,Observation automatique
1,2025-09-29,154,Pluie,Observation automatique
1,2025-12-28,175,Pluie,Observation automatique
2,2025-11-07,474,Pluie,Observation automatique
1,2025-09-16,102,Pluie,Observation automatique
2,2025-09-12,36,Pluie,Observation automatique
1,2025-10-23,377,Pluie,Observation automatique
2,2025-06-15,222,Pluie,Observation automatique
1,2025-06-13,419,Pluie,Observation automatique
2,2025-06-21,358,Pluie,Observation automatique
1,2025-09-08,29,Pluie,Observation automatique
1,2025-10-07,13,Pluie,Observation automatique
2,2025-11-03,95,Pluie,Observation automatique
2,2025-12-30,185,Pluie,Observation automatique
2,2025-08-28,402,Pluie,Observation automatique
1,2025-11-08,277,Pluie,Observation automatique
1,2025-12-20,499,Pluie,Observation automatique
2,2025-07-09,116,Pluie,Observation automatique
2,2025-07-16,384,Pluie,Observation automatique
2,2025-10-06,110,Pluie,Observation automatique
1,2025-08-12,197,Pluie,Observation automatique
2,2025-11-27,235,Pluie,Observation automatique
2,2025-10-03,191,Pluie,Observation automatique
1,2025-10-14,325,Pluie,Observation automatique
1,2025-12-26,453,Pluie,Observation automatique
1,2025-11-09,378,Pluie,Observation automatique
1,2025-07-21,362,Pluie,Observation automatique
2,2025-10-26,384,Pluie,Observation automatique
2,2025-11-28,75,Pluie,Observation automatique
1,2025-07-23,340,Pluie,Observation automatique
2,2025-11-15,246,Pluie,Observation automatique
2,2025-10-20,82,Pluie,Observation automatique
2,2025-11-24,202,Pluie,Observation automatique
2,2025-11-05,460,Pluie,Observation automatique
2,2025-08-23,36,Pluie,Observation automatique
2,2025-07-18,355,Pluie,Observation automatique
2,2025-07-10,328,Pluie,Observation automatique
2,2025-07-31,204,Pluie,Observation automatique
1,2025-11-24,305,Pluie,Observation automatique
1,2025-06-03,270,Pluie,Observation automatique
2,2025-07-17,267,Pluie,Observation automatique
1,2025-10-13,446,Pluie,Observation automatique
1,2025-08-29,334,Pluie,Observation automatique
2,2025-09-18,270,Pluie,Observation automatique
2,2025-11-18,127,Pluie,Observation automatique
2,2025-06-24,124,Pluie,Observation automatique
1,2025-09-13,334,Pluie,Observation automatique
1,2025-11-14,297,Pluie,Observation automatique
1,2025-09-06,405,Pluie,Observation automatique
1,2025-08-28,303,Pluie,Observation automatique
1,2025-12-24,404,Pluie,Observation automatique
2,2025-12-24,256,Pluie,Observation automatique
1,2025-06-10,29,Pluie,Observation automatique
1,2025-10-18,396,Pluie,Observation automatique
1,2025-09-02,438,Pluie,Observation automatique
2,2025-06-29,450,Pluie,Observation automatique
2,2025-06-11,172,Pluie,Observation automatique
1,2025-11-10,351,Pluie,Observation automatique
1,2025-09-03,264,Pluie,Observation automatique
1,2025-12-11,154,Pluie,Observation automatique
1,2025-08-27,360,Pluie,Observation automatique
1,2025-10-06,22,Pluie,Observation automatique
2,2025-12-25,329,Pluie,Observation automatique
1,2025-08-21,360,Pluie,Observation automatique
1,2025-07-17,178,Pluie,Observation automatique
2,2025-08-25,265,Pluie,Observation automatique
2,2025-06-25,409,Pluie,Observation automatique
1,2025-06-19,291,Pluie,Observation automatique
1,2025-12-06,34,Pluie,Observation automatique
1,2025-12-22,12,Pluie,Observation automatique
2,2025-06-03,327,Pluie,Observation automatique
2,2025-11-30,98,Pluie,Observation automatique
1,2025-08-18,438,Pluie,Observation automatique
2,2025-12-20,197,Pluie,Observation automatique
2,2025-11-25,118,Pluie,Observation automatique
1,2025-12-10,156,Pluie,Observation automatique
2,2025-07-27,248,Pluie,Observation automatique
2,2025-10-23,457,Pluie,Observation automatique
1,2025-06-04,314,Pluie,Observation automatique
2,2025-08-30,121,Pluie,Observation automatique
2,2025-07-15,324,Pluie,Observation automatique
2,2025-08-13,392,Pluie,Observation automatique
2,2025-09-28,64,Pluie,Observation automatique
1,2025-09-22,402,Pluie,Observation automatique
1,2025-10-12,128,Pluie,Observation automatique
1,2025-11-20,88,Pluie,Observation automatique
2,2025-06-13,51,Pluie,Observation automatique
1,2025-09-20,459,Pluie,Observation automatique
2,2025-09-24,138,Pluie,Observation automatique
