id_interne_zone,date,vent_min,vent_max,vent_moyenne,variation,note
2,2025-11-25,63,159,111.00,96.00,Observation automatique
1,2025-09-30,6,224,115.00,218.00,Observation automatique
1,2025-07-11,84,247,165.50,163.00,Observation automatique
1,2025-07-19,117,244,180.50,127.00,Observation automatique
2,2025-06-19,139,216,177.50,77.00,Observation automatique
2,2025-12-20,107,175,141.00,68.00,Observation automatique
2,2025-09-10,135,243,189.00,108.00,Observation automatique
1,2025-08-18,39,232,135.50,193.00,Observation automatique
2,2025-11-30,114,199,156.50,85.00,Observation automatique
2,2025-09-14,58,231,144.50,173.00,Observation automatique
2,2025-08-29,13,219,116.00,206.00,Observation automatique
1,2025-06-21,122,230,176.00,108.00,Observation automatique
2,2025-06-03,94,212,153.00,118.00,Observation automatique
1,2025-07-04,18,161,89.50,143.00,Observation automatique
1,2025-11-25,47,199,123.00,152.00,Observation automatique
2,2025-09-20,41,156,98.50,115.00,Observation automatique
2,2025-12-21,107,186,146.50,79.00,Observation automatique
1,2025-12-22,92,224,158.00,132.00,Observation automatique
1,2025-12-06,34,292,163.00,258.00,Observation automatique
1,2025-09-23,59,241,150.00,182.00,Observation automatique
1,2025-06-19,112,274,193.00,162.00,Observation automatique
2,2025-06-25,53,174,113.50,121.00,Observation automatique
2,2025-08-09,87,224,155.50,137.00,Observation automatique
2,2025-08-25,82,157,119.50,75.00,Observation automatique
2,2025-11-19,87,228,157.50,141.00,Observation automatique
1,2025-06-25,115,250,182.50,135.00,Observation automatique
2,2025-11-11,102,156,129.00,54.00,Observation automatique
1,2025-07-29,81,182,131.50,101.00,Observation automatique
2,2025-10-13,59,271,165.00,212.00,Observation automatique
1,2025-10-31,145,151,148.00,6.00,Observation automatique
1,2025-11-06,135,242,188.50,107.00,Observation automatique
1,2025-07-17,66,247,156.50,181.00,Observation automatique
1,2025-08-21,138,289,213.50,151.00,Observation automatique
2,2025-07-02,149,214,181.50,65.00,Observation automatique
2,2025-11-13,88,222,155.00,134.00,Observation automatique
1,2025-06-12,135,292,213.50,157.00,Observation automatique
2,2025-08-14,76,262,169.00,186.00,Observation automatique
2,2025-12-25,136,210,173.00,74.00,Observation automatique
2,2025-08-26,13,228,120.50,215.00,Observation automatique
1,2025-11-28,139,260,199.50,121.00,Observation automatique
1,2025-10-06,26,257,141.50,231.00,Observation automatique
1,2025-08-27,142,247,194.50,105.00,Observation automatique
1,2025-12-11,150,158,154.00,8.00,Observation automatique
1,2025-08-20,85,264,174.50,179.00,Observation automatique
1,2025-06-29,1,257,129.00,256.00,Observation automatique
2,2025-07-14,94,209,151.50,115.00,Observation automatique
1,2025-06-01,142,188,165.00,46.00,Observation automatique
1,2025-07-15,76,272,174.00,196.00,Observation automatique
1,2025-09-03,35,198,116.50,163.00,Observation automatique
2,2025-11-26,106,290,198.00,184.00,Observation automatique
1,2025-06-09,97,197,147.00,100.00,Observation automatique
1,2025-12-27,127,162,144.50,35.00,Observation automatique
1,2025-09-24,108,214,161.00,106.00,Observation automatique
1,2025-11-10,93,207,150.00,114.00,Observation automatique
2,2025-08-01,100,241,170.50,141.00,Observation automatique
2,2025-06-11,130,209,169.50,79.00,Observation automatique
2,2025-08-12,98,155,126.50,57.00,Observation automatique
2,2025-06-29,105,298,201.50,193.00,Observation automatique
2,2025-10-27,84,298,191.00,214.00,Observation automatique
1,2025-09-02,16,193,104.50,177.00,Observation automatique
1,2025-09-04,47,185,116.00,138.00,Observation automatique
1,2025-12-01,85,263,174.00,178.00,Observation automatique
2,2025-12-07,125,278,201.50,153.00,Observation automatique
1,2025-08-09,124,218,171.00,94.00,Observation automatique
1,2025-06-08,76,280,178.00,204.00,Observation automatique
2,2025-07-03,74,159,116.50,85.00,Observation automatique
1,2025-10-18,100,170,135.00,70.00,Observation automatique
1,2025-06-10,63,213,138.00,150.00,Observation automatique
1,2025-12-07,86,174,130.00,88.00,Observation automatique
2,2025-12-24,0,299,149.50,299.00,Observation automatique
1,2025-12-29,98,247,172.50,149.00,Observation automatique
2,2025-07-26,76,220,148.00,144.00,Observation automatique
1,2025-12-24,20,255,137.50,235.00,Observation automatique
1,2025-08-28,123,276,199.50,153.00,Observation automatique
1,2025-09-06,14,288,151.00,274.00,Observation automatique
1,2025-06-26,50,250,150.00,200.00,Observation automatique
2,2025-08-22,116,170,143.00,54.00,Observation automatique
1,2025-09-19,52,259,155.50,207.00,Observation automatique
1,2025-11-14,82,192,137.00,110.00,Observation automatique
1,2025-09-13,125,271,198.00,146.00,Observation automatique
2,2025-08-10,53,190,121.50,137.00,Observation automatique
2,2025-12-19,1,216,108.50,215.00,Observation automatique
1,2025-10-11,103,171,137.00,68.00,Observation automatique
2,2025-06-24,95,272,183.50,177.00,Observation automatique
2,2025-12-14,91,266,178.50,175.00,Observation automatique
1,2025-12-23,71,252,161.50,181.00,Observation automatique
2,2025-08-08,0,173,86.50,173.00,Observation automatique
1,2025-11-11,99,241,170.00,142.00,Observation automatique
2,2025-06-20,29,183,106.00,154.00,Observation automatique
1,2025-10-16,12,221,116.50,209.00,Observation automatique
2,2025-11-18,11,202,106.50,191.00,Observation automatique
1,2025-08-17,67,177,122.00,110.00,Observation automatique
2,2025-09-18,109,278,193.50,169.00,Observation automatique
1,2025-08-11,68,269,168.50,201.00,Observation automatique
2,2025-06-28,111,191,151.00,80.00,Observation automatique
2,2025-12-13,43,156,99.50,113.00,Observation automatique
1,2025-10-24,31,157,94.00,126.00,Observation automatique
2,2025-07-22,9,287,148.00,278.00,Observation automatique
1,2025-11-03,110,175,142.50,65.00,Observation automatique
1,2025-08-29,144,246,195.00,102.00,Observation automatique
1,2025-10-13,91,264,177.50,173.00,Observation automatique
1,2025-07-28,55,195,125.00,140.00,Observation automatique
2,2025-07-25,30,188,109.00,158.00,Observation automatique
2,2025-07-06,124,291,207.50,167.00,Observation automatique
2,2025-12-23,140,190,165.00,50.00,Observation automatique
2,2025-07-17,55,224,139.50,169.00,Observation automatique
1,2025-06-03,85,190,137.50,105.00,Observation automatique
2,2025-12-11,101,300,200.50,199.00,Observation automatique
2,2025-10-30,55,231,143.00,176.00,Observation automatique
1,2025-12-09,35,276,155.50,241.00,Observation automatique
2,2025-10-04,105,203,154.00,98.00,Observation automatique
1,2025-11-24,3,178,90.50,175.00,Observation automatique
1,2025-11-02,75,187,131.00,112.00,Observation automatique
1,2025-10-29,6,215,110.50,209.00,Observation automatique
1,2025-08-10,92,155,123.50,63.00,Observation automatique
2,2025-07-31,123,300,211.50,177.00,Observation automatique
2,2025-07-10,119,220,169.50,101.00,Observation automatique
1,2025-06-06,82,223,152.50,141.00,Observation automatique
2,2025-07-18,39,184,111.50,145.00,Observation automatique
2,2025-08-23,21,233,127.00,212.00,Observation automatique
1,2025-07-12,45,214,129.50,169.00,Observation automatique
2,2025-09-07,0,208,104.00,208.00,Observation automatique
2,2025-10-05,133,221,177.00,88.00,Observation automatique
2,2025-11-05,120,194,157.00,74.00,Observation automatique
2,2025-11-20,67,278,172.50,211.00,Observation automatique
2,2025-08-05,10,170,90.00,160.00,Observation automatique
2,2025-07-07,140,260,200.00,120.00,Observation automatique
1,2025-08-03,86,210,148.00,124.00,Observation automatique
2,2025-11-24,70,257,163.50,187.00,Observation automatique
2,2025-10-20,145,260,202.50,115.00,Observation automatique
2,2025-12-22,27,238,132.50,211.00,Observation automatique
2,2025-06-14,41,288,164.50,247.00,Observation automatique
2,2025-11-15,109,215,162.00,106.00,Observation automatique
1,2025-10-27,113,171,142.00,58.00,Observation automatique
2,2025-12-06,87,247,167.00,160.00,Observation automatique
1,2025-12-18,101,166,133.50,65.00,Observation automatique
1,2025-07-23,5,207,106.00,202.00,Observation automatique
2,2025-11-28,1,193,97.00,192.00,Observation automatique
2,2025-10-26,126,269,197.50,143.00,Observation automatique
1,2025-07-21,71,286,178.50,215.00,Observation automatique
1,2025-11-09,32,244,138.00,212.00,Observation automatique
1,2025-12-26,111,250,180.50,139.00,Observation automatique
1,2025-08-02,99,186,142.50,87.00,Observation automatique
1,2025-06-28,24,201,112.50,177.00,Observation automatique
1,2025-09-01,75,228,151.50,153.00,Observation automatique
2,2025-12-02,20,169,94.50,149.00,Observation automatique
1,2025-07-07,114,209,161.50,95.00,Observation automatique
1,2025-10-14,127,282,204.50,155.00,Observation automatique
1,2025-08-06,1,273,137.00,272.00,Observation automatique
2,2025-10-22,94,255,174.50,161.00,Observation automatique
1,2025-07-10,0,288,144.00,288.00,Observation automatique
2,2025-10-03,121,202,161.50,81.00,Observation automatique
2,2025-11-27,98,246,172.00,148.00,Observation automatique
1,2025-08-12,48,252,150.00,204.00,Observation automatique
1,2025-12-13,4,207,105.50,203.00,Observation automatique
2,2025-10-06,69,223,146.00,154.00,Observation automatique
2,2025-07-16,118,267,192.50,149.00,Observation automatique
2,2025-07-09,130,260,195.00,130.00,Observation automatique
1,2025-06-16,30,203,116.50,173.00,Observation automatique
1,2025-12-20,71,172,121.50,101.00,Observation automatique
1,2025-10-05,82,235,158.50,153.00,Observation automatique
2,2025-08-21,61,205,133.00,144.00,Observation automatique
1,2025-11-08,18,219,118.50,201.00,Observation automatique
1,2025-10-03,143,295,219.00,152.00,Observation automatique
1,2025-07-20,133,210,171.50,77.00,Observation automatique
1,2025-11-23,72,162,117.00,90.00,Observation automatique
1,2025-08-22,101,187,144.00,86.00,Observation automatique
2,2025-08-28,114,214,164.00,100.00,Observation automatique
2,2025-09-21,103,195,149.00,92.00,Observation automatique
2,2025-10-18,103,229,166.00,126.00,Observation automatique
1,2025-11-15,39,251,145.00,212.00,Observation automatique
2,2025-12-30,149,180,164.50,31.00,Observation automatique
2,2025-06-07,28,191,109.50,163.00,Observation automatique
2,2025-11-03,77,202,139.50,125.00,Observation automatique
2,2025-10-25,138,267,202.50,129.00,Observation automatique
2,2025-07-12,108,190,149.00,82.00,Observation automatique
2,2025-11-06,51,299,175.00,248.00,Observation automatique
2,2025-07-28,4,286,145.00,282.00,Observation automatique
1,2025-10-07,71,283,177.00,212.00,Observation automatique
2,2025-08-27,84,232,158.00,148.00,Observation automatique
1,2025-12-14,84,172,128.00,88.00,Observation automatique
2,2025-08-18,34,216,125.00,182.00,Observation automatique
2,2025-07-21,140,265,202.50,125.00,Observation automatique
1,2025-09-26,88,168,128.00,80.00,Observation automatique
2,2025-12-08,103,175,139.00,72.00,Observation automatique
1,2025-09-08,79,252,165.50,173.00,Observation automatique
1,2025-11-16,70,258,164.00,188.00,Observation automatique
1,2025-10-20,74,172,123.00,98.00,Observation automatique
1,2025-10-26,0,292,146.00,292.00,Observation automatique
2,2025-08-24,34,180,107.00,146.00,Observation automatique
1,2025-09-14,117,226,171.50,109.00,Observation automatique
1,2025-08-23,97,268,182.50,171.00,Observation automatique
2,2025-09-16,64,262,163.00,198.00,Observation automatique
1,2025-11-27,2,191,96.50,189.00,Observation automatique
2,2025-06-21,49,277,163.00,228.00,Observation automatique
2,2025-09-26,84,232,158.00,148.00,Observation automatique
1,2025-06-07,87,274,180.50,187.00,Observation automatique
2,2025-06-04,102,248,175.00,146.00,Observation automatique
1,2025-08-01,133,220,176.50,87.00,Observation automatique
1,2025-06-13,97,286,191.50,189.00,Observation automatique
2,2025-06-15,55,215,135.00,160.00,Observation automatique
1,2025-12-30,26,165,95.50,139.00,Observation automatique
1,2025-07-24,77,191,134.00,114.00,Observation automatique
2,2025-10-12,131,211,171.00,80.00,Observation automatique
2,2025-09-27,36,297,166.50,261.00,Observation automatique
1,2025-10-23,20,191,105.50,171.00,Observation automatique
1,2025-08-30,24,289,156.50,265.00,Observation automatique
2,2025-09-12,77,240,158.50,163.00,Observation automatique
1,2025-09-16,15,269,142.00,254.00,Observation automatique
2,2025-09-03,132,225,178.50,93.00,Observation automatique
1,2025-07-06,63,196,129.50,133.00,Observation automatique
1,2025-09-12,136,216,176.00,80.00,Observation automatique
2,2025-07-24,73,288,180.50,215.00,Observation automatique
1,2025-06-27,20,209,114.50,189.00,Observation automatique
1,2025-07-22,148,232,190.00,84.00,Observation automatique
2,2025-11-29,102,271,186.50,169.00,Observation automatique
2,2025-08-11,32,296,164.00,264.00,Observation automatique
2,2025-07-01,83,155,119.00,72.00,Observation automatique
2,2025-11-07,125,154,139.50,29.00,Observation automatique
1,2025-12-28,118,221,169.50,103.00,Observation automatique
1,2025-09-05,52,224,138.00,172.00,Observation automatique
2,2025-06-26,147,285,216.00,138.00,Observation automatique
1,2025-06-15,103,231,167.00,128.00,Observation automatique
2,2025-07-29,28,201,114.50,173.00,Observation automatique
1,2025-09-29,121,297,209.00,176.00,Observation automatique
1,2025-09-27,5,163,84.00,158.00,Observation automatique
2,2025-10-16,12,291,151.50,279.00,Observation automatique
2,2025-09-01,77,298,187.50,221.00,Observation automatique
2,2025-09-06,25,220,122.50,195.00,Observation automatique
1,2025-11-30,46,269,157.50,223.00,Observation automatique
2,2025-10-14,6,279,142.50,273.00,Observation automatique
2,2025-08-04,47,274,160.50,227.00,Observation automatique
1,2025-08-15,131,161,146.00,30.00,Observation automatique
2,2025-11-10,32,185,108.50,153.00,Observation automatique
2,2025-06-08,132,153,142.50,21.00,Observation automatique
1,2025-10-09,67,252,159.50,185.00,Observation automatique
2,2025-10-29,112,293,202.50,181.00,Observation automatique
2,2025-12-29,134,282,208.00,148.00,Observation automatique
2,2025-12-12,60,232,146.00,172.00,Observation automatique
2,2025-11-23,3,270,136.50,267.00,Observation automatique
2,2025-09-22,108,298,203.00,190.00,Observation automatique
2,2025-11-14,61,236,148.50,175.00,Observation automatique
1,2025-07-09,37,283,160.00,246.00,Observation automatique
1,2025-07-31,52,197,124.50,145.00,Observation automatique
2,2025-10-17,128,237,182.50,109.00,Observation automatique
1,2025-08-24,130,239,184.50,109.00,Observation automatique
2,2025-10-28,35,153,94.00,118.00,Observation automatique
2,2025-06-09,87,286,186.50,199.00,Observation automatique
2,2025-12-05,43,208,125.50,165.00,Observation automatique
1,2025-07-01,8,170,89.00,162.00,Observation automatique
2,2025-11-08,9,184,96.50,175.00,Observation automatique
2,2025-10-31,56,193,124.50,137.00,Observation automatique
1,2025-06-22,36,163,99.50,127.00,Observation automatique
2,2025-06-10,110,169,139.50,59.00,Observation automatique
2,2025-09-05,30,275,152.50,245.00,Observation automatique
1,2025-09-11,31,239,135.00,208.00,Observation automatique
1,2025-11-18,58,175,116.50,117.00,Observation automatique
1,2025-07-30,73,183,128.00,110.00,Observation automatique
1,2025-06-18,44,211,127.50,167.00,Observation automatique
1,2025-06-30,64,188,126.00,124.00,Observation automatique
2,2025-08-15,71,255,163.00,184.00,Observation automatique
1,2025-06-17,95,255,175.00,160.00,Observation automatique
2,2025-08-06,54,264,159.00,210.00,Observation automatique
2,2025-11-09,56,187,121.50,131.00,Observation automatique
1,2025-11-19,123,251,187.00,128.00,Observation automatique
2,2025-12-04,11,264,137.50,253.00,Observation automatique
1,2025-09-17,35,173,104.00,138.00,Observation automatique
1,2025-06-02,13,195,104.00,182.00,Observation automatique
1,2025-10-08,43,228,135.50,185.00,Observation automatique
1,2025-07-18,1,174,87.50,173.00,Observation automatique
2,2025-12-03,93,172,132.50,79.00,Observation automatique
1,2025-09-18,8,275,141.50,267.00,Observation automatique
2,2025-07-19,112,248,180.00,136.00,Observation automatique
1,2025-07-03,65,272,168.50,207.00,Observation automatique
1,2025-11-29,69,182,125.50,113.00,Observation automatique
1,2025-07-08,68,273,170.50,205.00,Observation automatique
1,2025-11-22,134,214,174.00,80.00,Observation automatique
1,2025-10-15,64,161,112.50,97.00,Observation automatique
1,2025-08-25,86,163,124.50,77.00,Observation automatique
1,2025-11-21,103,167,135.00,64.00,Observation automatique
2,2025-10-21,97,179,138.00,82.00,Observation automatique
2,2025-09-23,34,249,141.50,215.00,Observation automatique
2,2025-11-17,139,165,152.00,26.00,Observation automatique
2,2025-11-12,69,153,111.00,84.00,Observation automatique
1,2025-07-02,134,245,189.50,111.00,Observation automatique
1,2025-10-19,108,235,171.50,127.00,Observation automatique
1,2025-12-05,148,193,170.50,45.00,Observation automatique
1,2025-07-05,17,180,98.50,163.00,Observation automatique
2,2025-06-01,93,269,181.00,176.00,Observation automatique
2,2025-12-01,25,257,141.00,232.00,Observation automatique
2,2025-09-25,71,237,154.00,166.00,Observation automatique
1,2025-09-10,55,198,126.50,143.00,Observation automatique
2,2025-09-15,97,251,174.00,154.00,Observation automatique
1,2025-11-05,40,191,115.50,151.00,Observation automatique
1,2025-10-28,81,271,176.00,190.00,Observation automatique
1,2025-12-21,85,198,141.50,113.00,Observation automatique
1,2025-08-08,62,167,114.50,105.00,Observation automatique
2,2025-09-04,127,257,192.00,130.00,Observation automatique
1,2025-08-19,30,174,102.00,144.00,Observation automatique
1,2025-12-03,122,209,165.50,87.00,Observation automatique
1,2025-06-24,27,182,104.50,155.00,Observation automatique
2,2025-06-23,57,188,122.50,131.00,Observation automatique
1,2025-08-16,23,172,97.50,149.00,Observation automatique
1,2025-08-31,138,160,149.00,22.00,Observation automatique
2,2025-11-01,61,217,139.00,156.00,Observation automatique
2,2025-11-22,106,249,177.50,143.00,Observation automatique
2,2025-09-02,22,260,141.00,238.00,Observation automatique
1,2025-06-11,111,297,204.00,186.00,Observation automatique
2,2025-12-17,135,293,214.00,158.00,Observation automatique
2,2025-06-16,24,217,120.50,193.00,Observation automatique
2,2025-06-02,130,260,195.00,130.00,Observation automatique
2,2025-06-22,54,300,177.00,246.00,Observation automatique
1,2025-08-26,55,160,107.50,105.00,Observation automatique
1,2025-08-14,121,255,188.00,134.00,Observation automatique
1,2025-12-25,52,253,152.50,201.00,Observation automatique
2,2025-12-16,100,256,178.00,156.00,Observation automatique
2,2025-11-21,118,200,159.00,82.00,Observation automatique
2,2025-10-01,40,188,114.00,148.00,Observation automatique
1,2025-12-17,78,203,140.50,125.00,Observation automatique
2,2025-07-11,113,191,152.00,78.00,Observation automatique
1,2025-10-10,109,262,185.50,153.00,Observation automatique
2,2025-11-04,48,224,136.00,176.00,Observation automatique
2,2025-06-30,125,255,190.00,130.00,Observation automatique
2,2025-12-28,137,158,147.50,21.00,Observation automatique
1,2025-09-15,67,270,168.50,203.00,Observation automatique
2,2025-12-09,71,183,127.00,112.00,Observation automatique
2,2025-11-16,31,154,92.50,123.00,Observation automatique
2,2025-07-05,58,151,104.50,93.00,Observation automatique
1,2025-09-28,91,281,186.00,190.00,Observation automatique
1,2025-10-02,129,255,192.00,126.00,Observation automatique
2,2025-08-19,55,297,176.00,242.00,Observation automatique
1,2025-07-16,135,201,168.00,66.00,Observation automatique
1,2025-11-07,23,198,110.50,175.00,Observation automatique
1,2025-10-25,78,265,171.50,187.00,Observation automatique
2,2025-07-30,67,198,132.50,131.00,Observation automatique
1,2025-06-05,66,172,119.00,106.00,Observation automatique
1,2025-12-04,48,199,123.50,151.00,Observation automatique
2,2025-12-18,109,280,194.50,171.00,Observation automatique
1,2025-08-05,139,300,219.50,161.00,Observation automatique
2,2025-10-10,6,221,113.50,215.00,Observation automatique
1,2025-10-22,73,188,130.50,115.00,Observation automatique
1,2025-06-14,38,274,156.00,236.00,Observation automatique
1,2025-12-15,104,270,187.00,166.00,Observation automatique
1,2025-08-07,82,199,140.50,117.00,Observation automatique
2,2025-12-10,73,286,179.50,213.00,Observation automatique
2,2025-08-20,123,241,182.00,118.00,Observation automatique
2,2025-06-17,38,213,125.50,175.00,Observation automatique
2,2025-08-16,110,244,177.00,134.00,Observation automatique
2,2025-12-15,126,259,192.50,133.00,Observation automatique
2,2025-11-02,24,255,139.50,231.00,Observation automatique
2,2025-07-04,6,176,91.00,170.00,Observation automatique
1,2025-07-26,71,235,153.00,164.00,Observation automatique
1,2025-09-07,4,186,95.00,182.00,Observation automatique
2,2025-07-20,149,222,185.50,73.00,Observation automatique
2,2025-06-18,25,194,109.50,169.00,Observation automatique
1,2025-09-25,27,218,122.50,191.00,Observation automatique
2,2025-12-26,25,253,139.00,228.00,Observation automatique
2,2025-09-11,81,267,174.00,186.00,Observation automatique
1,2025-09-09,56,263,159.50,207.00,Observation automatique
1,2025-08-04,121,192,156.50,71.00,Observation automatique
2,2025-06-27,117,215,166.00,98.00,Observation automatique
1,2025-10-30,62,180,121.00,118.00,Observation automatique
1,2025-06-20,59,208,133.50,149.00,Observation automatique
1,2025-11-26,81,209,145.00,128.00,Observation automatique
2,2025-09-17,24,285,154.50,261.00,Observation automatique
2,2025-09-09,125,271,198.00,146.00,Observation automatique
1,2025-11-12,3,170,86.50,167.00,Observation automatique
1,2025-07-14,111,222,166.50,111.00,Observation automatique
2,2025-08-17,26,300,163.00,274.00,Observation automatique
1,2025-10-01,104,277,190.50,173.00,Observation automatique
1,2025-07-13,1,285,143.00,284.00,Observation automatique
1,2025-12-19,105,260,182.50,155.00,Observation automatique
1,2025-10-17,115,216,165.50,101.00,Observation automatique
2,2025-09-13,120,205,162.50,85.00,Observation automatique
2,2025-09-29,54,235,144.50,181.00,Observation automatique
1,2025-10-04,145,180,162.50,35.00,Observation automatique
2,2025-10-02,35,180,107.50,145.00,Observation automatique
1,2025-11-13,150,184,167.00,34.00,Observation automatique
1,2025-12-02,19,247,133.00,228.00,Observation automatique
