id_interne_plant,date,note
827,2025-10-23,Plante en bonne santé
827,2025-12-19,Signes de stress hydrique
1,2025-07-13,Feuilles abîmées
1,2025-06-08,Signes de stress hydrique
1,2025-07-29,Insectes observés
1,2025-07-28,Croissance rapide
1,2025-06-07,Plante en bonne santé
257,2025-12-23,Feuilles abîmées
257,2025-07-09,Insectes observés
257,2025-08-29,Croissance rapide
257,2025-07-11,Croissance rapide
64,2025-09-18,Croissance rapide
64,2025-06-17,Insectes observés
64,2025-09-02,Croissance rapide
64,2025-06-05,Croissance rapide
165,2025-08-15,Plante en bonne santé
165,2025-10-12,Plante en bonne santé
165,2025-11-22,Croissance rapide
165,2025-12-23,Plante en bonne santé
165,2025-11-27,Plante en bonne santé
935,2025-11-19,Feuilles abîmées
935,2025-07-28,Feuilles abîmées
1017,2025-11-29,Feuilles abîmées
1017,2025-09-08,Insectes observés
1017,2025-08-30,Signes de stress hydrique
1017,2025-10-23,Feuilles abîmées
1017,2025-06-24,Insectes observés
39,2025-11-09,Insectes observés
39,2025-06-24,Plante en bonne santé
39,2025-06-11,Signes de stress hydrique
39,2025-11-28,Feuilles abîmées
39,2025-09-11,Feuilles abîmées
651,2025-09-17,Croissance rapide
651,2025-06-26,Croissance rapide
338,2025-10-09,Feuilles abîmées
338,2025-11-22,Signes de stress hydrique
967,2025-12-17,Signes de stress hydrique
793,2025-12-18,Croissance rapide
793,2025-07-01,Feuilles abîmées
793,2025-07-02,Signes de stress hydrique
771,2025-10-11,Feuilles abîmées
771,2025-12-13,Signes de stress hydrique
771,2025-11-13,Signes de stress hydrique
939,2025-06-06,Signes de stress hydrique
939,2025-10-17,Plante en bonne santé
939,2025-06-18,Insectes observés
939,2025-12-07,Croissance rapide
805,2025-11-24,Croissance rapide
805,2025-07-30,Insectes observés
599,2025-06-01,Plante en bonne santé
599,2025-08-03,Signes de stress hydrique
599,2025-10-04,Croissance rapide
599,2025-09-27,Plante en bonne santé
861,2025-09-18,Plante en bonne santé
1184,2025-06-05,Insectes observés
1184,2025-06-12,Plante en bonne santé
1184,2025-06-26,Insectes observés
949,2025-09-30,Plante en bonne santé
949,2025-07-23,Croissance rapide
949,2025-08-06,Croissance rapide
798,2025-10-18,Croissance rapide
1187,2025-11-06,Plante en bonne santé
1187,2025-09-21,Croissance rapide
1187,2025-06-03,Feuilles abîmées
565,2025-07-31,Plante en bonne santé
565,2025-07-02,Feuilles abîmées
565,2025-11-13,Plante en bonne santé
565,2025-06-14,Signes de stress hydrique
595,2025-07-22,Insectes observés
595,2025-09-19,Feuilles abîmées
205,2025-07-27,Feuilles abîmées
205,2025-08-22,Signes de stress hydrique
391,2025-12-28,Plante en bonne santé
216,2025-10-28,Feuilles abîmées
216,2025-11-03,Plante en bonne santé
954,2025-11-15,Insectes observés
954,2025-12-03,Plante en bonne santé
954,2025-11-11,Insectes observés
909,2025-06-17,Plante en bonne santé
350,2025-10-10,Feuilles abîmées
350,2025-11-07,Plante en bonne santé
350,2025-06-23,Signes de stress hydrique
350,2025-08-06,Croissance rapide
47,2025-10-10,Signes de stress hydrique
47,2025-06-07,Signes de stress hydrique
1105,2025-08-11,Plante en bonne santé
1105,2025-11-18,Plante en bonne santé
388,2025-10-30,Plante en bonne santé
1062,2025-08-13,Croissance rapide
1181,2025-12-01,Feuilles abîmées
1181,2025-08-30,Plante en bonne santé
1181,2025-11-15,Croissance rapide
1181,2025-07-11,Signes de stress hydrique
1096,2025-10-26,Plante en bonne santé
1096,2025-06-11,Insectes observés
235,2025-11-11,Insectes observés
235,2025-10-07,Feuilles abîmées
1183,2025-11-23,Plante en bonne santé
34,2025-06-29,Insectes observés
34,2025-11-19,Croissance rapide
34,2025-06-16,Insectes observés
34,2025-10-23,Plante en bonne santé
719,2025-10-06,Plante en bonne santé
719,2025-10-28,Signes de stress hydrique
719,2025-12-05,Insectes observés
822,2025-11-26,Insectes observés
822,2025-07-28,Croissance rapide
822,2025-07-15,Insectes observés
822,2025-10-31,Feuilles abîmées
831,2025-08-16,Feuilles abîmées
831,2025-09-03,Plante en bonne santé
354,2025-11-03,Insectes observés
132,2025-12-24,Insectes observés
132,2025-10-16,Feuilles abîmées
657,2025-10-11,Signes de stress hydrique
657,2025-11-03,Feuilles abîmées
657,2025-10-07,Insectes observés
657,2025-06-12,Insectes observés
657,2025-11-28,Insectes observés
1175,2025-12-30,Signes de stress hydrique
1175,2025-09-18,Insectes observés
1175,2025-12-01,Signes de stress hydrique
670,2025-06-28,Croissance rapide
670,2025-07-08,Signes de stress hydrique
1041,2025-06-25,Insectes observés
889,2025-10-24,Signes de stress hydrique
889,2025-06-19,Croissance rapide
889,2025-10-27,Insectes observés
889,2025-11-14,Croissance rapide
889,2025-08-02,Insectes observés
146,2025-12-16,Croissance rapide
146,2025-08-22,Signes de stress hydrique
146,2025-10-22,Signes de stress hydrique
146,2025-06-29,Croissance rapide
146,2025-11-21,Croissance rapide
172,2025-10-02,Signes de stress hydrique
172,2025-12-20,Signes de stress hydrique
172,2025-11-23,Signes de stress hydrique
172,2025-12-04,Signes de stress hydrique
125,2025-06-08,Signes de stress hydrique
125,2025-06-15,Feuilles abîmées
884,2025-12-11,Croissance rapide
884,2025-09-11,Plante en bonne santé
884,2025-12-02,Insectes observés
884,2025-11-11,Feuilles abîmées
884,2025-12-24,Insectes observés
567,2025-06-23,Plante en bonne santé
567,2025-09-10,Signes de stress hydrique
790,2025-11-09,Insectes observés
790,2025-12-19,Plante en bonne santé
790,2025-07-26,Croissance rapide
946,2025-06-09,Plante en bonne santé
946,2025-07-10,Plante en bonne santé
946,2025-11-09,Plante en bonne santé
946,2025-06-17,Signes de stress hydrique
547,2025-12-21,Feuilles abîmées
547,2025-10-05,Plante en bonne santé
645,2025-08-28,Signes de stress hydrique
645,2025-07-01,Feuilles abîmées
645,2025-11-20,Insectes observés
645,2025-09-27,Feuilles abîmées
645,2025-12-29,Feuilles abîmées
357,2025-07-12,Insectes observés
357,2025-09-14,Feuilles abîmées
357,2025-09-05,Plante en bonne santé
357,2025-09-15,Signes de stress hydrique
357,2025-08-09,Insectes observés
896,2025-12-08,Insectes observés
896,2025-07-09,Insectes observés
896,2025-11-29,Signes de stress hydrique
663,2025-11-09,Signes de stress hydrique
130,2025-06-08,Plante en bonne santé
130,2025-06-29,Insectes observés
130,2025-06-17,Insectes observés
130,2025-11-27,Insectes observés
402,2025-08-20,Signes de stress hydrique
402,2025-08-23,Feuilles abîmées
402,2025-12-14,Plante en bonne santé
402,2025-12-21,Insectes observés
541,2025-10-25,Signes de stress hydrique
541,2025-10-16,Plante en bonne santé
638,2025-09-07,Plante en bonne santé
638,2025-12-10,Signes de stress hydrique
638,2025-07-13,Signes de stress hydrique
638,2025-08-13,Signes de stress hydrique
638,2025-07-28,Insectes observés
429,2025-07-13,Plante en bonne santé
429,2025-09-09,Feuilles abîmées
429,2025-07-14,Plante en bonne santé
773,2025-09-12,Croissance rapide
403,2025-11-21,Insectes observés
403,2025-06-20,Plante en bonne santé
305,2025-09-16,Insectes observés
305,2025-09-21,Plante en bonne santé
305,2025-12-05,Feuilles abîmées
571,2025-12-29,Feuilles abîmées
571,2025-11-13,Plante en bonne santé
571,2025-11-06,Feuilles abîmées
571,2025-06-27,Feuilles abîmées
550,2025-11-02,Insectes observés
245,2025-08-03,Croissance rapide
1073,2025-07-06,Croissance rapide
1073,2025-09-25,Insectes observés
1073,2025-09-21,Plante en bonne santé
290,2025-07-09,Croissance rapide
290,2025-06-27,Insectes observés
290,2025-12-17,Feuilles abîmées
811,2025-09-30,Feuilles abîmées
811,2025-06-27,Plante en bonne santé
811,2025-09-16,Plante en bonne santé
811,2025-09-05,Feuilles abîmées
811,2025-10-17,Feuilles abîmées
458,2025-10-19,Feuilles abîmées
458,2025-07-16,Plante en bonne santé
860,2025-08-25,Croissance rapide
860,2025-06-08,Signes de stress hydrique
676,2025-07-15,Plante en bonne santé
676,2025-11-10,Feuilles abîmées
918,2025-09-22,Insectes observés
1095,2025-09-26,Insectes observés
1095,2025-06-14,Signes de stress hydrique
1095,2025-10-11,Signes de stress hydrique
85,2025-07-26,Insectes observés
85,2025-06-13,Insectes observés
85,2025-06-21,Feuilles abîmées
85,2025-08-22,Feuilles abîmées
102,2025-09-24,Feuilles abîmées
102,2025-11-09,Signes de stress hydrique
102,2025-08-25,Plante en bonne santé
102,2025-07-15,Croissance rapide
102,2025-07-08,Feuilles abîmées
1169,2025-06-08,Signes de stress hydrique
1169,2025-12-14,Feuilles abîmées
1169,2025-10-24,Plante en bonne santé
1169,2025-12-23,Plante en bonne santé
1169,2025-06-05,Plante en bonne santé
568,2025-08-15,Croissance rapide
568,2025-11-04,Plante en bonne santé
568,2025-11-24,Signes de stress hydrique
568,2025-09-16,Croissance rapide
352,2025-10-18,Plante en bonne santé
883,2025-08-16,Insectes observés
883,2025-11-03,Croissance rapide
883,2025-11-06,Signes de stress hydrique
455,2025-07-16,Feuilles abîmées
455,2025-12-21,Plante en bonne santé
455,2025-06-25,Insectes observés
455,2025-12-23,Plante en bonne santé
455,2025-11-25,Feuilles abîmées
14,2025-08-30,Feuilles abîmées
14,2025-10-14,Insectes observés
14,2025-07-07,Insectes observés
14,2025-06-17,Plante en bonne santé
1159,2025-10-05,Signes de stress hydrique
1159,2025-07-28,Feuilles abîmées
1159,2025-07-18,Croissance rapide
275,2025-10-03,Plante en bonne santé
275,2025-12-07,Croissance rapide
275,2025-08-17,Croissance rapide
275,2025-11-12,Insectes observés
169,2025-12-08,Croissance rapide
570,2025-06-24,Croissance rapide
570,2025-08-30,Plante en bonne santé
769,2025-09-25,Insectes observés
769,2025-12-26,Croissance rapide
769,2025-08-03,Plante en bonne santé
289,2025-07-12,Insectes observés
289,2025-08-18,Croissance rapide
766,2025-08-22,Croissance rapide
766,2025-09-28,Insectes observés
766,2025-12-29,Croissance rapide
766,2025-09-16,Croissance rapide
766,2025-11-11,Plante en bonne santé
911,2025-12-28,Plante en bonne santé
911,2025-10-22,Insectes observés
911,2025-09-06,Feuilles abîmées
911,2025-07-13,Signes de stress hydrique
911,2025-08-12,Feuilles abîmées
1142,2025-12-01,Feuilles abîmées
1038,2025-06-08,Croissance rapide
1038,2025-06-06,Croissance rapide
1038,2025-08-30,Insectes observés
1038,2025-10-23,Feuilles abîmées
1038,2025-08-17,Feuilles abîmées
264,2025-07-12,Croissance rapide
264,2025-10-06,Insectes observés
271,2025-06-08,Feuilles abîmées
271,2025-07-01,Signes de stress hydrique
271,2025-07-31,Feuilles abîmées
665,2025-12-17,Signes de stress hydrique
665,2025-07-17,Feuilles abîmées
477,2025-11-23,Insectes observés
477,2025-08-22,Plante en bonne santé
621,2025-08-04,Feuilles abîmées
621,2025-11-26,Signes de stress hydrique
621,2025-10-31,Plante en bonne santé
621,2025-12-25,Insectes observés
621,2025-10-07,Croissance rapide
890,2025-10-09,Insectes observés
890,2025-08-08,Insectes observés
890,2025-11-22,Insectes observés
774,2025-06-15,Insectes observés
774,2025-10-23,Croissance rapide
755,2025-06-20,Plante en bonne santé
755,2025-12-22,Insectes observés
755,2025-06-23,Croissance rapide
755,2025-09-30,Signes de stress hydrique
755,2025-09-09,Insectes observés
760,2025-12-06,Feuilles abîmées
88,2025-07-13,Signes de stress hydrique
450,2025-07-12,Plante en bonne santé
450,2025-12-28,Plante en bonne santé
450,2025-07-23,Insectes observés
450,2025-07-04,Insectes observés
1063,2025-10-04,Signes de stress hydrique
1063,2025-06-03,Croissance rapide
1063,2025-07-09,Signes de stress hydrique
449,2025-12-28,Insectes observés
449,2025-10-29,Insectes observés
449,2025-06-09,Insectes observés
449,2025-09-30,Croissance rapide
220,2025-12-01,Insectes observés
220,2025-11-17,Feuilles abîmées
220,2025-10-09,Croissance rapide
220,2025-08-23,Signes de stress hydrique
220,2025-08-07,Croissance rapide
835,2025-12-06,Croissance rapide
307,2025-12-25,Signes de stress hydrique
843,2025-06-05,Plante en bonne santé
843,2025-11-15,Insectes observés
843,2025-12-09,Insectes observés
843,2025-10-17,Plante en bonne santé
1120,2025-12-08,Feuilles abîmées
1120,2025-09-15,Plante en bonne santé
1120,2025-07-14,Feuilles abîmées
179,2025-07-03,Feuilles abîmées
179,2025-10-28,Insectes observés
179,2025-07-09,Croissance rapide
171,2025-06-18,Feuilles abîmées
171,2025-09-02,Feuilles abîmées
959,2025-10-15,Croissance rapide
959,2025-12-12,Insectes observés
878,2025-11-15,Signes de stress hydrique
797,2025-11-11,Signes de stress hydrique
797,2025-08-01,Feuilles abîmées
797,2025-06-10,Feuilles abîmées
549,2025-12-03,Insectes observés
549,2025-07-29,Feuilles abîmées
549,2025-10-12,Plante en bonne santé
549,2025-10-26,Croissance rapide
549,2025-11-23,Signes de stress hydrique
380,2025-08-14,Insectes observés
380,2025-09-02,Croissance rapide
1151,2025-12-02,Insectes observés
1151,2025-06-03,Plante en bonne santé
1151,2025-11-20,Feuilles abîmées
1151,2025-12-20,Feuilles abîmées
302,2025-06-18,Signes de stress hydrique
302,2025-09-22,Plante en bonne santé
223,2025-12-29,Feuilles abîmées
414,2025-10-11,Insectes observés
414,2025-10-08,Croissance rapide
866,2025-11-27,Plante en bonne santé
875,2025-11-19,Croissance rapide
875,2025-10-26,Croissance rapide
875,2025-10-20,Croissance rapide
875,2025-07-20,Plante en bonne santé
266,2025-12-30,Signes de stress hydrique
266,2025-09-12,Feuilles abîmées
266,2025-08-09,Plante en bonne santé
266,2025-09-14,Signes de stress hydrique
892,2025-12-15,Plante en bonne santé
892,2025-10-16,Plante en bonne santé
892,2025-06-07,Feuilles abîmées
892,2025-10-04,Feuilles abîmées
104,2025-06-02,Signes de stress hydrique
872,2025-10-15,Insectes observés
872,2025-09-01,Plante en bonne santé
872,2025-12-04,Feuilles abîmées
872,2025-12-19,Plante en bonne santé
872,2025-09-24,Feuilles abîmées
234,2025-07-13,Insectes observés
234,2025-09-07,Insectes observés
234,2025-07-27,Feuilles abîmées
234,2025-11-19,Signes de stress hydrique
82,2025-11-24,Croissance rapide
82,2025-11-25,Plante en bonne santé
82,2025-10-06,Signes de stress hydrique
420,2025-08-21,Signes de stress hydrique
420,2025-06-24,Feuilles abîmées
420,2025-06-07,Signes de stress hydrique
1029,2025-08-30,Croissance rapide
1029,2025-10-27,Croissance rapide
1029,2025-06-16,Signes de stress hydrique
1029,2025-11-24,Feuilles abîmées
251,2025-08-23,Croissance rapide
251,2025-07-25,Croissance rapide
251,2025-09-02,Feuilles abîmées
251,2025-06-15,Signes de stress hydrique
251,2025-09-01,Croissance rapide
789,2025-09-27,Signes de stress hydrique
789,2025-12-16,Plante en bonne santé
789,2025-07-28,Feuilles abîmées
789,2025-11-14,Croissance rapide
789,2025-12-21,Insectes observés
471,2025-06-22,Signes de stress hydrique
471,2025-07-28,Croissance rapide
471,2025-06-16,Feuilles abîmées
471,2025-10-21,Croissance rapide
471,2025-06-21,Insectes observés
952,2025-10-14,Feuilles abîmées
558,2025-10-26,Feuilles abîmées
847,2025-06-20,Plante en bonne santé
847,2025-12-23,Feuilles abîmées
324,2025-08-23,Croissance rapide
324,2025-10-15,Insectes observés
324,2025-11-24,Insectes observés
324,2025-06-14,Signes de stress hydrique
324,2025-10-10,Signes de stress hydrique
152,2025-07-26,Croissance rapide
318,2025-08-30,Plante en bonne santé
318,2025-07-29,Plante en bonne santé
751,2025-08-01,Croissance rapide
751,2025-06-06,Plante en bonne santé
751,2025-08-31,Feuilles abîmées
751,2025-08-08,Croissance rapide
624,2025-09-08,Signes de stress hydrique
624,2025-12-30,Feuilles abîmées
624,2025-06-17,Feuilles abîmées
624,2025-10-24,Feuilles abîmées
581,2025-11-27,Croissance rapide
581,2025-12-27,Signes de stress hydrique
581,2025-11-14,Feuilles abîmées
581,2025-08-19,Signes de stress hydrique
1006,2025-10-19,Signes de stress hydrique
1006,2025-09-08,Feuilles abîmées
1006,2025-11-25,Plante en bonne santé
1006,2025-11-15,Insectes observés
1006,2025-09-28,Plante en bonne santé
531,2025-07-19,Signes de stress hydrique
531,2025-08-23,Feuilles abîmées
851,2025-07-30,Signes de stress hydrique
851,2025-08-24,Plante en bonne santé
851,2025-11-09,Signes de stress hydrique
851,2025-07-08,Feuilles abîmées
80,2025-11-05,Plante en bonne santé
80,2025-10-12,Croissance rapide
80,2025-08-29,Feuilles abîmées
385,2025-11-21,Insectes observés
385,2025-06-30,Plante en bonne santé
385,2025-09-19,Insectes observés
232,2025-08-05,Signes de stress hydrique
1129,2025-11-27,Feuilles abîmées
1065,2025-07-15,Feuilles abîmées
1065,2025-12-07,Croissance rapide
1065,2025-10-06,Croissance rapide
1065,2025-11-11,Croissance rapide
1060,2025-09-06,Signes de stress hydrique
1060,2025-12-17,Croissance rapide
1060,2025-12-03,Plante en bonne santé
1060,2025-06-02,Croissance rapide
1060,2025-06-21,Croissance rapide
1024,2025-08-07,Plante en bonne santé
1024,2025-06-06,Croissance rapide
1024,2025-09-20,Croissance rapide
1024,2025-10-17,Plante en bonne santé
162,2025-07-02,Croissance rapide
162,2025-11-24,Feuilles abîmées
162,2025-11-17,Croissance rapide
162,2025-06-25,Insectes observés
162,2025-06-07,Feuilles abîmées
207,2025-06-30,Signes de stress hydrique
207,2025-11-20,Croissance rapide
406,2025-10-10,Insectes observés
406,2025-09-27,Feuilles abîmées
406,2025-10-23,Signes de stress hydrique
406,2025-06-02,Croissance rapide
406,2025-12-05,Feuilles abîmées
483,2025-08-16,Feuilles abîmées
483,2025-06-17,Croissance rapide
483,2025-12-28,Feuilles abîmées
483,2025-10-12,Croissance rapide
483,2025-10-02,Insectes observés
620,2025-07-16,Croissance rapide
620,2025-11-26,Insectes observés
620,2025-08-25,Insectes observés
620,2025-12-24,Signes de stress hydrique
1072,2025-08-11,Insectes observés
1072,2025-12-02,Croissance rapide
585,2025-10-14,Feuilles abîmées
278,2025-07-19,Signes de stress hydrique
278,2025-07-02,Signes de stress hydrique
278,2025-06-13,Feuilles abîmées
278,2025-07-12,Feuilles abîmées
359,2025-10-20,Feuilles abîmées
359,2025-06-29,Feuilles abîmées
359,2025-06-27,Feuilles abîmées
1034,2025-10-23,Signes de stress hydrique
1034,2025-12-10,Signes de stress hydrique
1034,2025-07-13,Insectes observés
382,2025-08-25,Insectes observés
382,2025-06-22,Plante en bonne santé
382,2025-11-27,Feuilles abîmées
494,2025-06-08,Croissance rapide
494,2025-07-08,Signes de stress hydrique
494,2025-10-01,Insectes observés
494,2025-08-10,Plante en bonne santé
494,2025-11-04,Feuilles abîmées
1111,2025-07-24,Signes de stress hydrique
1111,2025-11-21,Insectes observés
1111,2025-09-22,Signes de stress hydrique
1111,2025-10-06,Croissance rapide
971,2025-12-26,Croissance rapide
971,2025-08-16,Plante en bonne santé
997,2025-06-17,Feuilles abîmées
997,2025-09-08,Insectes observés
997,2025-10-04,Signes de stress hydrique
957,2025-09-27,Signes de stress hydrique
957,2025-06-12,Signes de stress hydrique
1097,2025-10-11,Croissance rapide
1097,2025-12-10,Signes de stress hydrique
1097,2025-07-12,Insectes observés
1097,2025-09-03,Croissance rapide
1097,2025-10-19,Croissance rapide
546,2025-08-15,Croissance rapide
546,2025-08-06,Feuilles abîmées
966,2025-09-18,Signes de stress hydrique
343,2025-10-23,Insectes observés
343,2025-06-13,Feuilles abîmées
343,2025-09-07,Signes de stress hydrique
343,2025-07-21,Plante en bonne santé
502,2025-12-24,Signes de stress hydrique
502,2025-11-17,Insectes observés
650,2025-09-16,Croissance rapide
650,2025-07-11,Insectes observés
650,2025-06-08,Feuilles abîmées
650,2025-06-04,Plante en bonne santé
691,2025-07-29,Signes de stress hydrique
691,2025-12-03,Feuilles abîmées
691,2025-10-06,Plante en bonne santé
691,2025-09-06,Insectes observés
691,2025-12-28,Plante en bonne santé
188,2025-11-20,Feuilles abîmées
188,2025-08-14,Feuilles abîmées
376,2025-06-27,Plante en bonne santé
376,2025-12-19,Insectes observés
1180,2025-08-02,Feuilles abîmées
1180,2025-10-16,Plante en bonne santé
1180,2025-08-23,Plante en bonne santé
1004,2025-09-26,Feuilles abîmées
1004,2025-09-08,Plante en bonne santé
1064,2025-10-24,Insectes observés
1191,2025-11-10,Croissance rapide
1191,2025-06-12,Insectes observés
1191,2025-11-06,Insectes observés
1191,2025-07-14,Feuilles abîmées
869,2025-12-08,Insectes observés
145,2025-10-13,Insectes observés
145,2025-08-04,Signes de stress hydrique
925,2025-09-26,Plante en bonne santé
1030,2025-10-21,Feuilles abîmées
1030,2025-06-17,Croissance rapide
1030,2025-12-30,Croissance rapide
1030,2025-09-20,Insectes observés
1030,2025-09-16,Plante en bonne santé
1000,2025-08-01,Feuilles abîmées
1000,2025-08-07,Plante en bonne santé
1000,2025-11-26,Feuilles abîmées
143,2025-08-12,Feuilles abîmées
143,2025-10-26,Feuilles abîmées
143,2025-06-16,Signes de stress hydrique
143,2025-12-26,Plante en bonne santé
119,2025-10-09,Croissance rapide
119,2025-12-11,Plante en bonne santé
119,2025-06-22,Plante en bonne santé
139,2025-10-30,Signes de stress hydrique
683,2025-06-19,Feuilles abîmées
779,2025-11-26,Croissance rapide
779,2025-06-09,Plante en bonne santé
779,2025-10-17,Feuilles abîmées
779,2025-12-07,Signes de stress hydrique
5,2025-10-13,Feuilles abîmées
5,2025-11-19,Signes de stress hydrique
5,2025-08-22,Insectes observés
426,2025-07-19,Insectes observés
426,2025-07-22,Insectes observés
426,2025-09-16,Feuilles abîmées
426,2025-06-10,Signes de stress hydrique
426,2025-10-07,Feuilles abîmées
830,2025-10-02,Insectes observés
619,2025-11-07,Feuilles abîmées
619,2025-06-09,Croissance rapide
619,2025-10-18,Croissance rapide
619,2025-11-03,Signes de stress hydrique
623,2025-07-03,Croissance rapide
623,2025-07-15,Signes de stress hydrique
623,2025-09-10,Feuilles abîmées
1119,2025-08-15,Plante en bonne santé
212,2025-12-29,Feuilles abîmées
212,2025-10-12,Plante en bonne santé
212,2025-10-23,Feuilles abîmées
980,2025-06-09,Insectes observés
980,2025-08-07,Croissance rapide
814,2025-10-21,Signes de stress hydrique
814,2025-07-27,Croissance rapide
87,2025-12-22,Insectes observés
87,2025-10-09,Feuilles abîmées
87,2025-09-28,Croissance rapide
87,2025-08-04,Plante en bonne santé
87,2025-09-15,Insectes observés
399,2025-10-18,Insectes observés
399,2025-08-13,Insectes observés
399,2025-09-13,Plante en bonne santé
399,2025-07-18,Feuilles abîmées
399,2025-10-24,Signes de stress hydrique
398,2025-09-13,Croissance rapide
398,2025-06-12,Signes de stress hydrique
398,2025-08-22,Signes de stress hydrique
38,2025-12-06,Croissance rapide
38,2025-07-12,Insectes observés
38,2025-09-09,Signes de stress hydrique
38,2025-10-31,Croissance rapide
1027,2025-09-03,Plante en bonne santé
340,2025-11-26,Signes de stress hydrique
340,2025-08-17,Signes de stress hydrique
110,2025-12-09,Feuilles abîmées
110,2025-12-17,Signes de stress hydrique
110,2025-10-01,Feuilles abîmées
110,2025-10-15,Feuilles abîmées
110,2025-09-15,Signes de stress hydrique
1016,2025-06-17,Feuilles abîmées
1016,2025-08-09,Feuilles abîmées
1016,2025-08-26,Feuilles abîmées
1016,2025-09-28,Insectes observés
1016,2025-09-13,Signes de stress hydrique
394,2025-12-12,Insectes observés
394,2025-11-21,Croissance rapide
394,2025-06-09,Croissance rapide
394,2025-10-03,Plante en bonne santé
301,2025-12-18,Croissance rapide
301,2025-07-16,Plante en bonne santé
460,2025-11-01,Insectes observés
460,2025-08-22,Plante en bonne santé
460,2025-12-10,Croissance rapide
460,2025-11-26,Croissance rapide
460,2025-08-30,Feuilles abîmées
608,2025-06-15,Croissance rapide
296,2025-12-18,Croissance rapide
296,2025-08-01,Insectes observés
296,2025-08-07,Plante en bonne santé
296,2025-11-28,Insectes observés
386,2025-07-11,Insectes observés
