id_interne_plant,date,longueur,largeur,superficie,note
1184,2025-12-08,683.00,649.00,443267.0000,Goute très bon
1184,2025-06-22,525.00,21.00,11025.0000,Goute très bon
1184,2025-08-05,652.00,838.00,546376.0000,Plante un peu croche
949,2025-08-30,329.00,82.00,26978.0000,Belle forme pour celle-ci!
949,2025-08-20,444.00,784.00,348096.0000,Plante un peu croche
949,2025-12-28,816.00,38.00,31008.0000,Goute très bon
949,2025-10-16,126.00,165.00,20790.0000,Goute très bon
949,2025-12-19,999.00,604.00,603396.0000,Plante un peu croche
949,2025-10-19,386.00,661.00,255146.0000,Super belle plante
798,2025-07-13,304.00,374.00,113696.0000,Plante un peu croche
798,2025-11-10,558.00,876.00,488808.0000,Un chevreuil est passé par là
798,2025-06-07,205.00,72.00,14760.0000,Goute très bon
798,2025-12-03,761.00,405.00,308205.0000,Belle forme pour celle-ci!
798,2025-07-19,397.00,487.00,193339.0000,Plante un peu croche
798,2025-07-03,999.00,692.00,691308.0000,Plante un peu croche
798,2025-10-15,421.00,704.00,296384.0000,Belle forme pour celle-ci!
1187,2025-12-30,612.00,937.00,573444.0000,Goute très bon
1187,2025-08-05,675.00,726.00,490050.0000,Goute très bon
1187,2025-11-07,859.00,70.00,60130.0000,Un chevreuil est passé par là
1187,2025-12-03,361.00,918.00,331398.0000,Goute très bon
1187,2025-08-25,990.00,894.00,885060.0000,Un chevreuil est passé par là
1187,2025-11-19,556.00,228.00,126768.0000,Belle forme pour celle-ci!
1187,2025-12-18,608.00,552.00,335616.0000,Super belle plante
565,2025-12-23,783.00,662.00,518346.0000,Goute très bon
565,2025-08-26,742.00,912.00,676704.0000,Belle forme pour celle-ci!
565,2025-12-19,929.00,93.00,86397.0000,Super belle plante
595,2025-07-24,484.00,318.00,153912.0000,Un chevreuil est passé par là
595,2025-06-19,542.00,245.00,132790.0000,Super belle plante
205,2025-08-20,649.00,368.00,238832.0000,Plante un peu croche
391,2025-09-06,579.00,227.00,131433.0000,Goute très bon
216,2025-12-26,342.00,95.00,32490.0000,Goute très bon
216,2025-07-24,241.00,597.00,143877.0000,Belle forme pour celle-ci!
216,2025-07-12,104.00,254.00,26416.0000,Plante un peu croche
954,2025-06-11,997.00,717.00,714849.0000,Plante un peu croche
954,2025-06-01,314.00,291.00,91374.0000,Plante un peu croche
954,2025-10-11,381.00,333.00,126873.0000,Goute très bon
954,2025-11-14,587.00,102.00,59874.0000,Goute très bon
909,2025-06-10,476.00,995.00,473620.0000,Belle forme pour celle-ci!
909,2025-08-21,729.00,295.00,215055.0000,Goute très bon
909,2025-08-14,489.00,357.00,174573.0000,Plante un peu croche
350,2025-07-26,463.00,518.00,239834.0000,Goute très bon
350,2025-08-01,755.00,152.00,114760.0000,Un chevreuil est passé par là
350,2025-06-25,69.00,663.00,45747.0000,Un chevreuil est passé par là
350,2025-12-20,178.00,121.00,21538.0000,Belle forme pour celle-ci!
350,2025-07-09,948.00,628.00,595344.0000,Belle forme pour celle-ci!
47,2025-10-19,308.00,807.00,248556.0000,Super belle plante
47,2025-08-27,964.00,519.00,500316.0000,Belle forme pour celle-ci!
1105,2025-07-06,343.00,64.00,21952.0000,Plante un peu croche
1105,2025-10-29,717.00,298.00,213666.0000,Belle forme pour celle-ci!
1105,2025-11-02,779.00,687.00,535173.0000,Super belle plante
388,2025-10-29,40.00,511.00,20440.0000,Plante un peu croche
1062,2025-12-07,599.00,554.00,331846.0000,Belle forme pour celle-ci!
1062,2025-06-20,841.00,712.00,598792.0000,Un chevreuil est passé par là
1062,2025-07-13,422.00,915.00,386130.0000,Super belle plante
1062,2025-07-24,780.00,29.00,22620.0000,Goute très bon
1062,2025-10-08,679.00,353.00,239687.0000,Un chevreuil est passé par là
1062,2025-09-16,860.00,476.00,409360.0000,Un chevreuil est passé par là
1181,2025-10-03,369.00,753.00,277857.0000,Plante un peu croche
1181,2025-12-03,36.00,180.00,6480.0000,Goute très bon
1181,2025-07-02,183.00,667.00,122061.0000,Plante un peu croche
1181,2025-11-27,418.00,303.00,126654.0000,Un chevreuil est passé par là
1181,2025-10-01,786.00,19.00,14934.0000,Goute très bon
1181,2025-09-17,905.00,15.00,13575.0000,Belle forme pour celle-ci!
1181,2025-07-12,845.00,837.00,707265.0000,Un chevreuil est passé par là
1096,2025-08-21,193.00,793.00,153049.0000,Belle forme pour celle-ci!
1096,2025-08-23,892.00,654.00,583368.0000,Super belle plante
1096,2025-12-08,293.00,904.00,264872.0000,Un chevreuil est passé par là
1096,2025-12-22,789.00,477.00,376353.0000,Super belle plante
1096,2025-06-04,26.00,920.00,23920.0000,Un chevreuil est passé par là
1096,2025-10-10,760.00,442.00,335920.0000,Belle forme pour celle-ci!
235,2025-11-13,421.00,234.00,98514.0000,Plante un peu croche
235,2025-10-15,972.00,446.00,433512.0000,Belle forme pour celle-ci!
235,2025-09-06,407.00,867.00,352869.0000,Goute très bon
235,2025-08-24,480.00,75.00,36000.0000,Un chevreuil est passé par là
235,2025-11-03,722.00,420.00,303240.0000,Plante un peu croche
235,2025-11-19,965.00,363.00,350295.0000,Plante un peu croche
235,2025-08-23,915.00,158.00,144570.0000,Belle forme pour celle-ci!
1183,2025-10-29,163.00,454.00,74002.0000,Plante un peu croche
1183,2025-11-28,658.00,978.00,643524.0000,Super belle plante
1183,2025-09-06,58.00,735.00,42630.0000,Plante un peu croche
1183,2025-10-12,778.00,164.00,127592.0000,Belle forme pour celle-ci!
1183,2025-11-20,999.00,19.00,18981.0000,Un chevreuil est passé par là
1183,2025-06-26,586.00,107.00,62702.0000,Goute très bon
34,2025-09-13,662.00,401.00,265462.0000,Goute très bon
719,2025-10-12,408.00,449.00,183192.0000,Plante un peu croche
719,2025-12-28,287.00,569.00,163303.0000,Belle forme pour celle-ci!
719,2025-08-13,368.00,504.00,185472.0000,Belle forme pour celle-ci!
822,2025-07-02,923.00,280.00,258440.0000,Belle forme pour celle-ci!
831,2025-10-04,905.00,241.00,218105.0000,Plante un peu croche
354,2025-06-04,999.00,694.00,693306.0000,Super belle plante
354,2025-11-28,474.00,28.00,13272.0000,Belle forme pour celle-ci!
354,2025-10-12,882.00,953.00,840546.0000,Super belle plante
354,2025-06-08,483.00,2.00,966.0000,Belle forme pour celle-ci!
354,2025-10-08,470.00,798.00,375060.0000,Un chevreuil est passé par là
354,2025-10-20,348.00,602.00,209496.0000,Super belle plante
132,2025-08-08,737.00,528.00,389136.0000,Goute très bon
132,2025-06-04,973.00,156.00,151788.0000,Super belle plante
132,2025-07-08,660.00,906.00,597960.0000,Un chevreuil est passé par là
132,2025-12-24,7.00,319.00,2233.0000,Belle forme pour celle-ci!
657,2025-12-26,916.00,668.00,611888.0000,Goute très bon
657,2025-07-21,1.00,90.00,90.0000,Super belle plante
657,2025-07-17,330.00,699.00,230670.0000,Goute très bon
1175,2025-09-06,663.00,730.00,483990.0000,Super belle plante
1175,2025-11-14,421.00,712.00,299752.0000,Belle forme pour celle-ci!
1175,2025-10-02,724.00,225.00,162900.0000,Plante un peu croche
1175,2025-11-21,467.00,176.00,82192.0000,Belle forme pour celle-ci!
1175,2025-12-28,479.00,454.00,217466.0000,Un chevreuil est passé par là
670,2025-10-26,495.00,243.00,120285.0000,Goute très bon
670,2025-11-11,615.00,582.00,357930.0000,Plante un peu croche
670,2025-12-22,477.00,990.00,472230.0000,Belle forme pour celle-ci!
670,2025-06-24,159.00,150.00,23850.0000,Un chevreuil est passé par là
670,2025-09-01,680.00,997.00,677960.0000,Super belle plante
670,2025-08-04,377.00,854.00,321958.0000,Un chevreuil est passé par là
670,2025-06-23,565.00,229.00,129385.0000,Super belle plante
1041,2025-08-13,569.00,101.00,57469.0000,Belle forme pour celle-ci!
1041,2025-11-16,350.00,222.00,77700.0000,Plante un peu croche
889,2025-11-05,230.00,267.00,61410.0000,Goute très bon
889,2025-08-09,692.00,301.00,208292.0000,Goute très bon
889,2025-08-17,515.00,267.00,137505.0000,Un chevreuil est passé par là
146,2025-08-27,878.00,305.00,267790.0000,Super belle plante
146,2025-08-14,837.00,455.00,380835.0000,Plante un peu croche
146,2025-12-04,35.00,572.00,20020.0000,Belle forme pour celle-ci!
146,2025-06-03,906.00,494.00,447564.0000,Belle forme pour celle-ci!
172,2025-08-02,835.00,211.00,176185.0000,Belle forme pour celle-ci!
172,2025-12-07,485.00,139.00,67415.0000,Un chevreuil est passé par là
172,2025-10-06,357.00,291.00,103887.0000,Plante un peu croche
172,2025-12-01,572.00,253.00,144716.0000,Belle forme pour celle-ci!
125,2025-06-22,427.00,131.00,55937.0000,Super belle plante
125,2025-09-03,507.00,392.00,198744.0000,Super belle plante
884,2025-09-14,185.00,474.00,87690.0000,Super belle plante
884,2025-11-28,555.00,282.00,156510.0000,Un chevreuil est passé par là
884,2025-10-29,955.00,84.00,80220.0000,Belle forme pour celle-ci!
884,2025-12-17,394.00,555.00,218670.0000,Un chevreuil est passé par là
567,2025-06-16,113.00,222.00,25086.0000,Goute très bon
567,2025-06-12,924.00,588.00,543312.0000,Plante un peu croche
790,2025-11-30,207.00,708.00,146556.0000,Un chevreuil est passé par là
790,2025-07-15,374.00,201.00,75174.0000,Goute très bon
790,2025-08-03,716.00,558.00,399528.0000,Super belle plante
790,2025-12-14,249.00,64.00,15936.0000,Goute très bon
946,2025-08-22,20.00,219.00,4380.0000,Plante un peu croche
946,2025-06-02,793.00,560.00,444080.0000,Goute très bon
946,2025-12-16,613.00,826.00,506338.0000,Un chevreuil est passé par là
946,2025-12-19,92.00,1.00,92.0000,Un chevreuil est passé par là
547,2025-12-18,115.00,400.00,46000.0000,Belle forme pour celle-ci!
547,2025-10-04,140.00,348.00,48720.0000,Goute très bon
547,2025-08-04,717.00,69.00,49473.0000,Goute très bon
645,2025-11-29,347.00,824.00,285928.0000,Plante un peu croche
645,2025-12-15,807.00,669.00,539883.0000,Belle forme pour celle-ci!
645,2025-08-06,189.00,262.00,49518.0000,Plante un peu croche
357,2025-06-04,308.00,803.00,247324.0000,Goute très bon
357,2025-12-14,234.00,404.00,94536.0000,Un chevreuil est passé par là
357,2025-09-12,340.00,669.00,227460.0000,Goute très bon
357,2025-10-31,645.00,245.00,158025.0000,Goute très bon
357,2025-06-29,769.00,709.00,545221.0000,Un chevreuil est passé par là
357,2025-11-17,592.00,514.00,304288.0000,Belle forme pour celle-ci!
896,2025-08-14,495.00,27.00,13365.0000,Plante un peu croche
896,2025-11-16,481.00,13.00,6253.0000,Super belle plante
663,2025-11-02,880.00,317.00,278960.0000,Un chevreuil est passé par là
663,2025-06-18,412.00,66.00,27192.0000,Goute très bon
130,2025-07-18,244.00,571.00,139324.0000,Plante un peu croche
130,2025-09-06,368.00,558.00,205344.0000,Goute très bon
130,2025-07-28,181.00,374.00,67694.0000,Belle forme pour celle-ci!
402,2025-08-17,575.00,357.00,205275.0000,Belle forme pour celle-ci!
402,2025-09-25,746.00,828.00,617688.0000,Goute très bon
402,2025-08-24,248.00,148.00,36704.0000,Goute très bon
402,2025-06-10,74.00,575.00,42550.0000,Super belle plante
541,2025-09-01,524.00,609.00,319116.0000,Super belle plante
541,2025-08-19,298.00,964.00,287272.0000,Goute très bon
541,2025-09-24,673.00,615.00,413895.0000,Plante un peu croche
541,2025-09-16,314.00,885.00,277890.0000,Un chevreuil est passé par là
638,2025-09-02,151.00,907.00,136957.0000,Super belle plante
638,2025-11-14,247.00,173.00,42731.0000,Un chevreuil est passé par là
638,2025-10-09,307.00,696.00,213672.0000,Belle forme pour celle-ci!
638,2025-07-22,836.00,808.00,675488.0000,Belle forme pour celle-ci!
638,2025-09-20,83.00,964.00,80012.0000,Un chevreuil est passé par là
638,2025-12-07,8.00,930.00,7440.0000,Un chevreuil est passé par là
429,2025-08-22,420.00,701.00,294420.0000,Belle forme pour celle-ci!
429,2025-06-30,672.00,693.00,465696.0000,Un chevreuil est passé par là
429,2025-11-02,548.00,559.00,306332.0000,Un chevreuil est passé par là
429,2025-10-06,452.00,399.00,180348.0000,Super belle plante
773,2025-06-25,922.00,652.00,601144.0000,Plante un peu croche
773,2025-11-07,941.00,548.00,515668.0000,Super belle plante
773,2025-09-17,291.00,949.00,276159.0000,Goute très bon
773,2025-09-08,995.00,910.00,905450.0000,Super belle plante
773,2025-07-08,698.00,978.00,682644.0000,Goute très bon
773,2025-06-19,907.00,310.00,281170.0000,Un chevreuil est passé par là
