id_interne_zone,date,pres_min,pres_max,pres_moyenne,variation,note
1,2025-12-11,989,941,965.00,-48.00,Observation automatique
1,2025-08-20,1073,949,1011.00,-124.00,Observation automatique
1,2025-06-29,1069,913,991.00,-156.00,Observation automatique
2,2025-07-14,992,930,961.00,-62.00,Observation automatique
1,2025-06-01,1061,1043,1052.00,-18.00,Observation automatique
1,2025-07-15,982,1099,1040.50,117.00,Observation automatique
1,2025-09-03,914,1096,1005.00,182.00,Observation automatique
2,2025-11-26,1006,997,1001.50,-9.00,Observation automatique
1,2025-06-09,954,996,975.00,42.00,Observation automatique
1,2025-12-27,1026,1047,1036.50,21.00,Observation automatique
1,2025-09-24,1047,999,1023.00,-48.00,Observation automatique
1,2025-11-10,951,1077,1014.00,126.00,Observation automatique
2,2025-08-01,983,992,987.50,9.00,Observation automatique
2,2025-06-11,1008,938,973.00,-70.00,Observation automatique
2,2025-08-12,902,958,930.00,56.00,Observation automatique
2,2025-06-29,1020,1002,1011.00,-18.00,Observation automatique
2,2025-10-27,1039,1081,1060.00,42.00,Observation automatique
1,2025-09-02,990,1037,1013.50,47.00,Observation automatique
1,2025-09-04,1012,1073,1042.50,61.00,Observation automatique
1,2025-12-01,1054,950,1002.00,-104.00,Observation automatique
2,2025-12-07,1099,1012,1055.50,-87.00,Observation automatique
1,2025-08-09,973,1048,1010.50,75.00,Observation automatique
1,2025-06-08,980,972,976.00,-8.00,Observation automatique
2,2025-07-03,1083,1035,1059.00,-48.00,Observation automatique
1,2025-10-18,962,956,959.00,-6.00,Observation automatique
1,2025-06-10,1009,972,990.50,-37.00,Observation automatique
1,2025-12-07,1085,989,1037.00,-96.00,Observation automatique
2,2025-12-24,991,1079,1035.00,88.00,Observation automatique
1,2025-12-29,1073,930,1001.50,-143.00,Observation automatique
2,2025-07-26,980,931,955.50,-49.00,Observation automatique
1,2025-12-24,958,1010,984.00,52.00,Observation automatique
1,2025-08-28,1067,1006,1036.50,-61.00,Observation automatique
1,2025-09-06,1029,1034,1031.50,5.00,Observation automatique
1,2025-06-26,929,916,922.50,-13.00,Observation automatique
2,2025-08-22,928,994,961.00,66.00,Observation automatique
1,2025-09-19,1030,1079,1054.50,49.00,Observation automatique
1,2025-11-14,953,906,929.50,-47.00,Observation automatique
1,2025-09-13,904,928,916.00,24.00,Observation automatique
2,2025-08-10,925,1007,966.00,82.00,Observation automatique
2,2025-12-19,961,937,949.00,-24.00,Observation automatique
1,2025-10-11,923,903,913.00,-20.00,Observation automatique
2,2025-06-24,930,921,925.50,-9.00,Observation automatique
2,2025-12-14,1007,1064,1035.50,57.00,Observation automatique
1,2025-12-23,910,1035,972.50,125.00,Observation automatique
2,2025-08-08,945,1049,997.00,104.00,Observation automatique
1,2025-11-11,1011,1097,1054.00,86.00,Observation automatique
2,2025-06-20,1048,1028,1038.00,-20.00,Observation automatique
1,2025-10-16,925,917,921.00,-8.00,Observation automatique
2,2025-11-18,1084,977,1030.50,-107.00,Observation automatique
1,2025-08-17,962,915,938.50,-47.00,Observation automatique
2,2025-09-18,1058,1074,1066.00,16.00,Observation automatique
1,2025-08-11,1087,1070,1078.50,-17.00,Observation automatique
2,2025-06-28,1028,1028,1028.00,0.00,Observation automatique
2,2025-12-13,1041,1030,1035.50,-11.00,Observation automatique
1,2025-10-24,1034,1029,1031.50,-5.00,Observation automatique
2,2025-07-22,925,912,918.50,-13.00,Observation automatique
1,2025-11-03,1075,1070,1072.50,-5.00,Observation automatique
1,2025-08-29,978,1069,1023.50,91.00,Observation automatique
1,2025-10-13,1021,934,977.50,-87.00,Observation automatique
1,2025-07-28,1040,1093,1066.50,53.00,Observation automatique
2,2025-07-25,1035,994,1014.50,-41.00,Observation automatique
2,2025-07-06,953,1089,1021.00,136.00,Observation automatique
2,2025-12-23,1070,910,990.00,-160.00,Observation automatique
2,2025-07-17,962,1067,1014.50,105.00,Observation automatique
1,2025-06-03,957,1098,1027.50,141.00,Observation automatique
2,2025-12-11,1035,918,976.50,-117.00,Observation automatique
2,2025-10-30,1084,1018,1051.00,-66.00,Observation automatique
1,2025-12-09,918,1052,985.00,134.00,Observation automatique
2,2025-10-04,938,1066,1002.00,128.00,Observation automatique
1,2025-11-24,986,1033,1009.50,47.00,Observation automatique
1,2025-11-02,931,976,953.50,45.00,Observation automatique
1,2025-10-29,1013,973,993.00,-40.00,Observation automatique
1,2025-08-10,938,972,955.00,34.00,Observation automatique
2,2025-07-31,947,946,946.50,-1.00,Observation automatique
2,2025-07-10,932,905,918.50,-27.00,Observation automatique
1,2025-06-06,976,1024,1000.00,48.00,Observation automatique
2,2025-07-18,1089,1015,1052.00,-74.00,Observation automatique
2,2025-08-23,937,1057,997.00,120.00,Observation automatique
1,2025-07-12,1047,1053,1050.00,6.00,Observation automatique
2,2025-09-07,932,950,941.00,18.00,Observation automatique
2,2025-10-05,1007,1012,1009.50,5.00,Observation automatique
2,2025-11-05,1034,907,970.50,-127.00,Observation automatique
2,2025-11-20,973,1064,1018.50,91.00,Observation automatique
2,2025-08-05,1024,1089,1056.50,65.00,Observation automatique
2,2025-07-07,984,936,960.00,-48.00,Observation automatique
1,2025-08-03,1013,1075,1044.00,62.00,Observation automatique
2,2025-11-24,1072,1029,1050.50,-43.00,Observation automatique
2,2025-10-20,1077,969,1023.00,-108.00,Observation automatique
2,2025-12-22,946,1002,974.00,56.00,Observation automatique
2,2025-06-14,966,982,974.00,16.00,Observation automatique
2,2025-11-15,1017,1084,1050.50,67.00,Observation automatique
1,2025-10-27,1044,979,1011.50,-65.00,Observation automatique
2,2025-12-06,985,1033,1009.00,48.00,Observation automatique
1,2025-12-18,901,1064,982.50,163.00,Observation automatique
1,2025-07-23,1080,1057,1068.50,-23.00,Observation automatique
2,2025-11-28,1010,965,987.50,-45.00,Observation automatique
2,2025-10-26,936,1019,977.50,83.00,Observation automatique
1,2025-07-21,1045,941,993.00,-104.00,Observation automatique
1,2025-11-09,977,958,967.50,-19.00,Observation automatique
1,2025-12-26,1009,1059,1034.00,50.00,Observation automatique
1,2025-08-02,1097,1022,1059.50,-75.00,Observation automatique
1,2025-06-28,1088,935,1011.50,-153.00,Observation automatique
1,2025-09-01,917,1043,980.00,126.00,Observation automatique
2,2025-12-02,939,942,940.50,3.00,Observation automatique
1,2025-07-07,909,1061,985.00,152.00,Observation automatique
1,2025-10-14,1016,921,968.50,-95.00,Observation automatique
1,2025-08-06,1017,980,998.50,-37.00,Observation automatique
2,2025-10-22,974,911,942.50,-63.00,Observation automatique
1,2025-07-10,1072,950,1011.00,-122.00,Observation automatique
2,2025-10-03,1033,1004,1018.50,-29.00,Observation automatique
2,2025-11-27,989,994,991.50,5.00,Observation automatique
1,2025-08-12,1045,945,995.00,-100.00,Observation automatique
1,2025-12-13,1024,912,968.00,-112.00,Observation automatique
2,2025-10-06,964,1041,1002.50,77.00,Observation automatique
2,2025-07-16,1071,940,1005.50,-131.00,Observation automatique
2,2025-07-09,1034,1070,1052.00,36.00,Observation automatique
1,2025-06-16,954,1059,1006.50,105.00,Observation automatique
1,2025-12-20,973,1050,1011.50,77.00,Observation automatique
1,2025-10-05,1032,1093,1062.50,61.00,Observation automatique
2,2025-08-21,1005,989,997.00,-16.00,Observation automatique
1,2025-11-08,948,1020,984.00,72.00,Observation automatique
1,2025-10-03,1060,1062,1061.00,2.00,Observation automatique
1,2025-07-20,907,1060,983.50,153.00,Observation automatique
1,2025-11-23,1060,954,1007.00,-106.00,Observation automatique
1,2025-08-22,930,1063,996.50,133.00,Observation automatique
2,2025-08-28,918,1078,998.00,160.00,Observation automatique
2,2025-09-21,989,1066,1027.50,77.00,Observation automatique
2,2025-10-18,1003,971,987.00,-32.00,Observation automatique
1,2025-11-15,937,979,958.00,42.00,Observation automatique
2,2025-12-30,1060,917,988.50,-143.00,Observation automatique
2,2025-06-07,920,916,918.00,-4.00,Observation automatique
2,2025-11-03,954,1032,993.00,78.00,Observation automatique
2,2025-10-25,1041,1081,1061.00,40.00,Observation automatique
2,2025-07-12,1062,919,990.50,-143.00,Observation automatique
2,2025-11-06,961,1097,1029.00,136.00,Observation automatique
2,2025-07-28,1034,938,986.00,-96.00,Observation automatique
1,2025-10-07,967,918,942.50,-49.00,Observation automatique
2,2025-08-27,984,1083,1033.50,99.00,Observation automatique
1,2025-12-14,937,1096,1016.50,159.00,Observation automatique
2,2025-08-18,970,960,965.00,-10.00,Observation automatique
2,2025-07-21,1059,919,989.00,-140.00,Observation automatique
1,2025-09-26,1048,1096,1072.00,48.00,Observation automatique
2,2025-12-08,1002,945,973.50,-57.00,Observation automatique
1,2025-09-08,997,1005,1001.00,8.00,Observation automatique
1,2025-11-16,943,1024,983.50,81.00,Observation automatique
1,2025-10-20,967,1082,1024.50,115.00,Observation automatique
1,2025-10-26,1010,1031,1020.50,21.00,Observation automatique
2,2025-08-24,960,1073,1016.50,113.00,Observation automatique
1,2025-09-14,934,1020,977.00,86.00,Observation automatique
1,2025-08-23,1004,1030,1017.00,26.00,Observation automatique
2,2025-09-16,1061,1076,1068.50,15.00,Observation automatique
1,2025-11-27,998,958,978.00,-40.00,Observation automatique
2,2025-06-21,1038,1031,1034.50,-7.00,Observation automatique
2,2025-09-26,999,1083,1041.00,84.00,Observation automatique
1,2025-06-07,986,951,968.50,-35.00,Observation automatique
2,2025-06-04,945,1083,1014.00,138.00,Observation automatique
1,2025-08-01,986,989,987.50,3.00,Observation automatique
1,2025-06-13,1042,1029,1035.50,-13.00,Observation automatique
2,2025-06-15,930,934,932.00,4.00,Observation automatique
1,2025-12-30,971,1044,1007.50,73.00,Observation automatique
1,2025-07-24,975,1094,1034.50,119.00,Observation automatique
2,2025-10-12,1029,1096,1062.50,67.00,Observation automatique
2,2025-09-27,901,1025,963.00,124.00,Observation automatique
1,2025-10-23,973,996,984.50,23.00,Observation automatique
1,2025-08-30,901,1027,964.00,126.00,Observation automatique
2,2025-09-12,977,979,978.00,2.00,Observation automatique
1,2025-09-16,1070,926,998.00,-144.00,Observation automatique
2,2025-09-03,902,995,948.50,93.00,Observation automatique
1,2025-07-06,922,943,932.50,21.00,Observation automatique
1,2025-09-12,998,930,964.00,-68.00,Observation automatique
2,2025-07-24,1037,983,1010.00,-54.00,Observation automatique
1,2025-06-27,1050,934,992.00,-116.00,Observation automatique
1,2025-07-22,1020,917,968.50,-103.00,Observation automatique
2,2025-11-29,924,1079,1001.50,155.00,Observation automatique
2,2025-08-11,996,973,984.50,-23.00,Observation automatique
2,2025-07-01,904,985,944.50,81.00,Observation automatique
2,2025-11-07,1028,961,994.50,-67.00,Observation automatique
1,2025-12-28,992,964,978.00,-28.00,Observation automatique
1,2025-09-05,982,978,980.00,-4.00,Observation automatique
2,2025-06-26,901,966,933.50,65.00,Observation automatique
1,2025-06-15,919,1012,965.50,93.00,Observation automatique
2,2025-07-29,1045,988,1016.50,-57.00,Observation automatique
1,2025-09-29,969,1035,1002.00,66.00,Observation automatique
1,2025-09-27,1058,985,1021.50,-73.00,Observation automatique
2,2025-10-16,933,924,928.50,-9.00,Observation automatique
2,2025-09-01,945,923,934.00,-22.00,Observation automatique
2,2025-09-06,1100,980,1040.00,-120.00,Observation automatique
1,2025-11-30,959,1041,1000.00,82.00,Observation automatique
2,2025-10-14,906,1026,966.00,120.00,Observation automatique
2,2025-08-04,943,1028,985.50,85.00,Observation automatique
1,2025-08-15,933,1087,1010.00,154.00,Observation automatique
2,2025-11-10,911,1071,991.00,160.00,Observation automatique
2,2025-06-08,1004,979,991.50,-25.00,Observation automatique
1,2025-10-09,916,993,954.50,77.00,Observation automatique
2,2025-10-29,977,1096,1036.50,119.00,Observation automatique
2,2025-12-29,958,1037,997.50,79.00,Observation automatique
2,2025-12-12,1052,1047,1049.50,-5.00,Observation automatique
2,2025-11-23,936,953,944.50,17.00,Observation automatique
2,2025-09-22,1076,1044,1060.00,-32.00,Observation automatique
2,2025-11-14,974,1059,1016.50,85.00,Observation automatique
1,2025-07-09,1066,1027,1046.50,-39.00,Observation automatique
1,2025-07-31,1086,915,1000.50,-171.00,Observation automatique
2,2025-10-17,1095,947,1021.00,-148.00,Observation automatique
1,2025-08-24,1052,1058,1055.00,6.00,Observation automatique
2,2025-10-28,921,938,929.50,17.00,Observation automatique
2,2025-06-09,1100,1009,1054.50,-91.00,Observation automatique
2,2025-12-05,985,965,975.00,-20.00,Observation automatique
1,2025-07-01,979,1023,1001.00,44.00,Observation automatique
2,2025-11-08,1044,915,979.50,-129.00,Observation automatique
2,2025-10-31,910,957,933.50,47.00,Observation automatique
1,2025-06-22,1004,950,977.00,-54.00,Observation automatique
2,2025-06-10,919,1010,964.50,91.00,Observation automatique
2,2025-09-05,929,945,937.00,16.00,Observation automatique
1,2025-09-11,973,1015,994.00,42.00,Observation automatique
1,2025-11-18,930,930,930.00,0.00,Observation automatique
1,2025-07-30,997,900,948.50,-97.00,Observation automatique
1,2025-06-18,1100,978,1039.00,-122.00,Observation automatique
1,2025-06-30,998,1072,1035.00,74.00,Observation automatique
2,2025-08-15,1028,1069,1048.50,41.00,Observation automatique
1,2025-06-17,1000,1020,1010.00,20.00,Observation automatique
2,2025-08-06,993,1025,1009.00,32.00,Observation automatique
2,2025-11-09,1094,1074,1084.00,-20.00,Observation automatique
1,2025-11-19,1082,1082,1082.00,0.00,Observation automatique
2,2025-12-04,1038,1005,1021.50,-33.00,Observation automatique
1,2025-09-17,902,908,905.00,6.00,Observation automatique
1,2025-06-02,1043,1007,1025.00,-36.00,Observation automatique
1,2025-10-08,951,1079,1015.00,128.00,Observation automatique
1,2025-07-18,949,999,974.00,50.00,Observation automatique
2,2025-12-03,1024,909,966.50,-115.00,Observation automatique
1,2025-09-18,923,1049,986.00,126.00,Observation automatique
2,2025-07-19,1065,1032,1048.50,-33.00,Observation automatique
1,2025-07-03,945,932,938.50,-13.00,Observation automatique
1,2025-11-29,1049,1078,1063.50,29.00,Observation automatique
1,2025-07-08,938,1061,999.50,123.00,Observation automatique
1,2025-11-22,1056,931,993.50,-125.00,Observation automatique
1,2025-10-15,969,929,949.00,-40.00,Observation automatique
1,2025-08-25,925,1009,967.00,84.00,Observation automatique
1,2025-11-21,1095,950,1022.50,-145.00,Observation automatique
2,2025-10-21,1070,1043,1056.50,-27.00,Observation automatique
2,2025-09-23,1090,922,1006.00,-168.00,Observation automatique
2,2025-11-17,992,1099,1045.50,107.00,Observation automatique
2,2025-11-12,998,1010,1004.00,12.00,Observation automatique
1,2025-07-02,946,1033,989.50,87.00,Observation automatique
1,2025-10-19,1030,984,1007.00,-46.00,Observation automatique
1,2025-12-05,1052,963,1007.50,-89.00,Observation automatique
1,2025-07-05,975,931,953.00,-44.00,Observation automatique
2,2025-06-01,989,1076,1032.50,87.00,Observation automatique
2,2025-12-01,924,1078,1001.00,154.00,Observation automatique
2,2025-09-25,1050,920,985.00,-130.00,Observation automatique
1,2025-09-10,1061,964,1012.50,-97.00,Observation automatique
2,2025-09-15,925,998,961.50,73.00,Observation automatique
1,2025-11-05,915,1006,960.50,91.00,Observation automatique
1,2025-10-28,998,994,996.00,-4.00,Observation automatique
1,2025-12-21,966,1000,983.00,34.00,Observation automatique
1,2025-08-08,1072,1034,1053.00,-38.00,Observation automatique
2,2025-09-04,1083,1071,1077.00,-12.00,Observation automatique
1,2025-08-19,1004,976,990.00,-28.00,Observation automatique
1,2025-12-03,1057,1035,1046.00,-22.00,Observation automatique
1,2025-06-24,1041,1098,1069.50,57.00,Observation automatique
2,2025-06-23,1030,929,979.50,-101.00,Observation automatique
1,2025-08-16,1008,1062,1035.00,54.00,Observation automatique
1,2025-08-31,1069,1049,1059.00,-20.00,Observation automatique
2,2025-11-01,1034,1068,1051.00,34.00,Observation automatique
2,2025-11-22,904,1040,972.00,136.00,Observation automatique
2,2025-09-02,1006,1085,1045.50,79.00,Observation automatique
1,2025-06-11,953,956,954.50,3.00,Observation automatique
2,2025-12-17,913,937,925.00,24.00,Observation automatique
2,2025-06-16,1013,1075,1044.00,62.00,Observation automatique
2,2025-06-02,916,1062,989.00,146.00,Observation automatique
2,2025-06-22,923,1018,970.50,95.00,Observation automatique
1,2025-08-26,957,1038,997.50,81.00,Observation automatique
1,2025-08-14,918,1072,995.00,154.00,Observation automatique
1,2025-12-25,987,988,987.50,1.00,Observation automatique
2,2025-12-16,1053,1003,1028.00,-50.00,Observation automatique
2,2025-11-21,953,969,961.00,16.00,Observation automatique
2,2025-10-01,1075,970,1022.50,-105.00,Observation automatique
1,2025-12-17,952,989,970.50,37.00,Observation automatique
2,2025-07-11,977,1051,1014.00,74.00,Observation automatique
1,2025-10-10,970,1005,987.50,35.00,Observation automatique
2,2025-11-04,909,999,954.00,90.00,Observation automatique
2,2025-06-30,1096,934,1015.00,-162.00,Observation automatique
2,2025-12-28,1047,1017,1032.00,-30.00,Observation automatique
1,2025-09-15,1085,937,1011.00,-148.00,Observation automatique
2,2025-12-09,958,1078,1018.00,120.00,Observation automatique
2,2025-11-16,908,921,914.50,13.00,Observation automatique
2,2025-07-05,988,1042,1015.00,54.00,Observation automatique
1,2025-09-28,943,1009,976.00,66.00,Observation automatique
1,2025-10-02,965,971,968.00,6.00,Observation automatique
2,2025-08-19,1076,1100,1088.00,24.00,Observation automatique
1,2025-07-16,951,1052,1001.50,101.00,Observation automatique
1,2025-11-07,1024,1033,1028.50,9.00,Observation automatique
1,2025-10-25,951,902,926.50,-49.00,Observation automatique
2,2025-07-30,1051,933,992.00,-118.00,Observation automatique
1,2025-06-05,967,1007,987.00,40.00,Observation automatique
1,2025-12-04,916,990,953.00,74.00,Observation automatique
2,2025-12-18,929,1037,983.00,108.00,Observation automatique
1,2025-08-05,928,1002,965.00,74.00,Observation automatique
2,2025-10-10,926,938,932.00,12.00,Observation automatique
1,2025-10-22,1031,957,994.00,-74.00,Observation automatique
1,2025-06-14,1036,1042,1039.00,6.00,Observation automatique
1,2025-12-15,1058,992,1025.00,-66.00,Observation automatique
1,2025-08-07,1021,938,979.50,-83.00,Observation automatique
2,2025-12-10,1068,1038,1053.00,-30.00,Observation automatique
2,2025-08-20,904,1092,998.00,188.00,Observation automatique
2,2025-06-17,1067,914,990.50,-153.00,Observation automatique
2,2025-08-16,1100,959,1029.50,-141.00,Observation automatique
2,2025-12-15,988,1096,1042.00,108.00,Observation automatique
2,2025-11-02,1074,932,1003.00,-142.00,Observation automatique
2,2025-07-04,986,915,950.50,-71.00,Observation automatique
1,2025-07-26,1006,1099,1052.50,93.00,Observation automatique
1,2025-09-07,948,1084,1016.00,136.00,Observation automatique
2,2025-07-20,936,1063,999.50,127.00,Observation automatique
2,2025-06-18,933,976,954.50,43.00,Observation automatique
1,2025-09-25,1040,984,1012.00,-56.00,Observation automatique
2,2025-12-26,968,1002,985.00,34.00,Observation automatique
2,2025-09-11,1058,1057,1057.50,-1.00,Observation automatique
1,2025-09-09,985,965,975.00,-20.00,Observation automatique
1,2025-08-04,1011,965,988.00,-46.00,Observation automatique
2,2025-06-27,1058,1003,1030.50,-55.00,Observation automatique
1,2025-10-30,913,989,951.00,76.00,Observation automatique
1,2025-06-20,1081,901,991.00,-180.00,Observation automatique
1,2025-11-26,945,1075,1010.00,130.00,Observation automatique
2,2025-09-17,944,1017,980.50,73.00,Observation automatique
2,2025-09-09,903,940,921.50,37.00,Observation automatique
1,2025-11-12,1064,1031,1047.50,-33.00,Observation automatique
1,2025-07-14,963,1061,1012.00,98.00,Observation automatique
2,2025-08-17,922,1055,988.50,133.00,Observation automatique
1,2025-10-01,997,989,993.00,-8.00,Observation automatique
1,2025-07-13,1100,901,1000.50,-199.00,Observation automatique
1,2025-12-19,965,1027,996.00,62.00,Observation automatique
1,2025-10-17,1010,1048,1029.00,38.00,Observation automatique
2,2025-09-13,1049,1018,1033.50,-31.00,Observation automatique
2,2025-09-29,1048,905,976.50,-143.00,Observation automatique
1,2025-10-04,1005,1030,1017.50,25.00,Observation automatique
2,2025-10-02,935,980,957.50,45.00,Observation automatique
1,2025-11-13,1008,1039,1023.50,31.00,Observation automatique
1,2025-12-02,981,1005,993.00,24.00,Observation automatique
